z30_band,n_trades,n_wins,mean_pnl_pct,sum_pnl_pct,weighted_sum,win_rate
extreme_negative_z<-2,36,14,0.1678000000000002,6.040800000000007,-5.652,0.3888888888888889
extreme_positive_z>2,11,5,1.2045454545454548,13.250000000000004,9.243400000000001,0.45454545454545453
negative_-2_to_-1,68,32,1.1551176470588236,78.548,29.3788,0.47058823529411764
neutral_-1_to_1,438,172,-0.10787488584474884,-47.249199999999995,-2.167999999999999,0.3926940639269406
positive_1_to_2,62,23,0.08899032258064513,5.517399999999998,28.374299999999998,0.3709677419354839
