symbol,is_n_bars,raw_n_nonnull,raw_mean,raw_std,raw_skew,raw_kurt,raw_min,raw_max,raw_p01,raw_p99,raw_at_clamp_floor_pct,z30_n_nonnull,z30_extreme_2sigma_pct,z30_extreme_3sigma_pct,z30_at_clip_pct,z30_std,z90_n_nonnull,z90_extreme_2sigma_pct,z90_std
BTCUSDT,5727,5727,0.00012761744194167977,0.00023165242904067373,2.9445380148179945,25.650554342033526,-0.003,0.003,-0.00019281120000000002,0.0011536647999999992,0.0,5635,7.82608695652174,3.708961845607808,0.6033717834960071,1.4620430371546576,5637,7.131452900478978,1.2557206195361375
ETHUSDT,5727,5727,0.000154139437751004,0.0003022544446632421,2.974189552875907,32.585984135988376,-0.00356332,0.00375,-0.00017130700000000002,0.0015166641999999977,0.0,5520,8.079710144927537,3.822463768115942,0.4528985507246377,1.4433610985534502,5637,7.574951215185383,1.315579792842005
LINKUSDT,5678,5678,0.0001486999401197605,0.0003838272888609754,2.32459315663413,32.181707662368375,-0.004875,0.004444,-0.0005961059,0.0019153817999999997,0.0,5562,8.270406328658755,4.207119741100324,0.6472491909385114,1.5252251855207364,5588,7.748747315676449,1.329270352685821
LTCUSDT,5687,5687,0.00016356029892737825,0.0003265198520831126,3.1720636627235548,31.112355080036803,-0.004875,0.00380638,-0.0001800488,0.0017373244000000016,0.0,5657,8.926993105886512,4.2955630192681635,0.6010252784161216,1.513791623312641,5559,8.29285842777478,1.3207355826342877
DOTUSDT,5025,5025,0.0001010619104477612,0.0003658154187634354,3.635905864105442,21.062439611266655,-0.00149822,0.00379921,-0.000452426,0.0018094740000000012,0.0,4975,9.306532663316583,4.241206030150754,0.5025125628140703,1.4937447666896753,4935,7.254305977710233,1.2827079383918445
