sample,symbol,baseline_trades,current_atr_tp,current_atr_sl,raw_density_ratio,capped_count_mult_low,capped_count_mult_high,projected_trades_low,projected_trades_high,share_tight_TP_earlier,share_tight_SL_earlier,share_timeout_to_TP,share_timeout_to_SL,share_still_timeout,tight_pnl_mean_pct,baseline_pnl_mean_pct
IS,BTCUSDT,113,2.9,1.45,3.7377777777777776,2.55,3.0,288,339,0.23893805309734514,0.6283185840707964,0.008849557522123894,0.017699115044247787,0.10619469026548672,-0.12534988739890673,-0.3298734513274337
IS,DOTUSDT,93,3.5,1.75,5.4444444444444455,2.55,3.0,237,279,0.21505376344086022,0.5053763440860215,0.043010752688172046,0.010752688172043012,0.22580645161290322,0.39000899545704715,0.28628172043010747
IS,ETHUSDT,145,2.9,1.45,3.7377777777777776,2.55,3.0,369,435,0.25517241379310346,0.5448275862068965,0.013793103448275862,0.006896551724137931,0.1793103448275862,-0.01054734394877785,-0.0944813793103448
IS,LINKUSDT,146,3.5,1.75,5.4444444444444455,2.55,3.0,372,438,0.1780821917808219,0.5068493150684932,0.08904109589041095,0.00684931506849315,0.2191780821917808,0.8149150045096324,0.4935671232876712
IS,LTCUSDT,124,3.5,1.75,5.4444444444444455,2.55,3.0,316,372,0.20161290322580644,0.5080645161290323,0.08870967741935484,0.04838709677419355,0.1532258064516129,0.20419745633044198,0.026395967741935474
