sample,symbol,baseline_trades,current_atr_tp,current_atr_sl,raw_density_ratio,capped_count_mult_low,capped_count_mult_high,projected_trades_low,projected_trades_high,share_tight_TP_earlier,share_tight_SL_earlier,share_timeout_to_TP,share_timeout_to_SL,share_still_timeout,tight_pnl_mean_pct,baseline_pnl_mean_pct
OOS,BTCUSDT,35,2.9,1.45,3.7377777777777776,2.55,3.0,89,105,0.3142857142857143,0.45714285714285713,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.5458388432369886,0.9477114285714288
OOS,DOTUSDT,46,3.5,1.75,5.4444444444444455,2.55,3.0,117,138,0.17391304347826086,0.5652173913043478,0.13043478260869565,0.0,0.13043478260869565,0.3842004659155783,0.04258478260869568
OOS,ETHUSDT,46,2.9,1.45,3.7377777777777776,2.55,3.0,117,138,0.2391304347826087,0.5434782608695652,0.0,0.0,0.21739130434782608,0.0617511101230703,0.05989347826086951
OOS,LINKUSDT,28,3.5,1.75,5.4444444444444455,2.55,3.0,71,84,0.21428571428571427,0.4642857142857143,0.07142857142857142,0.0,0.25,1.1511970174423058,1.2226607142857142
OOS,LTCUSDT,34,3.5,1.75,5.4444444444444455,2.55,3.0,86,102,0.11764705882352941,0.6176470588235294,0.058823529411764705,0.029411764705882353,0.17647058823529413,-0.48136936685196297,-1.3896588235294118
