candidate,BCHUSDT_spearman_r,BCHUSDT_spearman_p,LDOUSDT_spearman_r,LDOUSDT_spearman_p,TRXUSDT_spearman_r,TRXUSDT_spearman_p
parkinson_gk_ratio_20,-0.04353621516117442,0.001006814548559449,-0.07146689197073076,0.0001928105215433724,-0.03915326735009459,0.0032590254431215703
obv_slope_50,-0.039336537088251446,0.0030695955640138357,-0.03188318060275411,0.09909108528800917,-0.07152704665056135,8.292051467101985e-08
bb_width_pct_rank_100,0.05988030995355448,6.373688928149276e-06,0.0418233625622044,0.03013502574606002,0.028219588515034255,0.03445333680955719
