candidate,BCHUSDT_ic_vs_drop,LDOUSDT_ic_vs_drop,TRXUSDT_ic_vs_drop
parkinson_gk_ratio_20,0.09263225583355586,0.051086557211985115,0.1097164512926563
obv_slope_50,0.1400016554485785,0.18586222398312316,0.061135359328514965
bb_width_pct_rank_100,0.0074661999590524015,0.05519961316266539,0.09402042980484614
