train_month,trial_id,mean_oof_return,source
2022-01,22,0.4168513591078831,pool_baseline
2022-02,33,0.06988104300386479,pool_baseline
2022-03,33,0.09012833374587344,pool_baseline
2022-04,9,0.7540765718066396,pool_baseline
2022-05,24,0.49537447567151033,pool_baseline
2022-06,31,0.49020775509900627,pool_baseline
2022-07,26,0.2406663873828312,pool_baseline
2022-08,24,0.9656635362424728,pool_baseline
2022-09,9,0.4262608673143178,pool_baseline
2022-10,29,0.1659417685677014,pool_baseline
2022-11,21,0.07800116615366266,pool_baseline
2022-12,15,0.019491718075093357,pool_baseline
2023-01,22,-0.018326540263514046,pool_baseline
2023-02,22,0.1710135183792613,pool_baseline
2023-03,24,0.11781152309027632,pool_baseline
2023-04,24,0.32269071493293505,pool_baseline
2023-05,31,0.2513056810075042,pool_baseline
2023-07,34,0.24223313081430212,pool_baseline
2023-08,31,0.19083022546724213,pool_baseline
2023-09,9,0.10962002348423532,pool_baseline
2023-10,14,0.01053871596635467,pool_baseline
2023-11,11,0.10935896579515889,pool_baseline
2023-12,21,0.08119536947678926,pool_baseline
2024-01,32,0.18222075586089664,pool_baseline
2024-02,30,0.06753900502930373,pool_baseline
2024-03,26,0.2552078558041414,pool_baseline
2024-04,0,0.11660529162284976,pool_baseline
2024-05,32,0.1251213379529777,pool_baseline
2024-06,1,-0.06760944864952645,pool_baseline
2024-07,22,0.19123669552991665,pool_baseline
2024-08,22,0.22901111506473684,pool_baseline
2024-09,7,0.28350001200758623,pool_baseline
2024-10,27,0.20106758266611804,pool_baseline
2024-11,9,0.09927292171457966,pool_baseline
2024-12,11,0.05012064219860331,pool_baseline
2025-01,31,0.016309885780650644,pool_baseline
2025-02,21,0.07278199390191667,pool_baseline
2025-03,32,0.29216335813085337,pool_baseline
2025-04,31,0.09225073374508305,pool_baseline
2025-05,30,0.24884749770347292,pool_baseline
2025-06,31,0.22772654279471585,pool_baseline
2025-07,21,0.2708655655805555,pool_baseline
2025-08,25,0.308828899268966,pool_baseline
2025-09,25,0.37608471216824063,pool_baseline
2025-10,9,-0.02957702456907092,pool_baseline
2025-11,21,0.04459929781580161,pool_baseline
2025-12,27,0.12350149632941668,pool_baseline
2026-01,28,0.16304332855048465,pool_baseline
2026-02,23,0.05742482618262216,pool_baseline
2026-03,31,0.04511217594777478,pool_baseline
2026-04,32,0.08589263398890049,pool_baseline
2026-05,9,-0.023710727487792377,pool_baseline
2022-01,0,0.365611553956718,btc_only_020
2022-02,6,0.288629852262431,btc_only_020
2022-03,9,0.3119465526727494,btc_only_020
2022-04,9,0.8684732284233337,btc_only_020
2022-05,6,0.5738025947243293,btc_only_020
2022-06,6,0.4162516078190118,btc_only_020
2022-07,16,0.278680770162271,btc_only_020
2022-08,13,0.5751827442831376,btc_only_020
2022-09,9,0.637165906345023,btc_only_020
2022-10,17,0.26183057477692634,btc_only_020
2022-11,2,0.3112465848149354,btc_only_020
2022-12,15,0.041077712346477016,btc_only_020
2023-01,9,0.08229597217469355,btc_only_020
2023-02,14,0.13976459317515877,btc_only_020
2023-03,2,-0.23101232166434596,btc_only_020
2023-04,11,-0.1354702302300237,btc_only_020
2023-05,9,0.07949934456135246,btc_only_020
2023-06,12,0.16511372399256924,btc_only_020
2023-07,2,0.03203930151900001,btc_only_020
2023-08,10,0.10024262223768585,btc_only_020
2023-09,10,-0.023786243369698767,btc_only_020
2023-10,10,0.12252581579097672,btc_only_020
2023-11,15,0.14246152394725878,btc_only_020
2023-12,1,-0.01831410903211153,btc_only_020
2024-01,12,0.020010046769980482,btc_only_020
2024-02,10,0.1208547790124203,btc_only_020
2024-03,9,-0.018106912470407254,btc_only_020
2024-04,17,-0.0064205140391219604,btc_only_020
2024-05,12,0.05032952821080079,btc_only_020
2024-06,12,-0.006633885406281892,btc_only_020
2024-07,9,0.15468588055994245,btc_only_020
2024-08,6,0.22288373008443613,btc_only_020
2024-09,17,0.2901271406034009,btc_only_020
2024-10,6,0.25180298756643893,btc_only_020
2024-11,10,0.21914721138917037,btc_only_020
2024-12,0,0.4053857016150794,btc_only_020
2025-01,17,0.37199237086089915,btc_only_020
2025-02,16,0.25473799678579334,btc_only_020
2025-03,9,0.08487682822620464,btc_only_020
2025-04,0,0.26856464567749533,btc_only_020
2025-05,7,0.11491297846492543,btc_only_020
2025-06,1,0.05517033294724947,btc_only_020
2025-07,13,0.021029110569210203,btc_only_020
2025-08,15,0.10798943851156864,btc_only_020
2025-09,7,0.08083737420760198,btc_only_020
2025-10,1,0.05300394461709808,btc_only_020
2025-11,13,0.030310461613627687,btc_only_020
2025-12,9,0.03789513145200539,btc_only_020
2026-01,11,0.09290880377008347,btc_only_020
2026-02,15,0.12344185229123142,btc_only_020
2026-03,9,0.05572902911650762,btc_only_020
2026-04,12,-0.012750057042806994,btc_only_020
2026-05,9,0.013823943568907116,btc_only_020
