feature_name,mean_gain,importance_rank
vol_atr_14,4023.624,1
trend_aroon_osc_50,3705.602,2
stat_autocorr_lag5,2493.3799,3
btc_funding_spread_30_90,2358.7688,4
stat_skew_20,2116.9379,5
vol_bb_bandwidth_20,2051.6229,6
interact_natr_x_adx,1966.7102,7
oi_delta_30_z90,1824.9477,8
trend_adx_14,1821.5394,9
mom_macd_hist_12_26_9,1428.3292,10
mom_macd_line_12_26_9,1401.4483,11
vol_natr_14,1324.3206,12
stat_kurtosis_20,1212.7154,13
long_short_zscore_30,1094.411,14
trend_plus_di_14,978.5143,15
vol_cmf_14,817.3235,16
funding_rate_zscore_90,771.0353,17
mr_pct_from_low_20,768.2484,18
trend_aroon_osc_14,667.168,19
interact_rsi_x_adx,639.6097,20
trend_minus_di_14,635.9738,21
mr_pct_from_high_20,503.5185,22
vol_mfi_14,440.2543,23
regime_momentum_signed_5d,428.0481,24
trend_ema_cross_5_12,417.565,25
funding_rate_zscore_30,354.0292,26
mom_stoch_d_14,256.3538,27
interact_stoch_x_adx,198.4818,28
mom_roc_10,180.7815,29
interact_rsi_x_natr,175.0185,30
mom_rsi_14,174.9317,31
mom_willr_14,171.4352,32
stat_return_5,166.8136,33
mom_stoch_k_14,159.1224,34
trend_supertrend_14_3,141.1378,35
vol_range_spike_72,140.0515,36
cal_dow_norm,132.0743,37
btc_funding_rate_8h_impulse,67.2203,38
vol_volume_pctchg_5,65.0036,39
vol_volume_rel_20,59.7822,40
vol_range_spike_24,41.9148,41
interact_ret1_x_ret3,31.6733,42
vol_taker_buy_ratio,29.7013,43
cal_hour_norm,23.5127,44
interact_ret1_x_natr,22.4994,45
stat_log_return_1,17.3508,46
mr_rsi_extreme_14,2.926,47
dot_vs_btc_ret_ratio_30,0.0,48
