ltc_prior_class,is_net_pnl_pct,oos_net_pnl_pct,is_avg_per_trade_pct,oos_avg_per_trade_pct,is_avg_z_score,oos_avg_z_score,is_per_trade_sharpe,oos_per_trade_sharpe,is_n_trades,oos_n_trades,is_win_rate_pct,oos_win_rate_pct,is_max_pos_streak_months,is_max_neg_streak_months,oos_max_pos_streak_months,oos_max_neg_streak_months,is_n_months,is_n_pos_months,oos_n_months,oos_n_pos_months,is_h1_net_pnl_pct,is_h2_net_pnl_pct,is_h1_n_trades,is_h2_n_trades
ASYMMETRIC_ROTATION-INVERSE_IS-MARGINAL_OOS-CAT,3.2731,-47.2484,0.0264,-1.3897,0.043,-1.557,0.0038,-0.267,124,34,39.516,29.412,4,7,3,4,37,18,13,4,14.7588,-11.4857,69,55
