symbol,direction,open_time,net_pnl_pct,btc_ret_42,sample,counter_trend
LTCUSDT,-1,1681747199999,9.0625,4.687416391688215,IS,True
LTCUSDT,-1,1682236799999,-5.9607,-0.6583429550849562,IS,False
LTCUSDT,-1,1682841599999,9.4044,-3.556780566289053,IS,False
LTCUSDT,1,1683475199999,-4.7012,5.363762827656027,IS,False
LTCUSDT,1,1683676799999,10.728,-2.391583323611446,IS,True
LTCUSDT,1,1684454399999,-5.2563,-6.9961146187469625,IS,True
LTCUSDT,1,1685001599999,9.8267,-4.805831435079721,IS,True
LTCUSDT,1,1685548799999,8.1161,0.4184709571449785,IS,False
LTCUSDT,-1,1685894399999,7.703,1.0485400781104826,IS,True
LTCUSDT,-1,1686067199999,11.2955,-4.61174557957138,IS,False
LTCUSDT,1,1686671999999,-6.9456,-6.918850533164644,IS,True
LTCUSDT,-1,1688428799999,9.8236,16.104142982276315,IS,True
LTCUSDT,-1,1689119999999,-5.8838,-0.24378161339103643,IS,False
LTCUSDT,-1,1689350399999,11.4158,3.9415013975775404,IS,True
LTCUSDT,-1,1689811199999,1.4114,-1.944674039962746,IS,False
LTCUSDT,-1,1690502399999,-3.6683,-7.098852797399635,IS,False
LTCUSDT,-1,1690790399999,8.0065,-2.9789891393774304,IS,False
LTCUSDT,1,1691740799999,-3.3024,0.9606240279603995,IS,False
LTCUSDT,1,1693094399999,7.6446,-11.612232203856475,IS,True
LTCUSDT,1,1693439999999,-4.305,-4.959184242052772,IS,True
LTCUSDT,1,1693641599999,-1.1571,-0.47439282350578704,IS,True
LTCUSDT,1,1697702399999,6.7556,2.608052820589024,IS,False
LTCUSDT,-1,1700582399999,0.5046,6.4716485642874355,IS,True
LTCUSDT,-1,1701734399999,-3.671,12.093693693693686,IS,True
LTCUSDT,-1,1702137599999,9.0725,16.95112181612719,IS,True
LTCUSDT,-1,1703807999999,9.5536,-1.0045918889023175,IS,False
LTCUSDT,1,1704499199999,-7.1227,0.3322787687048967,IS,False
LTCUSDT,1,1704787199999,11.8719,9.444913046424318,IS,False
LTCUSDT,1,1705161599999,-7.1791,1.7670235768197706,IS,False
LTCUSDT,1,1705766399999,-5.6189,-5.228253038966235,IS,True
LTCUSDT,1,1706054399999,2.9391,-13.496985731014444,IS,True
LTCUSDT,1,1706745599999,2.7327,-0.5209964612443163,IS,True
LTCUSDT,-1,1707695999999,0.8644,14.950072820385918,IS,True
LTCUSDT,-1,1709078399999,-4.4862,14.84634701909997,IS,True
LTCUSDT,-1,1709596799999,16.7958,31.811216316888526,IS,True
LTCUSDT,-1,1710748799999,-4.3089,6.4601703664656895,IS,True
LTCUSDT,-1,1711439999999,-6.3945,-2.2729319505926493,IS,False
LTCUSDT,-1,1711583999999,-7.3553,-4.916064522834063,IS,False
LTCUSDT,-1,1711871999999,-7.3022,7.13339585756656,IS,True
LTCUSDT,1,1713369599999,9.6079,-8.503975018937693,IS,True
LTCUSDT,1,1714060799999,-5.4894,-8.50042614913935,IS,True
LTCUSDT,1,1714579199999,5.7313,-5.652375895938421,IS,True
LTCUSDT,1,1715270399999,0.7449,-3.072472722677033,IS,True
LTCUSDT,-1,1716047999999,-3.4303,5.0187136342192185,IS,True
LTCUSDT,1,1716479999999,-4.3312,9.626946758420862,IS,False
LTCUSDT,-1,1716595199999,2.0164,12.843441963470404,IS,True
LTCUSDT,1,1717603199999,-2.7785,1.6164980981958177,IS,False
LTCUSDT,1,1717948799999,-3.5227,0.9663891171951988,IS,False
LTCUSDT,1,1718179199999,-4.0954,-0.8003694465361644,IS,True
LTCUSDT,1,1719561599999,-3.8427,-8.352439684214607,IS,True
LTCUSDT,-1,1720828799999,-4.7567,-4.235989528345296,IS,False
LTCUSDT,-1,1721606399999,7.3315,22.043527867184665,IS,True
LTCUSDT,-1,1721980799999,-5.2135,17.175678185571066,IS,True
LTCUSDT,1,1722527999999,-4.9401,-0.9566914067851817,IS,True
LTCUSDT,1,1722700799999,-6.4402,-8.89156698654132,IS,True
LTCUSDT,1,1723651199999,-2.5497,-10.485498346005162,IS,True
LTCUSDT,1,1724342399999,-4.7878,1.6493998279209166,IS,False
LTCUSDT,1,1724889599999,5.6776,0.6170702887220658,IS,False
LTCUSDT,1,1727971199999,2.5148,-3.995786405613899,IS,True
LTCUSDT,1,1728892799999,5.5391,0.09374162329502944,IS,False
LTCUSDT,-1,1729151999999,-4.482,10.480043876213907,IS,True
LTCUSDT,-1,1729468799999,8.1349,9.923346812275335,IS,True
LTCUSDT,-1,1729814399999,-3.8528,13.070462340695155,IS,True
LTCUSDT,1,1730447999999,-4.2,1.9807225369729897,IS,False
LTCUSDT,1,1730735999999,9.1159,1.871298491707285,IS,False
LTCUSDT,-1,1735718399999,-6.6071,-10.114577625165433,IS,False
LTCUSDT,-1,1736035199999,-5.482,0.9370585368561946,IS,True
LTCUSDT,-1,1736553599999,-6.8903,0.4419741796265475,IS,True
LTCUSDT,-1,1739692799999,3.1482,-2.3886843759476695,IS,False
LTCUSDT,1,1741823999999,2.7318,-0.6742787248318227,IS,True
LTCUSDT,1,1742515199999,-0.6256,-6.3459112360075505,IS,True
LTCUSDT,1,1743206399999,-5.2961,0.5253765198392157,OOS,False
LTCUSDT,1,1743551999999,-5.0106,2.9695364847258876,OOS,False
LTCUSDT,1,1743782399999,-6.8643,-0.842732613476771,OOS,True
LTCUSDT,1,1744761599999,10.797,-1.776531968059547,OOS,True
LTCUSDT,1,1747468799999,-7.1121,7.382429058643192,OOS,False
LTCUSDT,1,1747814399999,0.7237,9.824221167732627,OOS,False
LTCUSDT,-1,1752479999999,-4.8075,14.10192762168263,OOS,True
LTCUSDT,-1,1755935999999,10.5535,-0.799721001652054,OOS,False
LTCUSDT,-1,1758470399999,6.7444,3.769808818058129,OOS,True
LTCUSDT,-1,1759737599999,-4.8706,9.673165300779708,OOS,True
LTCUSDT,1,1760774399999,6.0496,-12.777323869133639,OOS,True
LTCUSDT,1,1763567999999,-8.5312,-13.280144460746445,OOS,True
LTCUSDT,1,1763913599999,0.1031,-16.075660603302488,OOS,True
LTCUSDT,1,1765123199999,-3.4219,2.8287233407013446,OOS,False
LTCUSDT,1,1765871999999,-5.0107,-1.1501178635083043,OOS,True
LTCUSDT,1,1766188799999,-0.8876,-1.3310784703517209,OOS,True
LTCUSDT,1,1766879999999,-3.9737,-2.6187669985907824,OOS,True
LTCUSDT,1,1767110399999,7.0836,1.1718710020776513,OOS,False
LTCUSDT,1,1767772799999,-3.7638,6.883999995395307,OOS,False
LTCUSDT,1,1767945599999,-3.6665,2.5772053418972707,OOS,False
LTCUSDT,1,1768607999999,-6.5918,6.17255540213939,OOS,False
LTCUSDT,1,1769615999999,-4.4659,-7.4954572203049015,OOS,True
LTCUSDT,1,1769788799999,-5.604,-12.362607430913663,OOS,True
LTCUSDT,-1,1772351999999,2.6666,-5.184928797468357,OOS,False
LTCUSDT,-1,1773043199999,-4.5212,2.4106511640608064,OOS,True
LTCUSDT,-1,1773503999999,-3.6446,8.880555555555558,OOS,True
LTCUSDT,-1,1773734399999,7.258,8.914810026079302,OOS,True
LTCUSDT,-1,1774310399999,4.1565,3.614054428671465,OOS,True
LTCUSDT,-1,1775347199999,-2.8696,-2.33807335786822,OOS,False
LTCUSDT,-1,1776297599999,-2.9676,9.825295763477326,OOS,True
LTCUSDT,-1,1776527999999,-1.1753,13.016406536485281,OOS,True
LTCUSDT,-1,1777247999999,-2.4378,11.175614578192095,OOS,True
LTCUSDT,-1,1777564799999,-3.0093,2.362057072442214,OOS,True
LTCUSDT,-1,1778140799999,-2.8807,4.449480893895719,OOS,True
