symbol,long_n,long_pnl,long_wr,short_n,short_pnl,short_wr,wr_gap_long_minus_short,pnl_imbalance_long_minus_short
ALGOUSDT,33,-53.25730000000001,18.181818181818183,30,49.9561,53.333333333333336,-35.151515151515156,-103.21340000000001
BCHUSDT,39,-18.678099999999997,28.205128205128204,55,53.5283,32.72727272727273,-4.522144522144522,-72.2064
LDOUSDT,4,13.766499999999999,50.0,11,26.266600000000004,45.45454545454545,4.545454545454547,-12.500100000000005
TRXUSDT,42,7.340599999999999,38.095238095238095,43,-13.1605,23.25581395348837,14.839424141749724,20.5011
