date,net_return
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,-0.00083770435622199102
2020-03-24,-0.00087234718160600355
2020-03-25,-0.00081365143273237628
2020-03-26,0.0055662890410959065
2020-03-27,-0.0037590799769297023
2020-03-28,-0.00055860189135159555
2020-03-29,-0.0055909295383893554
2020-03-30,0.004102640134843405
2020-03-31,0.00060917155635342723
2020-04-01,-0.001525852644559067
2020-04-02,-0.00061317652906422992
2020-04-03,-0.001748071735074852
2020-04-04,-0.00034696166309522436
2020-04-05,0.0016960443985913898
2020-04-06,-0.00041184538937666382
2020-04-07,0.002261650161661688
2020-04-08,-0.0074846490857081172
2020-04-09,-0.00084336198013701402
2020-04-10,0.0039048953372589068
2020-04-11,-0.00096243847112875702
2020-04-12,0.00025728817384229608
2020-04-13,0.00082531533685292757
2020-04-14,-0.00078218172379429518
2020-04-15,0.00039534587567913171
2020-04-16,-0.0080568244594046989
2020-04-17,0.0024127668751205977
2020-04-18,-0.0069167458915119218
2020-04-19,0.0036026723381792358
2020-04-20,0.0057059837278881087
2020-04-21,0.00026164509026527227
2020-04-22,0.0031046483203651665
2020-04-23,-0.0042160353057686395
2020-04-24,-0.0043723409650617828
2020-04-25,-0.0040301651949218309
2020-04-26,-0.0029287197218351713
2020-04-27,0.0067133224287370119
2020-04-28,-0.0025639507223054192
2020-04-29,-0.012851752438587827
2020-04-30,9.8251290586270912e-05
2020-05-01,0.0036001274525090388
2020-05-02,0.0025385898458767375
2020-05-03,0.00080267057573402134
2020-05-04,-0.0027722912161362023
2020-05-05,-0.0011640082274436692
2020-05-06,-0.0031119686882563613
2020-05-07,-0.00045557934976325765
2020-05-08,0.0013694482584274414
2020-05-09,-0.0013747793469974789
2020-05-10,0.0011427083746635702
2020-05-11,0.0046239890134414097
2020-05-12,0.002809359071901163
2020-05-13,-0.006502734803349397
2020-05-14,0.0021392299931699554
2020-05-15,-0.0020419578845412012
2020-05-16,0.0021684109739212865
2020-05-17,0.0021440947738833316
2020-05-18,-0.0057784975097963098
2020-05-19,-0.0043279546672713165
2020-05-20,-0.00052442420676424018
2020-05-21,-0.002119019615006712
2020-05-22,-0.0033131106956751921
2020-05-23,0.0035309054150389763
2020-05-24,0.00060655875240800405
2020-05-25,-0.0052427975430433538
2020-05-26,0.00014612900331179013
2020-05-27,0.0035079463475067296
2020-05-28,-0.00071184732993445632
2020-05-29,0.0041404667281959018
2020-05-30,-0.0060085263366616015
2020-05-31,0.00021574071204177869
2020-06-01,-0.00097351804822198851
2020-06-02,0.00028865430043967244
2020-06-03,-0.0014784662681174288
2020-06-04,0.00063874311131195682
2020-06-05,-0.0045105214530991589
2020-06-06,0.0043032750585982882
2020-06-07,-0.0021004669507856955
2020-06-08,0.0014464975856567364
2020-06-09,-0.0023202700614319838
2020-06-10,0.0029523949215570777
2020-06-11,-0.0032472182573763941
2020-06-12,-0.0011119165401362041
2020-06-13,0.0027925691816212961
2020-06-14,-0.001738801155383829
2020-06-15,0.002694505248156176
2020-06-16,0.00032694586908110779
2020-06-17,-0.0014861199390011626
2020-06-18,0.00012144188465801342
2020-06-19,-0.00033360245565505764
2020-06-20,0.0016366932388172106
2020-06-21,-0.0026046029867590192
2020-06-22,0.00069219048095670033
2020-06-23,0.0030885634440360743
2020-06-24,-0.0011255221380443992
2020-06-25,-0.0029817054226632944
2020-06-26,-0.0011850160318521707
2020-06-27,-0.0064459330993653641
2020-06-28,0.0049853659156307017
2020-06-29,-0.0028870492311325879
2020-06-30,-0.0031193486062058851
2020-07-01,-0.0011105808302840359
2020-07-02,-0.0020314579282764145
2020-07-03,-0.00097210223356036796
2020-07-04,0.0012055133614738978
2020-07-05,-0.0051660720029639284
2020-07-06,0.007303032665529452
2020-07-07,0.0090370234897041435
2020-07-08,0.0027861562086284319
2020-07-09,0.0021043958825701647
2020-07-10,-0.0016383124742895827
2020-07-11,0.0087835750830671522
2020-07-12,0.0074127101462833078
2020-07-13,0.0003275442766552672
2020-07-14,-0.0070598251309998972
2020-07-15,0.0031732866968787743
2020-07-16,0.0016561792623777105
2020-07-17,-0.0010940043039965319
2020-07-18,-0.0034320228633223371
2020-07-19,-0.0010993163777214265
2020-07-20,-0.0077408572965370626
2020-07-21,0.0025650506498968717
2020-07-22,-0.0033193739007089107
2020-07-23,-0.00063663723568785358
2020-07-24,0.0034680015718437929
2020-07-25,0.00055856318069658073
2020-07-26,-0.0040790115909320468
2020-07-27,-0.0035665596945491096
2020-07-28,-0.0089813961961693334
2020-07-29,-0.0081139228350023407
2020-07-30,0.0067277357519743841
2020-07-31,4.2115879323345595e-05
2020-08-01,-0.0019723627548070555
2020-08-02,-0.0018284159516633869
2020-08-03,-0.0024152334215843396
2020-08-04,-0.004757558294564368
2020-08-05,0.0070437260551510228
2020-08-06,-0.002502328536528986
2020-08-07,-0.0062465233428116163
2020-08-08,-0.0016888818557151408
2020-08-09,-0.0036459324731209497
2020-08-10,-0.0014525013118906749
2020-08-11,0.008589755764419893
2020-08-12,0.019729381703958104
2020-08-13,-0.0087029823370025072
2020-08-14,0.0091198023295058217
2020-08-15,-0.0051911873399189679
2020-08-16,-0.0099240099629001044
2020-08-17,-0.009424976663644391
2020-08-18,-0.010618390299032221
2020-08-19,0.0061061650546865298
2020-08-20,-0.010744672213399475
2020-08-21,0.0047400380292415001
2020-08-22,-0.0003625403085283363
2020-08-23,-0.00098623418840815269
2020-08-24,-0.004917911528663943
2020-08-25,-0.0042074656429345048
2020-08-26,-8.5402836363046575e-05
2020-08-27,-0.011097482512266721
2020-08-28,-0.0023229812240393999
2020-08-29,-0.004547863809575392
2020-08-30,0.004455104113648467
2020-08-31,-0.0065828061427188889
2020-09-01,-0.00046643365739262865
2020-09-02,-0.0014362302243458025
2020-09-03,-0.0011261066659636887
2020-09-04,-0.0020670077734834535
2020-09-05,-0.0052642030696845588
2020-09-06,0.014684078363048192
2020-09-07,0.0044467843572346677
2020-09-08,0.0030655013724518732
2020-09-09,0.016502050312887429
2020-09-10,-0.0091445700599747104
2020-09-11,-0.0086466041453215903
2020-09-12,-0.0062168761607854783
2020-09-13,-0.0033260978205150726
2020-09-14,0.00085020021397452794
2020-09-15,-0.017636712700509372
2020-09-16,0.009081665535650929
2020-09-17,0.0050077705864159938
2020-09-18,0.00055038408425200913
2020-09-19,0.0048149423520706947
2020-09-20,0.0024497468347912665
2020-09-21,0.0013932625477046656
2020-09-22,-0.0091151254163286399
2020-09-23,-0.001965761925852072
2020-09-24,0.0016750874188917741
2020-09-25,-0.0036769744345666044
2020-09-26,0.0055621024890588622
2020-09-27,0.0024949116425101447
2020-09-28,0.0094274985313007598
2020-09-29,-0.0010937999178081137
2020-09-30,0.0035987403521478001
2020-10-01,0.0022915502908986696
2020-10-02,0.00087959652885416517
2020-10-03,0.0021737498018301604
2020-10-04,0.0038201509733217787
2020-10-05,-6.4462007162480184e-05
2020-10-06,-0.0016525877097749442
2020-10-07,0.011308062723172529
2020-10-08,-0.00033108123856162575
2020-10-09,-0.020349356137886021
2020-10-10,0.0093005250852613575
2020-10-11,-0.0012009158516371743
2020-10-12,0.003337377882010939
2020-10-13,0.0041287437757493439
2020-10-14,-0.00186659503648412
2020-10-15,-0.0018208199193193719
2020-10-16,-0.0091095877037365991
2020-10-17,-0.0083494076866309497
2020-10-18,-8.8675437921015288e-05
2020-10-19,0.014690589076857608
2020-10-20,0.011661175291318493
2020-10-21,-0.0029263036772230189
2020-10-22,0.0057850252933215884
2020-10-23,-0.00019914506459217662
2020-10-24,-0.0068194374921853873
2020-10-25,-0.0022172748626627659
2020-10-26,0.0058006105106407357
2020-10-27,-0.01571975110976731
2020-10-28,-0.0010547681888938287
2020-10-29,6.4662842935714338e-05
2020-10-30,-0.0017725293086479077
2020-10-31,-0.0031021815211662584
2020-11-01,-0.00045996363219746872
2020-11-02,0.0019025293486722994
2020-11-03,0.0056187076748070997
2020-11-04,-0.0073237411695540322
2020-11-05,-0.0083205976925484482
2020-11-06,-0.021166644718453642
2020-11-07,-0.0064429929116571749
2020-11-08,-0.0044862608469888876
2020-11-09,0.0020967617310827524
2020-11-10,-0.004015047063879007
2020-11-11,-0.01084165025892514
2020-11-12,-0.0015185795339421881
2020-11-13,-0.017276709675806079
2020-11-14,-0.0062148687767709099
2020-11-15,-0.0047674528009575834
2020-11-16,-0.00056641825584036187
2020-11-17,-0.0014923030217964817
2020-11-18,-0.0022208867115163233
2020-11-19,0.004383367813626915
2020-11-20,0.0019458015482334279
2020-11-21,0.0081553335765252033
2020-11-22,0.0069979159235185051
2020-11-23,-0.016912143576450767
2020-11-24,0.012585787008849492
2020-11-25,0.0032590901574323095
2020-11-26,0.011819332225813328
2020-11-27,0.00067094806245426852
2020-11-28,0.0037384551280184031
2020-11-29,-0.0078988148280435544
2020-11-30,-0.00025949119817336719
2020-12-01,0.010606312560766717
2020-12-02,-0.0033324785689027303
2020-12-03,0.0064451302174115543
2020-12-04,0.0027864157018671065
2020-12-05,-0.0049387729762252475
2020-12-06,-0.0033196613519540508
2020-12-07,-0.0014311592550713126
2020-12-08,-0.0017213184763413825
2020-12-09,0.0015761375361107444
2020-12-10,-0.0029034162500122251
2020-12-11,-0.007867301457599285
2020-12-12,-0.00054061908508074019
2020-12-13,0.0036386190980042254
2020-12-14,-0.0087097926644618129
2020-12-15,0.002112948699563244
2020-12-16,0.012243547023676804
2020-12-17,0.0026532198204902713
2020-12-18,0.010025414042700742
2020-12-19,-0.0009928759512924934
2020-12-20,0.0043695075097587299
2020-12-21,-0.0079323710333283337
2020-12-22,0.00012514924086981516
2020-12-23,0.0029827994885418541
2020-12-24,0.021320333171129802
2020-12-25,-0.0082398351337171771
2020-12-26,0.0084126746874506608
2020-12-27,0.0013408943134163298
2020-12-28,-0.012266968645886167
2020-12-29,-0.0056888503686629566
2020-12-30,0.00063689222547047564
2020-12-31,-0.0073806855277513961
2021-01-01,-0.00053715380780150479
2021-01-02,0.0057981932117354695
2021-01-03,-0.015575770030773595
2021-01-04,-0.00018010462502637825
2021-01-05,-0.004722427713863997
