symbol,is_rows,is_first,is_last,label_coverage,min_oc_coverage
BCHUSDT,5727,2020-01-01,2025-03-23,0.9975554391478959,1.0
LDOUSDT,2741,2022-09-22,2025-03-23,0.9948923750456038,1.0
TRXUSDT,5669,2020-01-15,2025-03-23,0.9975304286470277,1.0
