split,path,new_floor,new_ceiling,sharpe_baseline_060,sharpe_counterfactual,sharpe_delta
IS,B_floor_0.4,0.4,1.0,0.8324785297088364,0.8268279058910404,-0.005650623817796019
IS,B_floor_0.5,0.5,1.0,0.8324785297088364,0.8142028506414595,-0.018275679067376926
IS,E_ceiling_0.8,0.3,0.8,0.8324785297088364,0.8409026487683172,0.008424119059480817
IS,E_ceiling_0.7,0.3,0.7,0.8324785297088364,0.8003586969359885,-0.03211983277284791
OOS,B_floor_0.4,0.4,1.0,0.14026420246704313,0.14622309273732398,0.005958890270280848
OOS,B_floor_0.5,0.5,1.0,0.14026420246704313,0.14361810411816747,0.0033539016511243414
OOS,E_ceiling_0.8,0.3,0.8,0.14026420246704313,0.16231951476456863,0.022055312297525498
OOS,E_ceiling_0.7,0.3,0.7,0.14026420246704313,0.13974368413890523,-0.0005205183281379033
