split,symbol,n_trades_total,n_killed_wf0,n_at_floor_0_3,n_in_0_3_to_0_4,n_in_0_4_to_0_8,n_in_0_8_to_1_0,n_at_ceiling_1_0,wpnl_total,wpnl_killed,wpnl_at_floor_0_3,wpnl_in_0_8_to_1_0,wpnl_at_ceiling_1_0,mean_wf_nonzero
IS,BCHUSDT,73,13,0,7,29,20,4,78.3438,0.0,0.0,43.4066,23.8924,0.7003333333333333
IS,LDOUSDT,11,1,0,2,4,2,2,-1.6639999999999997,0.0,0.0,4.101,-16.220299999999998,0.674
IS,TRXUSDT,75,12,0,6,27,27,3,-24.789100000000005,0.0,0.0,-19.815600000000003,6.7234,0.7366666666666665
OOS,BCHUSDT,37,2,0,5,15,15,0,1.9077000000000015,0.0,0.0,14.462999999999997,0.0,0.6842857142857143
OOS,LDOUSDT,11,0,0,0,5,5,1,-19.7208,0.0,0.0,-10.975000000000001,-6.1493,0.7072727272727273
OOS,TRXUSDT,54,3,0,5,26,19,1,23.311899999999998,0.0,0.0,10.352099999999998,4.1288,0.7029411764705883
