symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
BTCUSDT,47,20,42.6,23.7816,0.5060,6753.61
ETHUSDT,48,19,39.6,-23.4295,-0.4881,-6653.61
