symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence,component_id
ETHUSDT,-1,3009.680000,3193.087013,1.0000,1644134399999,1644307199999,stop_loss,-1.21878,0.1000,-1.23878,-1.23878,3193.087013,2642.865974,1644739199999,0.772937,C2-ETH
LINKUSDT,1,16.974000,18.372000,1.0000,1643759999999,1644364800000,timeout,1.64722,0.1000,1.62722,1.62722,15.239379,20.443242,1644364799999,0.722172,C4-LINK
LINKUSDT,1,18.239000,16.851761,0.3300,1644479999999,1644623999999,stop_loss,-1.52118,0.1000,-1.54118,-0.50858,16.851761,21.013477,1645084799999,0.753912,C4-LINK
BTCUSDT,-1,42290.410000,44292.802570,0.3300,1644825599999,1644940799999,stop_loss,-0.94698,0.1000,-0.96698,-0.3191,44292.802570,38285.624859,1645430399999,0.809466,C1-BTC
LTCUSDT,1,127.180000,119.129195,0.3300,1645084799999,1645142399999,stop_loss,-1.26604,0.1000,-1.28604,-0.4244,119.129195,143.281610,1645689599999,0.763780,C5-LTC
BTCUSDT,-1,43588.500000,39801.304876,0.3300,1645027199999,1645199999999,take_profit,1.7377,0.1000,1.7177,0.56684,45482.097562,39801.304876,1645631999999,0.865204,C1-BTC
LINKUSDT,1,15.949000,15.508000,0.3300,1644710399999,1645315200000,timeout,-0.55302,0.1000,-0.57302,-0.1891,14.470469,18.906062,1645315199999,0.911681,C4-LINK
LINKUSDT,1,14.601000,13.393574,0.3300,1645401599999,1645487999999,stop_loss,-1.6539,0.1000,-1.6739,-0.55238,13.393574,17.015851,1646006399999,0.895275,C4-LINK
LTCUSDT,1,110.530000,102.640025,0.3300,1645401599999,1645487999999,stop_loss,-1.42766,0.1000,-1.44766,-0.47772,102.640025,126.309951,1646006399999,0.765785,C5-LTC
BTCUSDT,1,36748.600000,34509.627294,0.3300,1645516799999,1645689599999,stop_loss,-1.21854,0.1000,-1.23854,-0.40872,34509.627294,41226.545411,1646121599999,0.757691,C1-BTC
LINKUSDT,1,13.983000,12.601453,0.3300,1645574399999,1645689599999,stop_loss,-1.97604,0.1000,-1.99604,-0.6587,12.601453,16.746095,1646179199999,0.785782,C4-LINK
BTCUSDT,-1,39388.500000,42315.339389,0.3300,1645804799999,1646092799999,stop_loss,-1.48614,0.1000,-1.50614,-0.49702,42315.339389,33534.821223,1646409599999,0.800136,C1-BTC
LINKUSDT,1,13.364000,14.331000,0.3300,1645775999999,1646380800000,timeout,1.44718,0.1000,1.42718,0.47096,11.703698,16.684605,1646380799999,0.771636,C4-LINK
BTCUSDT,-1,37878.200000,40118.916553,0.3300,1646639999999,1646812799999,stop_loss,-1.18312,0.1000,-1.20312,-0.39702,40118.916553,33396.766893,1647244799999,0.741743,C1-BTC
LTCUSDT,-1,111.600000,102.470000,0.3300,1646351999999,1646956800000,timeout,1.6362,0.1000,1.6162,0.53334,120.341702,94.116596,1646956799999,0.956680,C5-LTC
LINKUSDT,-1,13.895000,13.253000,0.3300,1646467199999,1647072000000,timeout,0.92408,0.1000,0.90408,0.29834,15.137044,11.410911,1647071999999,0.945459,C4-LINK
LINKUSDT,-1,13.172000,14.073269,0.3300,1647187199999,1647417599999,stop_loss,-1.36846,0.1000,-1.38846,-0.4582,14.073269,11.369461,1647791999999,0.961920,C4-LINK
LTCUSDT,-1,104.390000,111.609415,1.0000,1647043199999,1647417599999,stop_loss,-1.38316,0.1000,-1.40316,-1.40316,111.609415,89.951170,1647647999999,0.977696,C5-LTC
ETHUSDT,-1,2644.960000,2803.532082,1.0000,1647417599999,1647532799999,stop_loss,-1.19906,0.1000,-1.21906,-1.21906,2803.532082,2327.815836,1648022399999,0.838995,C2-ETH
BTCUSDT,-1,39407.200000,40898.000000,0.3300,1646956799999,1647561600000,timeout,-0.75662,0.1000,-0.77662,-0.25628,42090.408434,34040.783132,1647561599999,0.756531,C1-BTC
LINKUSDT,-1,14.351000,15.374597,0.3300,1647503999999,1647734399999,stop_loss,-1.42652,0.1000,-1.44652,-0.47736,15.374597,12.303806,1648108799999,0.830130,C4-LINK
LTCUSDT,-1,109.160000,115.839831,0.3300,1647503999999,1647734399999,stop_loss,-1.22386,0.1000,-1.24386,-0.41048,115.839831,95.800337,1648108799999,0.985936,C5-LTC
LINKUSDT,-1,14.546000,15.397620,0.3300,1647820799999,1647935999999,stop_loss,-1.17094,0.1000,-1.19094,-0.393,15.397620,12.842760,1648425599999,0.977552,C4-LINK
LTCUSDT,-1,114.780000,120.783922,0.3300,1647820799999,1647935999999,stop_loss,-1.04616,0.1000,-1.06616,-0.35184,120.783922,102.772157,1648425599999,0.982958,C5-LTC
BTCUSDT,-1,41909.000000,43876.971479,0.3300,1647705599999,1648137599999,stop_loss,-0.93916,0.1000,-0.95916,-0.31652,43876.971479,37973.057042,1648310399999,0.739894,C1-BTC
BTCUSDT,-1,44320.200000,46103.979865,0.3300,1648223999999,1648425599999,stop_loss,-0.80496,0.1000,-0.82496,-0.27224,46103.979865,40752.640270,1648828799999,0.876549,C1-BTC
LINKUSDT,-1,17.173000,18.263421,0.3300,1648742399999,1649030399999,stop_loss,-1.26992,0.1000,-1.28992,-0.42568,18.263421,14.992158,1649347199999,0.979814,C4-LINK
BTCUSDT,-1,47330.100000,46705.400000,0.3300,1648540799999,1649145600000,timeout,0.26398,0.1000,0.24398,0.08052,49052.886041,43884.527918,1649145599999,0.827494,C1-BTC
LINKUSDT,1,17.506000,16.388171,0.3300,1649116799999,1649231999999,stop_loss,-1.27708,0.1000,-1.29708,-0.42804,16.388171,19.741658,1649721599999,0.729034,C4-LINK
LTCUSDT,-1,123.870000,113.990000,0.3300,1648771199999,1649376000000,timeout,1.59522,0.1000,1.57522,0.51982,131.569284,108.471432,1649375999999,0.934799,C5-LTC
BTCUSDT,1,44159.400000,42200.832941,0.3300,1649260799999,1649462399999,stop_loss,-0.88704,0.1000,-0.90704,-0.29932,42200.832941,48076.534119,1649865599999,0.777462,C1-BTC
LINKUSDT,1,15.606000,14.469740,0.3300,1649318399999,1649692799999,stop_loss,-1.45618,0.1000,-1.47618,-0.48714,14.469740,17.878521,1649923199999,0.760141,C4-LINK
LTCUSDT,1,110.230000,104.523612,0.3300,1649635199999,1649692799999,stop_loss,-1.03536,0.1000,-1.05536,-0.34826,104.523612,121.642775,1650239999999,0.797199,C5-LTC
BTCUSDT,-1,40271.900000,41656.304648,0.3300,1650182399999,1650383999999,stop_loss,-0.68752,0.1000,-0.70752,-0.23348,41656.304648,37503.090705,1650787199999,0.750155,C1-BTC
LTCUSDT,1,104.780000,113.770000,0.3300,1649807999999,1650412800000,timeout,1.71598,0.1000,1.69598,0.55968,98.929713,116.480575,1650412799999,0.959599,C5-LTC
LTCUSDT,1,111.810000,106.609628,0.3300,1650499199999,1650585599999,stop_loss,-0.93022,0.1000,-0.95022,-0.31358,106.609628,122.210744,1651103999999,0.992348,C5-LTC
LINKUSDT,1,14.021000,13.151905,0.3300,1650499199999,1650873599999,stop_loss,-1.2397,0.1000,-1.2597,-0.4157,13.151905,15.759190,1651103999999,0.919621,C4-LINK
LTCUSDT,1,105.300000,99.580716,0.3300,1650671999999,1650873599999,stop_loss,-1.08628,0.1000,-1.10628,-0.36508,99.580716,116.738568,1651276799999,0.996909,C5-LTC
LINKUSDT,1,13.351000,12.564711,0.3300,1650959999999,1651017599999,stop_loss,-1.17788,0.1000,-1.19788,-0.3953,12.564711,14.923577,1651564799999,0.990030,C4-LINK
LTCUSDT,1,104.010000,98.805562,0.3300,1650959999999,1651017599999,stop_loss,-1.00076,0.1000,-1.02076,-0.33684,98.805562,114.418876,1651564799999,0.997014,C5-LTC
LINKUSDT,1,12.731000,11.911083,0.5554,1651103999999,1651276799999,stop_loss,-1.28806,0.1000,-1.30806,-0.72646,11.911083,14.370834,1651708799999,0.991038,C4-LINK
ETHUSDT,-1,2828.120000,2957.140946,1.0000,1651651199999,1651708799999,stop_loss,-0.91242,0.1000,-0.93242,-0.93242,2957.140946,2570.078109,1652255999999,0.781172,C2-ETH
BTCUSDT,-1,38692.100000,35471.898839,0.3300,1651507199999,1651795199999,take_profit,1.66452,0.1000,1.64452,0.5427,40302.200580,35471.898839,1652111999999,0.847849,C1-BTC
BTCUSDT,1,30172.300000,30251.600000,1.0000,1652428799999,1653033600000,timeout,0.05256,0.1000,0.03256,0.03256,26650.532953,37215.834094,1653033599999,0.779874,C1-BTC
ETHUSDT,1,2061.540000,2003.450000,1.0000,1652630399999,1653235200000,timeout,-0.56356,0.1000,-0.58356,-0.58356,1821.584771,2541.450458,1653235199999,0.754962,C2-ETH
LINKUSDT,1,7.290000,7.515000,0.6460,1652687999999,1653292800000,timeout,0.61728,0.1000,0.59728,0.38586,6.044226,9.781548,1653292799999,0.609685,C4-LINK
LTCUSDT,1,71.320000,69.560000,0.3300,1652860799999,1653465600000,timeout,-0.49356,0.1000,-0.51356,-0.16948,62.995376,87.969247,1653465599999,0.708457,C5-LTC
BTCUSDT,1,29411.100000,28871.000000,1.0000,1653119999999,1653724800000,timeout,-0.36728,0.1000,-0.38728,-0.38728,27441.557196,33350.185608,1653724799999,0.862478,C1-BTC
BTCUSDT,1,29000.400000,31421.814342,1.0000,1653811199999,1653955199999,take_profit,1.66992,0.1000,1.64992,1.64992,27789.692829,31421.814342,1654415999999,0.738455,C1-BTC
ETHUSDT,1,1791.740000,1803.700000,1.0000,1653782399999,1654387200000,timeout,0.1335,0.1000,0.1135,0.1135,1659.802436,2055.615127,1654387199999,0.787521,C2-ETH
BTCUSDT,-1,29848.400000,31110.089841,1.0000,1654387199999,1654502399999,stop_loss,-0.8454,0.1000,-0.8654,-0.8654,31110.089841,27325.020318,1654991999999,0.704748,C1-BTC
LINKUSDT,-1,7.467000,8.071606,1.0000,1654070399999,1654502399999,stop_loss,-1.6194,0.1000,-1.6394,-1.6394,8.071606,6.257788,1654675199999,0.738500,C4-LINK
LTCUSDT,-1,67.730000,62.630000,0.3300,1654070399999,1654675200000,timeout,1.50598,0.1000,1.48598,0.49038,72.057385,59.075229,1654675199999,0.801840,C5-LTC
LINKUSDT,-1,8.560000,9.388940,0.3300,1654703999999,1654790399999,stop_loss,-1.93678,0.1000,-1.95678,-0.64574,9.388940,6.902120,1655308799999,0.894383,C4-LINK
ETHUSDT,-1,1791.020000,1558.175667,1.0000,1654732799999,1654963199999,take_profit,2.60014,0.1000,2.58014,2.58014,1907.442166,1558.175667,1655337599999,0.812341,C2-ETH
LTCUSDT,-1,61.840000,54.302827,1.0000,1654761599999,1654963199999,take_profit,2.43764,0.1000,2.41764,2.41764,65.608587,54.302827,1655366399999,0.866945,C5-LTC
LINKUSDT,-1,8.248000,6.393006,1.0000,1654934399999,1655078399999,take_profit,4.49804,0.1000,4.47804,4.47804,9.175497,6.393006,1655539199999,0.926757,C4-LINK
LINKUSDT,1,6.355000,6.986000,1.0000,1655423999999,1656028800000,timeout,1.98584,0.1000,1.96584,1.96584,5.106695,8.851610,1656028799999,0.786277,C4-LINK
LTCUSDT,1,44.760000,55.700000,1.0000,1655423999999,1656028800000,timeout,4.8883,0.1000,4.8683,4.8683,38.229242,57.821516,1656028799999,0.942316,C5-LTC
BTCUSDT,1,20075.400000,20076.300000,1.0000,1655913599999,1656518400000,timeout,0.0009,0.1000,-0.0191,-0.0191,18039.014237,24148.171526,1656518399999,0.693582,C1-BTC
LTCUSDT,1,55.800000,50.568080,1.0000,1656115199999,1656604799999,stop_loss,-1.87524,0.1000,-1.89524,-1.89524,50.568080,66.263840,1656719999999,0.769482,C5-LTC
LINKUSDT,-1,7.259000,6.076000,1.0000,1656115199999,1656720000000,timeout,3.2594,0.1000,3.2394,3.2394,8.079899,5.617201,1656719999999,0.938192,C4-LINK
BTCUSDT,-1,19127.800000,20304.818402,0.3300,1656835199999,1656979199999,stop_loss,-1.23068,0.1000,-1.25068,-0.41272,20304.818402,16773.763196,1657439999999,0.792278,C1-BTC
ETHUSDT,-1,1143.500000,1131.810000,1.0000,1656460799999,1657065600000,timeout,0.20446,0.1000,0.18446,0.18446,1248.675128,933.149743,1657065599999,0.812613,C2-ETH
BTCUSDT,-1,20170.000000,21393.150998,0.3300,1657065599999,1657238399999,stop_loss,-1.21284,0.1000,-1.23284,-0.40684,21393.150998,17723.698004,1657670399999,0.930406,C1-BTC
ETHUSDT,-1,1176.180000,1266.701833,1.0000,1657180799999,1657267199999,stop_loss,-1.53926,0.1000,-1.55926,-1.55926,1266.701833,995.136334,1657785599999,0.788699,C2-ETH
LINKUSDT,1,6.220000,6.482000,0.3300,1656806399999,1657411200000,timeout,0.84244,0.1000,0.82244,0.2714,5.649782,7.360436,1657411199999,0.872663,C4-LINK
ETHUSDT,-1,1215.000000,1055.782190,1.0000,1657382399999,1657641599999,take_profit,2.62086,0.1000,2.60086,2.60086,1294.608905,1055.782190,1657987199999,0.734550,C2-ETH
BTCUSDT,-1,21644.700000,19292.502476,0.3300,1657353599999,1657670399999,take_profit,2.17346,0.1000,2.15346,0.71064,22820.798762,19292.502476,1657958399999,0.778422,C1-BTC
LINKUSDT,1,6.190000,5.804276,0.3300,1657497599999,1657727999999,stop_loss,-1.24628,0.1000,-1.26628,-0.41788,5.804276,6.961447,1658102399999,0.868257,C4-LINK
ETHUSDT,-1,1114.190000,1200.866813,0.3300,1657756799999,1657843199999,stop_loss,-1.55588,0.1000,-1.57588,-0.52004,1200.866813,940.836375,1658361599999,0.775097,C2-ETH
BTCUSDT,-1,20220.100000,21471.787783,0.3300,1657756799999,1658015999999,stop_loss,-1.23806,0.1000,-1.25806,-0.41516,21471.787783,17716.724435,1658361599999,0.759665,C1-BTC
LINKUSDT,1,6.216000,7.122309,0.3300,1657814399999,1658159999999,take_profit,2.91606,0.1000,2.89606,0.9557,5.762846,7.122309,1658419199999,0.758188,C4-LINK
BTCUSDT,-1,22674.200000,23937.035587,0.3300,1658159999999,1658332799999,stop_loss,-1.1139,0.1000,-1.1339,-0.37418,23937.035587,20148.528826,1658764799999,0.779847,C1-BTC
LINKUSDT,1,7.149000,6.592524,0.3300,1658246399999,1658793599999,stop_loss,-1.5568,0.1000,-1.5768,-0.52034,6.592524,8.261953,1658851199999,0.674092,C4-LINK
BTCUSDT,1,22675.100000,21207.727065,0.3300,1658534399999,1658822399999,stop_loss,-1.29426,0.1000,-1.31426,-0.4337,21207.727065,25609.845870,1659139199999,0.741731,C1-BTC
BTCUSDT,-1,21335.000000,22494.768892,0.3300,1658908799999,1658966399999,stop_loss,-1.0872,0.1000,-1.1072,-0.36538,22494.768892,19015.462216,1659513599999,0.922653,C1-BTC
ETHUSDT,-1,1548.010000,1688.247107,0.3300,1658620799999,1659023999999,stop_loss,-1.81184,0.1000,-1.83184,-0.6045,1688.247107,1267.535786,1659225599999,0.739475,C2-ETH
LINKUSDT,1,6.337000,7.369102,0.3300,1658879999999,1659081599999,take_profit,3.25738,0.1000,3.23738,1.06834,5.820949,7.369102,1659484799999,0.872444,C4-LINK
LINKUSDT,1,7.819000,7.113689,0.3300,1659225599999,1659427199999,stop_loss,-1.8041,0.1000,-1.8241,-0.60196,7.113689,9.229623,1659830399999,0.669386,C4-LINK
BTCUSDT,-1,24522.800000,23191.200000,0.3300,1659196799999,1659801600000,timeout,1.086,0.1000,1.066,0.35178,25823.094302,21922.211397,1659801599999,0.819438,C1-BTC
LTCUSDT,1,59.980000,62.010000,1.0000,1659340799999,1659945600000,timeout,0.6769,0.1000,0.6569,0.6569,55.687092,68.565816,1659945599999,0.678355,C5-LTC
DOTUSDT,-1,8.456000,9.233451,1.0000,1659369599999,1659974399999,stop_loss,-1.83882,0.1000,-1.85882,-1.85882,9.233451,6.901098,1659974399999,0.877459,C3-DOT
LINKUSDT,1,7.421000,8.763720,0.3300,1659513599999,1660003199999,take_profit,3.6187,0.1000,3.5987,1.18758,6.749640,8.763720,1660118399999,0.846658,C4-LINK
ETHUSDT,1,1774.610000,1675.888492,0.3300,1659974399999,1660060799999,stop_loss,-1.1126,0.1000,-1.1326,-0.37376,1675.888492,1972.053016,1660579199999,0.746367,C2-ETH
LTCUSDT,1,62.500000,59.498042,1.0000,1660031999999,1660060799999,stop_loss,-0.96062,0.1000,-0.98062,-0.98062,59.498042,68.503917,1660636799999,0.726604,C5-LTC
LINKUSDT,-1,8.386000,9.008739,0.3300,1660118399999,1660147199999,stop_loss,-1.48518,0.1000,-1.50518,-0.49672,9.008739,7.140521,1660723199999,0.754339,C4-LINK
BTCUSDT,1,22951.200000,24717.147006,0.3300,1660118399999,1660204799999,take_profit,1.53888,0.1000,1.51888,0.50122,22068.226497,24717.147006,1660723199999,0.762233,C1-BTC
ETHUSDT,-1,1896.600000,2009.100938,0.3300,1660319999999,1660377599999,stop_loss,-1.18634,0.1000,-1.20634,-0.3981,2009.100938,1671.598125,1660924799999,0.755005,C2-ETH
DOTUSDT,1,8.690000,8.790000,0.8079,1660060799999,1660665600000,timeout,0.23014,0.1000,0.21014,0.16978,8.036274,9.997452,1660665599999,0.943167,C3-DOT
LTCUSDT,1,61.790000,60.240000,1.0000,1660147199999,1660752000000,timeout,-0.5017,0.1000,-0.5217,-0.5217,58.178653,69.012693,1660751999999,0.715105,C5-LTC
LINKUSDT,-1,8.861000,8.126000,0.3300,1660233599999,1660838400000,timeout,1.65896,0.1000,1.63896,0.54086,9.554542,7.473916,1660838399999,0.786068,C4-LINK
BTCUSDT,-1,24867.100000,22925.284729,0.3300,1660463999999,1660895999999,take_profit,1.56176,0.1000,1.54176,0.50878,25838.007636,22925.284729,1661068799999,0.827416,C1-BTC
DOTUSDT,1,8.485000,7.909082,0.8790,1660838399999,1660895999999,stop_loss,-1.3575,0.1000,-1.3775,-1.21076,7.909082,9.636835,1661443199999,0.774411,C3-DOT
LTCUSDT,1,59.980000,56.414168,1.0000,1660867199999,1660895999999,stop_loss,-1.189,0.1000,-1.209,-1.209,56.414168,67.111664,1661471999999,0.755223,C5-LTC
ETHUSDT,-1,1833.550000,1608.652260,0.3300,1660780799999,1660953599999,take_profit,2.45314,0.1000,2.43314,0.80294,1945.998870,1608.652260,1661385599999,0.721721,C2-ETH
BTCUSDT,1,21388.000000,20424.655539,0.3300,1661183999999,1661558399999,stop_loss,-0.90082,0.1000,-0.92082,-0.30388,20424.655539,23314.688923,1661788799999,0.888923,C1-BTC
LINKUSDT,1,7.037000,6.439572,0.3300,1661068799999,1661558399999,stop_loss,-1.69796,0.1000,-1.71796,-0.56692,6.439572,8.231855,1661673599999,0.948604,C4-LINK
DOTUSDT,1,7.393000,6.811304,0.3720,1661097599999,1661587199999,stop_loss,-1.57364,0.1000,-1.59364,-0.59276,6.811304,8.556393,1661702399999,0.672350,C3-DOT
LTCUSDT,1,55.040000,52.770000,1.0000,1660982399999,1661587200000,timeout,-0.82486,0.1000,-0.84486,-0.84486,51.035328,63.049344,1661587199999,0.690392,C5-LTC
ETHUSDT,-1,1664.190000,1425.209713,0.3300,1661299199999,1661731199999,take_profit,2.87204,0.1000,2.85204,0.94118,1783.680144,1425.209713,1661903999999,0.797255,C2-ETH
LTCUSDT,1,53.130000,59.634105,0.3300,1661673599999,1662134399999,take_profit,2.44838,0.1000,2.42838,0.80136,49.877948,59.634105,1662278399999,0.678749,C5-LTC
LINKUSDT,1,6.526000,6.853000,0.3300,1661644799999,1662249600000,timeout,1.00214,0.1000,0.98214,0.3241,6.047333,7.483334,1662249599999,0.852216,C4-LINK
DOTUSDT,1,7.081000,7.199000,0.3300,1661673599999,1662278400000,timeout,0.33328,0.1000,0.31328,0.10338,6.616286,8.010428,1662278399999,0.875595,C3-DOT
BTCUSDT,1,19885.300000,19739.900000,0.3300,1661759999999,1662364800000,timeout,-0.14624,0.1000,-0.16624,-0.05486,19047.178829,21561.542342,1662364799999,0.897209,C1-BTC
ETHUSDT,-1,1578.140000,1672.477565,0.3300,1662335999999,1662451199999,stop_loss,-1.19556,0.1000,-1.21556,-0.40114,1672.477565,1389.464871,1662940799999,0.771733,C2-ETH
BTCUSDT,1,19900.700000,19204.858696,0.3300,1662451199999,1662508799999,stop_loss,-0.69932,0.1000,-0.71932,-0.23738,19204.858696,21292.382609,1663055999999,0.751507,C1-BTC
BTCUSDT,-1,19287.000000,20096.161860,0.3300,1662595199999,1662710399999,stop_loss,-0.83908,0.1000,-0.85908,-0.2835,20096.161860,17668.676279,1663199999999,0.925467,C1-BTC
LINKUSDT,-1,7.149000,7.611989,0.3300,1662335999999,1662710399999,stop_loss,-1.29526,0.1000,-1.31526,-0.43404,7.611989,6.223023,1662940799999,0.873600,C4-LINK
ETHUSDT,-1,1629.350000,1745.443869,0.3300,1662595199999,1662739199999,stop_loss,-1.42504,0.1000,-1.44504,-0.47686,1745.443869,1397.162261,1663199999999,0.870428,C2-ETH
DOTUSDT,-1,7.365000,7.759273,0.1089,1662422399999,1662739199999,stop_loss,-1.07066,0.1000,-1.09066,-0.11878,7.759273,6.576454,1663027199999,0.885905,C3-DOT
LINKUSDT,-1,7.642000,8.144797,0.3300,1662796799999,1662911999999,stop_loss,-1.31588,0.1000,-1.33588,-0.44084,8.144797,6.636405,1663401599999,0.783819,C4-LINK
BTCUSDT,-1,22106.000000,20266.726384,0.3300,1662998399999,1663113599999,take_profit,1.66404,0.1000,1.64404,0.54254,23025.636808,20266.726384,1663603199999,0.734828,C1-BTC
ETHUSDT,-1,1714.500000,1511.868379,0.3300,1662825599999,1663257599999,take_profit,2.36374,0.1000,2.34374,0.77344,1815.815810,1511.868379,1663430399999,0.802701,C2-ETH
DOTUSDT,-1,7.652000,6.722878,0.1089,1662825599999,1663372799999,take_profit,2.42844,0.1000,2.40844,0.26228,8.116561,6.722878,1663430399999,0.679717,C3-DOT
LINKUSDT,-1,7.719000,7.267000,0.3300,1662998399999,1663603200000,timeout,1.17114,0.1000,1.15114,0.37988,8.271878,6.613243,1663603199999,0.706688,C4-LINK
BTCUSDT,-1,19653.300000,18704.400000,0.3300,1663343999999,1663948800000,timeout,0.96564,0.1000,0.94564,0.31206,20686.966662,17585.966675,1663948799999,0.746222,C1-BTC
LINKUSDT,-1,6.882000,7.469164,0.3300,1663718399999,1663977599999,stop_loss,-1.70638,0.1000,-1.72638,-0.5697,7.469164,5.707671,1664323199999,0.647365,C4-LINK
ETHUSDT,-1,1433.580000,1326.620000,0.3300,1663372799999,1663977600000,timeout,1.4922,0.1000,1.4722,0.48582,1558.988757,1182.762487,1663977599999,0.777687,C2-ETH
DOTUSDT,-1,6.381000,6.552000,0.1089,1663631999999,1664236800000,timeout,-0.53596,0.1000,-0.55596,-0.06054,6.846796,5.449407,1664236799999,0.657367,C3-DOT
BTCUSDT,-1,19115.200000,20213.455487,0.3300,1664035199999,1664265599999,stop_loss,-1.1491,0.1000,-1.1691,-0.3858,20213.455487,16918.689025,1664639999999,0.592095,C1-BTC
LINKUSDT,-1,7.625000,8.200401,0.3300,1664063999999,1664265599999,stop_loss,-1.50924,0.1000,-1.52924,-0.50466,8.200401,6.474197,1664668799999,0.710921,C4-LINK
ETHUSDT,-1,1324.280000,1318.180000,0.3300,1664207999999,1664812800000,timeout,0.09212,0.1000,0.07212,0.0238,1417.083300,1138.673401,1664812799999,0.784164,C2-ETH
BTCUSDT,1,18770.600000,20218.800000,0.3300,1664351999999,1664956800000,timeout,1.54306,0.1000,1.52306,0.5026,17674.891039,20962.017923,1664956799999,0.817710,C1-BTC
LINKUSDT,-1,7.969000,7.734000,0.3300,1664351999999,1664956800000,timeout,0.58978,0.1000,0.56978,0.18802,8.653270,6.600461,1664956799999,0.653313,C4-LINK
