horizon_cand,horizon_days,mode,mean_SHARPE,spread,min_SHARPE,max_SHARPE,mean_dir_acc,frac_pos
21,7.0,triple_barrier_2.9/1.45,-0.20019658758645867,0.4343281954223961,-0.3770803798993368,0.05724781552305929,0.48507734967892596,0.16666666666666666
21,7.0,fixed_horizon,1.0199781766482772,0.5429351224334412,0.7823495211658805,1.3252846435993217,0.49205477445811363,1.0
42,14.0,triple_barrier_2.9/1.45,0.5421955978342365,0.9989390415309092,-0.011931315441197283,0.9870077260897119,0.5087565674255692,0.8333333333333334
42,14.0,fixed_horizon,-0.2974816952346124,0.9527904100626444,-0.8390228006415038,0.11376760942114057,0.47585978835978837,0.16666666666666666
63,21.0,triple_barrier_2.9/1.45,0.5074416863559388,0.6305261299912293,0.18840779531501647,0.8189339253062458,0.5,1.0
63,21.0,fixed_horizon,0.6316670301571143,0.5335243875313,0.39844666800870987,0.9319710555400099,0.48745202243873625,1.0
