family,feature,present,adf_p,nan%,ic_h3,ic_h6,ic_h9,ic_h21,abs_ic_mean,abs_ic_max,peak_h,abs_ic_slope_per_h
LONG,vol_mfi_14,True,1.182444487724405e-18,0.24445608521040685,0.005081529548458063,0.03559428646204198,0.032648303030757574,0.013926099762001596,0.021812554700814803,0.03559428646204198,6,-0.00019061046123319768
LONG,vol_range_spike_24,True,1.4926990780600994e-29,0.4016064257028112,0.018187649287417743,0.011080444148023146,0.018034328453322236,0.03397236274206746,0.020318696157707646,0.03397236274206746,21,0.001094217061649856
LONG,vol_range_spike_72,True,1.2255831109775645e-23,1.2397415749956346,0.030811656001667947,0.02577686999218553,0.03658094982787732,0.05203149968075088,0.03630024387562042,0.05203149968075088,21,0.0013562341020379371
LONG,vol_volume_rel_20,True,2.382444408933461e-30,0.3317618299284093,0.010403662177967963,0.005500670221994877,0.00890137797776257,0.0250874802317421,0.012473297652366877,0.0250874802317421,21,0.0009890542762517383
LONG,regime_momentum_signed_5d,True,2.0252931866427512e-15,1.7286537454164486,-0.010270032938246309,0.013599343642769521,0.013453857670700193,-0.010083254376259674,0.011851622156993924,0.013599343642769521,6,-9.089179391513849e-05
LONG,funding_rate_zscore_30,True,0.0,1.6064257028112447,-0.07010688326759859,-0.05040505518480097,-0.05198340151651405,-0.05312346105778848,0.05640470025667552,0.07010688326759859,3,-0.000554693618401925
LONG,funding_rate_zscore_90,True,8.044273833704367e-20,1.5715034049240442,-0.043084543233954976,-0.018396738823819526,-0.014022813499583566,0.005222385574693838,0.02018162028301298,0.043084543233954976,3,-0.0016684000526259782
LONG,oi_delta_30_z90,True,1.1651738444122742e-20,20.30731622140737,-0.005205592079342501,-0.011146314176629002,-0.005451585415123525,0.01486176754637494,0.009166314804367491,0.01486176754637494,21,0.00046141778386856635
LONG,long_short_zscore_30,True,7.417120378679268e-18,26.750480181595947,-0.0034581372588157995,0.013538427126109571,0.019000691520707602,0.009395396595455834,0.011348163125272204,0.019000691520707602,9,9.283086928208741e-05
LONG,btc_funding_spread_30_90,True,3.8433050099987264e-22,2.6540946394272744,-0.0409626619990891,-0.05434852852345961,-0.06989414685718652,-0.10529662214178363,0.06762548988037972,0.10529662214178363,21,0.0034905565649014764
