family,feature,present,adf_p,nan%,ic_h3,ic_h6,ic_h9,ic_h21,abs_ic_mean,abs_ic_max,peak_h,abs_ic_slope_per_h
SHORT,mom_rsi_5,True,0.0,0.01746114894360049,-0.014526161689127908,0.024306913534103355,0.022821566576038572,0.001690095935944719,0.01583618443380364,0.024306913534103355,6,-0.0010029724916045617
SHORT,mom_rsi_7,True,6.22573040524849e-30,0.01746114894360049,-0.009643425425904434,0.025977455238008266,0.023096433563860947,0.004788857407442499,0.015876542908804036,0.025977455238008266,6,-0.0006744645681743168
SHORT,mom_rsi_9,True,1.8380153774161263e-28,0.01746114894360049,-0.006320559388739693,0.028004361161979904,0.025139916985046373,0.011460520946761473,0.01773133962063186,0.028004361161979904,6,-0.00020136121723767481
SHORT,mom_roc_3,True,1.8998338498141034e-22,0.05238344683080147,-0.048019689592441565,-0.007396472964853266,-0.0037493072451763457,-0.002519958192300499,0.015421356998692919,0.048019689592441565,3,-0.0017474277329996362
SHORT,mom_roc_5,True,5.682556438718767e-23,0.08730574471800244,-0.018570102850305418,0.012588689395714598,0.01162428540800811,-0.00042777748431064314,0.010802713784584693,0.018570102850305418,3,-0.0009449076135528929
SHORT,mom_mom_5,True,7.089440294925702e-23,0.08730574471800244,-0.015968982261257595,0.01261200123309619,0.01206974815295518,-0.007232932908322946,0.011970916138907977,0.015968982261257595,3,-0.00044319920098357594
SHORT,mom_stoch_k_5,True,3.974796279043116e-20,0.10476689366160294,-0.024013279025515363,-0.004035852624940609,-0.010752666293379091,-0.011066407883011373,0.01246705145671161,0.024013279025515363,3,-0.0003255233831427707
SHORT,mom_stoch_d_5,True,1.385352905319729e-18,0.1396891915488039,-0.012598675725751908,-0.0006879114381270695,-0.006153338010698009,-0.013578817284298167,0.008254685614718787,0.013578817284298167,21,0.00032410153627056987
SHORT,mom_macd_hist_5_13_3,True,2.038051062039935e-30,0.24445608521040685,-0.03140066979799288,-0.0035587282700707606,0.004059191539106598,-0.01769203330303251,0.014177655727550687,0.03140066979799288,3,-0.00015694121094742445
SHORT,mom_willr_7,True,0.0,0.10476689366160294,-0.023021217494060504,-0.002530310187441913,-0.007644880420794938,-0.01751885693226788,0.012678816258641309,0.023021217494060504,3,0.00014174885614244613
SHORT,stat_return_1,True,0.0,0.01746114894360049,-0.023712561288958163,0.007619332905924592,0.012603930376489953,0.0060074677226063,0.012485823073494752,0.023712561288958163,3,-0.0006988017295889235
SHORT,stat_return_2,True,1.4672139361237847e-22,0.03492229788720098,-0.04571119366114327,-0.005775327381194828,0.002588985330168369,-0.0024420363647332964,0.01412938568430994,0.04571119366114327,3,-0.0016314691554836648
SHORT,stat_return_3,True,1.8998338498142936e-22,0.05238344683080147,-0.048019689592441565,-0.007396472964853266,-0.0037493072451763457,-0.002519958192300499,0.015421356998692919,0.048019689592441565,3,-0.0017474277329996362
SHORT,stat_log_return_1,True,0.0,0.01746114894360049,-0.023712561288958163,0.007619332905924592,0.012603930376489953,0.0060074677226063,0.012485823073494752,0.023712561288958163,3,-0.0006988017295889235
SHORT,stat_autocorr_lag1,True,9.040633706739943e-19,0.8730574471800244,0.012622190950730238,0.02871224121792736,0.026673787687936115,0.02376302154391257,0.022942810350126575,0.02871224121792736,6,0.000291608878813427
SHORT,mr_zscore_10,True,3.98195382766569e-30,0.1571503404924044,-0.015253082118371626,0.01312509926370419,0.012526823938895251,-0.011602887241898903,0.013126973140717493,0.015253082118371626,3,-0.00016621185017782084
SHORT,mr_bb_pctb_10,True,3.981953827665347e-30,0.1571503404924044,-0.015253082118371626,0.01312509926370419,0.012526823938895251,-0.011602887241898903,0.013126973140717493,0.015253082118371626,3,-0.00016621185017782084
SHORT,mr_rsi_extreme_7,True,0.0,0.0,0.004287628010561935,-0.03667549246795489,-0.037553658965606286,-0.023576529831329,0.025523327318863028,0.037553658965606286,9,0.000378024795459826
SHORT,mr_pct_from_high_5,True,2.491562449010449e-21,0.06984459577440195,-0.028475345532590124,-0.01400230115788481,-0.023386371659433133,-0.03700558804223518,0.025717401598035813,0.03700558804223518,21,0.0008249310577966232
SHORT,mr_pct_from_low_5,True,2.539733006424556e-15,0.06984459577440195,-0.01403476592309401,0.013921019407013178,0.020624630689713496,0.020776704079567714,0.017339280024847102,0.020776704079567714,21,0.00038195959903971943
SHORT,mr_dist_sma_10,True,5.00604260177338e-28,0.1571503404924044,-0.017948659950698918,0.012963966646839584,0.012310862052102934,-0.01064879895788091,0.013468071901880586,0.017948659950698918,3,-0.0003170146605396689
SHORT,vol_atr_5,True,0.001089571418852962,0.06984459577440195,-0.0122420194497621,-0.02748871573189087,-0.030392599241641113,-0.06341632223442419,0.03338491416442957,0.06341632223442419,21,0.0027037368697486277
SHORT,vol_natr_7,True,8.914719382013749e-13,0.10476689366160294,0.028148893098968557,0.03225799067780146,0.04692811788437932,0.05071557461177678,0.03951264406823153,0.05071557461177678,21,0.0012015080723395497
SHORT,vol_range_spike_12,True,2.8872167380359816e-30,0.19207263837960536,0.01745631782778377,0.009033237568656143,0.007059644746709481,0.020162080575520363,0.01342782017966744,0.020162080575520363,21,0.0003738896208544628
SHORT,vol_garman_klass_10,True,1.5972233545187097e-16,0.1571503404924044,0.03189684922808797,0.03698480234005148,0.0534611046015277,0.05152401855168242,0.04346669368033739,0.0534611046015277,9,0.0009935884294002373
SHORT,vol_parkinson_10,True,3.05396817336597e-10,0.1571503404924044,0.029912417874401395,0.03391118629891176,0.048695504844379754,0.04756351918740757,0.04002065705127512,0.048695504844379754,9,0.0009075887172793659
SHORT,vol_hist_5,True,4.655713870671405e-13,0.08730574471800244,0.006488342065293547,0.009867833015372867,0.01727305600821273,0.02518677251383082,0.014704000900677493,0.02518677251383082,21,0.0010152381045572016
SHORT,vol_bb_pctb_10,True,3.981953827665347e-30,0.1571503404924044,-0.015253082118371626,0.01312509926370419,0.012526823938895251,-0.011602887241898903,0.013126973140717493,0.015253082118371626,3,-0.00016621185017782084
SHORT,vol_taker_buy_ratio,True,1.3594196097705123e-13,0.0,0.00883259440419613,0.040231177292798535,0.04977551476796513,0.032693980342086336,0.032883316701761534,0.04977551476796513,9,0.0006425098564721764
SHORT,vol_taker_buy_ratio_sma_5,True,1.7961083879185442e-11,0.06984459577440195,0.02664237885900779,0.05440617679378773,0.0736858396607993,0.04716630564204791,0.05047517523891068,0.0736858396607993,9,0.0004899455874293576
SHORT,vol_volume_pctchg_3,True,2.5526765611030695e-22,0.05238344683080147,0.015010658947702094,0.00816332157175361,0.014530524836092682,0.00831125669707546,0.011503940513155963,0.015010658947702094,3,-0.00026415346493191853
SHORT,vol_volume_rel_5,True,5.471374027647096e-29,0.06984459577440195,0.011156539874610705,0.008745640730029322,0.011618205386931452,0.00833260855854727,0.009963248637529686,0.011618205386931452,9,-0.00012355879329464044
SHORT,vol_cmf_10,True,8.203825383903529e-18,0.1571503404924044,-0.03955848043389866,-0.02450352866933557,-0.025468068132176815,-0.0019954064198965415,0.022881370913826894,0.03955848043389866,3,-0.001903939514399577
SHORT,vol_mfi_7,True,7.495539927255146e-23,0.12222804260520342,0.002864468297918118,0.037559017467940665,0.044837398075882086,0.016046333605592513,0.025326804361833346,0.044837398075882086,9,-7.11554056745416e-05
SHORT,trend_adx_7,True,4.3535180726691635e-28,0.10476689366160294,0.040633130257950234,0.05467017720882132,0.06311633856326256,0.11124394484721609,0.06741589771931256,0.11124394484721609,21,0.003881501107547468
SHORT,cusum_norm_1s,True,1.5657949765957727e-11,0.01746114894360049,-0.020903873386723674,-0.005407483589025697,-0.019271348035995617,-0.017771746473563152,0.015838612871327033,0.020903873386723674,3,0.00012904646844100407
SHORT,ent_shannon_10,True,2.0225365680543804e-30,0.17461148943600488,0.014602976078949798,0.004054143430763924,0.009681492567217018,0.029633222920250543,0.01449295874929532,0.029633222920250543,21,0.0011370254994866392
LONG,mom_rsi_14,True,4.504644455579141e-24,0.01746114894360049,0.0012543516819572681,0.03556191299000479,0.034377222952724315,0.03061867224755695,0.02545303996806083,0.03556191299000479,6,0.0009470045408553833
LONG,mom_roc_10,True,1.0923682027355683e-18,0.17461148943600488,-0.014020678848504508,0.01880522560645442,0.012303137703463675,-0.015940019922959438,0.01526726552034551,0.01880522560645442,6,2.6445475791627022e-05
LONG,mom_macd_hist_12_26_9,True,2.8523332852254563e-30,0.5762179151388162,-0.001850946211154247,0.011637357270697037,-0.0006703309539021776,-0.04908935584275062,0.01581199756962602,0.04908935584275062,21,0.0026539144756364806
LONG,mom_macd_line_12_26_9,True,1.6924464331096535e-17,0.4365287235900122,-0.0006467193704105074,0.02033882895726031,0.012207286878889077,0.004663777802305955,0.009464153252216462,0.02033882895726031,6,-0.00019986039744697157
LONG,mom_stoch_k_14,True,1.3464743839930883e-17,0.26191723415400736,-0.022075514912516414,-0.005412285857968811,-0.012853076793832711,-0.02898746085355296,0.017332084604467723,0.02898746085355296,21,0.0007880231827589149
LONG,mom_stoch_d_14,True,1.877773129479194e-17,0.29683953204120833,-0.017637531379884733,-0.005968141569830066,-0.011393925969906838,-0.030239191971744964,0.01630969772284165,0.030239191971744964,21,0.001018535997341986
LONG,mom_willr_14,True,6.39933174101408e-29,0.22699493626680634,-0.024205320591407856,-0.0024349497305428953,-0.009529244464746879,-0.02799869904014904,0.01604205345671167,0.02799869904014904,21,0.00072461288016909
LONG,mr_pct_from_high_20,True,3.8667119472348956e-20,0.3317618299284093,-0.03313462170897037,-0.013901893868345776,-0.027165200566862446,-0.03920685445346164,0.028352142649410057,0.03920685445346164,21,0.0007759700863959828
LONG,mr_pct_from_low_20,True,3.0426807931523038e-15,0.3317618299284093,-0.001964248038396379,0.02036425761654748,0.02768179064396465,0.012403851823008752,0.015603537030479314,0.02768179064396465,9,0.00015613038663799908
LONG,mr_rsi_extreme_14,True,3.3365044236503723e-29,0.0,-0.02868901364245119,-0.06071648790083232,-0.06522424633919188,-0.06216759940243633,0.05419933682122793,0.06522424633919188,9,0.0012269324594824512
LONG,stat_return_5,True,5.682556438717708e-23,0.08730574471800244,-0.018570102850305418,0.012588689395714598,0.01162428540800811,-0.00042777748431064314,0.010802713784584693,0.018570102850305418,3,-0.0009449076135528929
LONG,stat_autocorr_lag5,True,2.889198667258482e-18,0.8730574471800244,0.006490216350906319,0.00608936579297998,0.01726284953715704,0.07793566814004728,0.026944524955272654,0.07793566814004728,21,0.0042687284997610245
LONG,stat_skew_20,True,1.4011361110806567e-21,0.34922297887200976,0.0075609722295606205,0.015247628041404613,0.01683578687526333,0.00958798333653604,0.012308092620691151,0.01683578687526333,9,-6.948966706944314e-05
LONG,stat_kurtosis_20,True,3.0380398556792663e-22,0.34922297887200976,-0.04646683248340347,-0.04585820493205324,-0.0458297992354437,-0.043465653487807974,0.04540512253467709,0.04646683248340347,3,-0.00016601411216555034
LONG,trend_adx_14,True,6.291689417133207e-22,0.22699493626680634,0.054080684126451936,0.07239520690476961,0.08771551593407442,0.12053798093776248,0.08368234697576461,0.12053798093776248,21,0.0035006104677527987
LONG,trend_aroon_osc_14,True,6.762123722531358e-28,0.24445608521040685,-0.02797476688308458,-0.01887682644184544,-0.014381073364638319,-0.036250854236665894,0.02437088023155856,0.036250854236665894,21,0.0007358421928849859
LONG,trend_aroon_osc_50,True,5.022548948062938e-16,0.8730574471800244,0.015474807129005907,0.035041852747773466,0.03627298666599392,0.020795064017587194,0.026896177640090124,0.03627298666599392,9,-0.00015594198514902252
LONG,trend_minus_di_14,True,1.1850757111046155e-23,0.22699493626680634,-0.010096351721906318,-0.04326893368310691,-0.04669803328766772,-0.04982374584878829,0.03747176613536731,0.04982374584878829,21,0.001580105704945643
LONG,trend_plus_di_14,True,5.314226297086373e-24,0.22699493626680634,-0.008464112447741824,0.02064504583001028,0.022945057239613393,1.5111900165330677e-05,0.013017331854382707,0.022945057239613393,9,-0.0008117293972564717
LONG,trend_supertrend_14_3,True,1.2252289563875933e-20,0.24445608521040685,0.02349134962789055,0.050533103858831425,0.05674574778316891,0.0790452454399988,0.05245386167747242,0.0790452454399988,21,0.0026700613167535774
LONG,vol_atr_14,True,0.011173294100237671,0.22699493626680634,-0.014694258150739138,-0.03018742228560192,-0.03482711656749342,-0.07402588580646906,0.03843367070257588,0.07402588580646906,21,0.0031822318704613673
LONG,vol_natr_14,True,9.542108048432629e-12,0.22699493626680634,0.02832086592110439,0.031568156539902,0.04497615832617333,0.045367318420491846,0.03755812480191789,0.045367318420491846,21,0.0008947993654287342
LONG,vol_bb_bandwidth_20,True,2.0533207288762778e-13,0.3317618299284093,0.021900916104291467,0.027178642654619462,0.03803898504926386,0.03767712194260268,0.031198916437694367,0.03803898504926386,9,0.0007795838790283356
LONG,vol_cmf_14,True,2.8551653803724806e-14,0.22699493626680634,-0.02932475487817775,-0.01407096954330134,-0.019781321124529284,0.009278241039586785,0.01811382164639879,0.02932475487817775,3,-0.0008629933620515423
