date,pnl_pct,trade_count
2025-04-06,-0.6374,1
2025-04-23,-1.5437,1
2025-05-06,3.0934,1
2025-05-09,-1.6730,1
2025-05-19,1.1643,1
2025-05-23,-0.7991,1
2025-05-31,1.4169,1
2025-06-05,-0.5738,1
2025-06-13,-0.6044,1
2025-06-18,-0.5583,1
2025-07-07,-0.0141,1
2025-07-09,-0.4737,1
2025-07-14,-0.7677,1
2025-07-16,-0.7783,1
2025-08-02,1.4310,1
2025-08-09,1.6298,1
2025-08-12,-0.5771,1
2025-08-19,1.2348,1
2025-08-22,-0.6950,1
2025-09-01,0.9721,1
2025-09-09,1.0682,1
2025-09-12,-0.4854,1
2025-09-19,-0.5270,1
2025-10-10,3.6494,1
2025-10-28,0.4320,1
2025-10-30,-2.4478,1
2025-11-03,-2.0133,1
2025-11-07,-2.9522,1
2025-11-21,-0.9545,1
2025-12-01,-0.9051,1
2025-12-09,-0.7238,1
2025-12-26,1.4369,1
2025-12-27,-1.8650,1
2026-01-01,-0.6463,1
2026-01-13,-0.6559,1
2026-02-18,1.6144,1
2026-02-23,-1.8101,1
2026-03-09,0.4915,1
2026-03-26,-1.9095,1
2026-04-09,2.7624,1
2026-04-16,-2.1690,1
2026-04-23,-1.7043,1
2026-04-29,-1.5676,1
