month,pnl_pct,trade_count
2025-04,-2.1812,2
2025-05,3.2024,5
2025-06,-1.7365,3
2025-07,-2.0338,4
2025-08,3.0235,5
2025-09,1.0279,4
2025-10,1.6335,3
2025-11,-5.9199,3
2025-12,-2.0570,4
2026-01,-1.3022,2
2026-02,-0.1956,2
2026-03,-1.4180,2
2026-04,-2.6784,4
