month,is_loss,weighted_pnl,win_rate,n_trades,maha_ood,atr_pct_rank_200,hurst_100,range_realized_vol_50,btc_dd_30d,btc_vol_z_30d
2022-01,True,-1.7088,0.0,1,3.6039843385498687,0.11557788944723618,0.9997274440679997,0.018509919738437755,16.08927501110396,0.5804309573440727
2022-02,True,-5.0781,0.3333333333333333,6,3.6113025277054325,0.21105527638190952,1.0248126060937226,0.029460407767102546,20.983180779111336,0.08190633584118842
2022-03,False,0.5699000000000005,0.4,5,3.3376247659129348,0.8894472361809045,1.047857581026065,0.025068156692251015,9.220264723043995,0.6360511134919902
2022-04,False,10.4034,1.0,3,4.798019666478288,0.9095477386934674,0.998195744372119,0.021130541289518013,2.0538124156545208,-1.3578041022416951
2022-05,False,6.8988,0.5,2,5.618543905470267,0.542713567839196,1.0548840306587342,0.02351364930787652,17.697097123673064,-0.9870464377442865
2022-07,True,-3.5943,0.3333333333333333,3,4.600882682776638,0.04773869346733668,1.0471872944272667,0.04252710338101606,39.82759813572008,1.6092393328727321
2022-08,False,1.3776000000000002,0.75,4,4.5765166972423295,0.5125628140703518,0.9837296294424147,0.024382915259234146,3.093447730275493,0.024402437169015894
2022-09,False,1.0067,0.5,2,3.283363055633628,0.24371859296482412,0.9901634069425362,0.019811404276642037,19.047657346453743,-1.9598724583201714
2022-10,False,2.3308,1.0,1,3.4735528212791698,0.2889447236180904,0.9482504376257768,0.022594145696608257,11.777896899848113,-0.27314598129628465
2022-11,False,19.6483,0.8571428571428571,7,3.4033650793180152,0.3731936518751952,1.0120701794347182,0.01728577522902681,2.499856549930184,-2.415266381388672
2023-01,True,-2.4082,0.2222222222222222,9,11.902628791714838,0.038525963149078725,0.9373969158003188,0.01611748749078119,8.135232735892945,-1.6503301503230958
2023-02,True,-3.3770999999999995,0.3,10,4.244128398792761,0.7336683417085427,1.062211693441873,0.028843860837443957,2.638551324119737,0.014704978019498821
2023-03,False,0.4740000000000002,0.4285714285714285,7,4.934200478692932,0.438860971524288,0.9902728754394478,0.027269394996518426,6.2932937959840896,0.6548724061822669
2023-05,True,-0.9075,0.0,1,5.22571921514427,0.08542713567839195,0.94360273945644,0.01838726526230656,3.564422786020777,-0.4887500577580884
2023-06,False,2.8635,1.0,1,8.299203520338551,0.19765494137353434,0.9759862847889949,0.01622128309893048,8.786938609429841,-1.5995053812837992
2023-07,True,-0.8300000000000001,0.3333333333333333,3,5.631454550961746,0.7772194304857621,1.0187854837110482,0.032591100582750145,3.780948935257377,-0.3695695149715898
2023-08,True,-1.7251,0.0,1,5.957986376719885,0.36683417085427134,0.971134093967482,0.01892471174015471,7.03015422194093,-1.9584749362155582
2023-09,True,-6.5091,0.0,4,5.196219687206605,0.32160804020100503,0.9976995879231229,0.02385147249916696,9.723596764616097,-0.18637296135082645
2023-10,False,0.0839,0.2857142857142857,7,3.6588920085819745,0.5175879396984925,1.0200062719762357,0.015206442193950294,1.5583619689640857,-0.5283798886847433
2023-11,True,-5.304600000000001,0.1666666666666666,6,3.3382634003062175,0.8358458961474037,1.0237679005248996,0.020386768970650355,1.5820259805863264,1.2764002754430748
2023-12,True,-5.3867,0.3333333333333333,9,3.449702680281527,0.4539363484087102,1.0217455529349746,0.021713602776616932,1.5786044540038224,0.9748822367925131
2024-01,False,12.3997,0.6,5,3.1491908391384325,0.7353433835845896,0.9825280029487565,0.02371960566517926,3.9144652039999457,0.6510750084680044
2024-02,True,-5.7504,0.1428571428571428,7,3.732560005085236,0.31490787269681736,0.9659546806077671,0.017896326835335506,7.729809016726725,1.4604115823650816
2024-03,True,-1.9943000000000008,0.1666666666666666,6,4.471239799218186,0.814070351758794,1.041107957086019,0.023096699417016697,0.0,-0.434046545111709
2024-04,False,25.2371,0.7142857142857143,7,3.4452499482287764,0.4807370184254606,1.0012980357051926,0.03220161704885106,3.868003444290243,2.2156120449062655
2024-05,False,1.1051000000000002,0.5,2,3.90210676575831,0.31825795644891125,1.029895024572098,0.02595158681001181,15.387721626329615,0.6340608548378383
2024-06,False,1.7068999999999992,0.4,5,3.2314880426748935,0.25293132328308204,1.011749266992962,0.024646603034342046,5.896189123575386,-0.5482780213572547
2024-07,False,6.974399999999999,0.6666666666666666,6,4.020267682502507,0.2747068676716918,1.0420749155960556,0.02645978834934458,13.825739859350985,-1.9993737109067413
2024-08,False,7.1441,0.6,5,4.6111942153133265,0.592964824120603,1.0464931442365328,0.020878496336103194,4.540458577540699,-0.08550144897000439
2024-09,True,-3.7292,0.0,3,3.1900502467398795,0.3015075376884422,1.0248120577734967,0.022265698785937788,9.712699892390663,1.7836406575744306
2024-10,True,-2.1852,0.3,10,3.475713556458608,0.36348408710217756,0.9848634325308038,0.01714377775651906,3.6960014551186853,-0.6619093763701908
2024-11,False,4.714200000000001,0.2727272727272727,11,4.148736679201723,0.6432160804020101,1.0031658948006303,0.017738323456690554,2.888114435760492,-1.4536267746210803
2024-12,False,5.5852,0.75,4,9.811907921128318,0.8123953098827471,1.0281490110261335,0.035706746671054966,2.564366072022306,0.45813571363216493
2025-01,False,13.2726,0.6666666666666666,3,4.733002438786876,0.3651591289782245,1.0044964234239773,0.03159554452909223,10.670699730296679,0.2045617361796384
2025-02,False,2.2375000000000003,0.75,4,3.9383325147212798,0.42211055276381915,0.9747140323346923,0.033837710601967975,1.6531254315219082,0.6462013301363573
2025-03,False,2.6357,1.0,1,3.668649559824431,0.39363484087102174,1.016510406536396,0.028739324727269273,20.44297067648223,0.9830679529051466
