ood_quartile,n,wpnl_sum,wpnl_mean,win_rate
Q1_low,43,42.6011,0.9907232558139536,0.46511627906976744
Q2,43,-6.2519,-0.14539302325581396,0.3488372093023256
Q3,42,16.1975,0.38565476190476194,0.42857142857142855
Q4_high,43,25.6341,0.5961418604651163,0.4186046511627907
