month,btc_ret_30d,btc_ret_60d,btc_ret_90d,btc_vol_30d,btc_vol_60d,btc_abs_ret_60d,sym_ret_30d,sym_atr_pct,maha_ood_12m,maha_ood_18m,maha_ood_24m,is_loss,weighted_pnl
2022-01,-0.19225426499787013,-0.24173968177081262,-0.029732328208957215,0.021730500300743746,0.02019877692376586,0.24173968177081262,-0.2345539839136444,0.11557788944723618,4.322637481210988,4.095917377888617,3.6039843385498687,True,-1.7088
2022-02,-0.19422358757639502,-0.31982637090525334,-0.39242846433091416,0.019909427273444535,0.020872886137119868,0.31982637090525334,-0.29451809879630364,0.21105527638190952,4.147687913873857,3.9793611706834926,3.6113025277054325,True,-5.0781
2022-03,0.13119236403869872,-0.08366107499264253,-0.24256252742430895,0.021611783050922245,0.020966546794641612,0.08366107499264253,0.09577985251417986,0.8894472361809045,3.6635576757346477,3.535529137491758,3.3376247659129348,False,0.5699000000000005
2022-04,0.02504612099355552,0.20163686251997293,-0.015246731483020248,0.017432774033219835,0.01962163250721325,0.20163686251997293,0.1795545774126336,0.9095477386934674,6.712483852788995,5.268034332335917,4.798019666478288,False,10.4034
2022-05,-0.17341669230431156,-0.152713986768512,-0.0067470275291715565,0.015725945044501723,0.016598223657991195,0.152713986768512,-0.18829037540207882,0.542713567839196,7.531493365606423,5.792100784356423,5.618543905470267,False,6.8988
2022-07,-0.3734314952606784,-0.48170549290461884,-0.5693724576472673,0.027033189419454245,0.024829892963743074,0.48170549290461884,-0.36428386322895745,0.04773869346733668,5.33975815528949,4.8365128561522575,4.600882682776638,True,-3.5943
2022-08,0.20849418845994183,-0.21837170980873855,-0.3954643146375397,0.020908493115519802,0.0242598884955795,0.21837170980873855,0.21429722525987038,0.5125628140703518,4.845030888273343,4.715568066660955,4.5765166972423295,False,1.3776000000000002
2022-09,-0.1382816799669785,0.04160928023117405,-0.3415437081719349,0.015044201707941516,0.018247544914220513,0.04160928023117405,-0.1288758551909827,0.24371859296482412,3.220551522754232,3.2513802503655644,3.283363055633628,False,1.0067
2022-10,-0.031424793553376684,-0.16536100027517875,0.008876923636628176,0.01971860958514098,0.017500902881123603,0.16536100027517875,0.0033149288655219267,0.2889447236180904,3.751333567618282,3.523924438414495,3.4735528212791698,False,2.3308
2022-11,0.061023622047243986,0.017865573363150755,-0.10851312943142788,0.008726057665961167,0.015147112196017613,0.017865573363150755,0.014079107007656355,0.3731936518751952,3.9029242866426657,3.538947366721078,3.4033650793180152,False,19.6483
