agg_abs_ic_trend_scan,agg_abs_ic_triple_barrier,agg_abs_ic_delta,agg_abs_ic_ratio,f_ic_go_ratio_threshold,f_ic_gate
0.04622,0.03034,0.01588,1.5233,1.2,GO
