month,pnl_pct,trade_count
2025-03,7.3605,1
2025-04,5.4145,3
2025-05,-6.2360,4
2025-06,6.2851,5
2025-08,-4.8133,1
2025-09,10.6405,4
2025-10,13.4726,5
2025-11,4.5825,3
2025-12,9.0104,5
2026-01,-11.0396,3
2026-02,-5.0435,1
2026-03,-6.8299,4
2026-04,4.9908,6
2026-05,-5.9247,7
2026-06,-0.6859,1
