feature_name,mean_gain,importance_rank
vol_atr_14,8452.4846,1
oi_price_divergence_30,7025.1383,2
trend_aroon_osc_50,6210.5275,3
trend_adx_14,5865.523,4
vol_bb_bandwidth_20,5822.2583,5
btc_funding_spread_30_90,5233.0736,6
stat_autocorr_lag5,4953.9256,7
oi_delta_30_z90,4265.0697,8
interact_natr_x_adx,3943.9655,9
funding_rate_zscore_90,3568.3267,10
mom_macd_line_12_26_9,3513.0812,11
stat_skew_20,3209.903,12
vol_natr_14,3011.1956,13
stat_kurtosis_20,2642.3808,14
mom_macd_hist_12_26_9,2534.6964,15
trend_minus_di_14,2299.2938,16
vol_cmf_14,2146.5263,17
interact_rsi_x_adx,2022.7691,18
mr_pct_from_low_20,1981.0309,19
trend_plus_di_14,1859.2573,20
funding_rate_zscore_30,1803.9767,21
long_short_zscore_30,1718.205,22
vol_mfi_14,1526.1625,23
mr_pct_from_high_20,1214.4269,24
mom_willr_14,858.8357,25
trend_aroon_osc_14,841.9915,26
mom_rsi_14,774.6236,27
regime_momentum_signed_5d,705.5717,28
mom_roc_10,619.025,29
trend_supertrend_14_3,605.3611,30
trend_ema_cross_5_12,596.0664,31
vol_volume_rel_20,581.7632,32
mom_stoch_d_14,548.9909,33
interact_rsi_x_natr,532.1799,34
vol_range_spike_72,513.715,35
interact_stoch_x_adx,483.6575,36
stat_return_5,448.408,37
interact_ret1_x_natr,324.1488,38
vol_volume_pctchg_5,322.8824,39
mom_stoch_k_14,319.436,40
stat_log_return_1,314.2932,41
vol_range_spike_24,285.709,42
cal_dow_norm,205.6529,43
vol_taker_buy_ratio,152.8361,44
interact_ret1_x_ret3,88.0295,45
mr_rsi_extreme_14,6.8628,46
cal_hour_norm,5.4646,47
dot_vs_btc_ret_ratio_30,0.0,48
eth_vs_btc_ret_ratio_30,0.0,49
