observation_idx,open_time_ms,signed_weight_std
0,1662019200000,36.05551275463989
1,1662048000000,49.839743177508446
2,1662076800000,48.53864439804639
3,1662105600000,46.647615158762406
4,1662134400000,47.15930449020638
5,1662163200000,49.95998398718719
6,1662192000000,49.63869458396343
7,1662220800000,49.63869458396343
8,1662249600000,49.95998398718719
9,1662278400000,48.98979485566356
10,1662307200000,48.0
11,1662422400000,48.98979485566356
12,1662451200000,48.53864439804639
13,1662508800000,32.49615361854384
14,1662537600000,36.66060555964672
15,1662566400000,44.8998886412873
16,1662595200000,30.0
17,1662624000000,36.66060555964672
18,1662652800000,28.0
19,1662710400000,23.748684174075834
20,1662739200000,47.15930449020638
21,1662768000000,52.49761899362675
22,1662825600000,23.748684174075834
23,1662854400000,19.595917942265423
24,1662883200000,49.839743177508446
25,1662912000000,49.839743177508446
26,1662940800000,49.63869458396343
27,1662969600000,47.37087712930804
28,1662998400000,53.81449618829484
29,1663027200000,53.85164807134504
30,1663056000000,49.63869458396343
31,1663084800000,36.932370625238775
32,1663113600000,42.708313008125245
33,1663142400000,28.0
34,1663171200000,50.0
35,1663200000000,49.35585071701227
36,1663228800000,36.05551275463989
37,1663257600000,34.40930106817051
38,1663286400000,33.704599092705436
39,1663315200000,32.49615361854384
40,1663344000000,30.0
41,1663372800000,19.595917942265423
42,1663459200000,34.698703145794944
43,1663574400000,49.63869458396343
44,1663603200000,48.98979485566356
45,1663632000000,46.647615158762406
46,1663660800000,49.35585071701227
47,1663689600000,49.63869458396343
48,1663718400000,49.839743177508446
49,1663747200000,48.0
50,1663804800000,49.35585071701227
51,1663833600000,42.708313008125245
52,1663862400000,19.595917942265423
53,1663891200000,14.0
54,1663920000000,27.129319932501073
55,1663948800000,49.95998398718719
56,1663977600000,34.698703145794944
57,1664006400000,36.66060555964672
58,1664035200000,30.0
59,1664064000000,43.86342439892262
60,1664092800000,40.0
61,1664121600000,34.698703145794944
62,1664150400000,32.49615361854384
63,1664179200000,38.41874542459709
64,1664265600000,49.839743177508446
65,1664294400000,46.647615158762406
66,1664323200000,49.95998398718719
67,1664352000000,49.839743177508446
68,1664380800000,49.95998398718719
69,1664409600000,49.95998398718719
70,1664438400000,49.95998398718719
71,1664467200000,49.839743177508446
72,1664496000000,49.839743177508446
73,1664524800000,49.95998398718719
74,1664553600000,49.63869458396343
75,1664582400000,44.54211490264017
76,1664640000000,36.05551275463989
77,1664668800000,28.0
78,1664697600000,38.157568056677825
79,1664726400000,42.37924020083418
80,1664755200000,42.37924020083418
81,1664784000000,28.0
82,1664812800000,24.413111231467404
83,1664841600000,31.04834939252005
84,1664870400000,31.559467676119
85,1664899200000,49.839743177508446
86,1664928000000,49.95998398718719
87,1664985600000,48.0
88,1665014400000,46.647615158762406
89,1665043200000,48.98979485566356
90,1665100800000,49.63869458396343
91,1665129600000,48.0
92,1665158400000,49.839743177508446
93,1665187200000,49.839743177508446
94,1665216000000,50.0
95,1665244800000,46.3033476111609
96,1665273600000,46.647615158762406
97,1665302400000,45.8257569495584
98,1665331200000,49.95998398718719
99,1665360000000,46.647615158762406
100,1665532800000,53.81449618829484
101,1665676800000,43.08131845707603
102,1665705600000,46.51881339845203
103,1665792000000,31.04834939252005
104,1665820800000,32.49615361854384
105,1665907200000,34.40930106817051
106,1665936000000,38.157568056677825
107,1666137600000,42.708313008125245
108,1666224000000,30.0
109,1666252800000,27.129319932501073
110,1666281600000,48.82622246293481
111,1666310400000,31.559467676119
112,1666339200000,40.0
113,1666368000000,38.41874542459709
114,1666396800000,59.86651818838306
115,1666425600000,49.95998398718719
116,1666454400000,49.839743177508446
117,1666483200000,49.63869458396343
118,1666512000000,57.445626465380286
119,1666569600000,43.86342439892262
120,1666598400000,44.8998886412873
121,1666627200000,49.95998398718719
122,1666656000000,49.35585071701227
123,1666684800000,41.42463035441596
124,1666713600000,41.42463035441596
125,1666771200000,41.7612260356422
126,1666800000000,43.86342439892262
127,1666828800000,41.42463035441596
128,1666857600000,42.0
129,1666886400000,49.15282290977803
130,1666915200000,50.0
131,1666944000000,48.0
132,1666972800000,48.98979485566356
133,1667001600000,53.0659966456864
134,1667030400000,48.98979485566356
135,1667059200000,52.306787322488084
136,1667088000000,45.8257569495584
137,1667116800000,56.60388679233962
138,1667145600000,48.0
139,1667174400000,43.86342439892262
140,1667203200000,54.258639865002145
141,1667232000000,40.0
142,1667260800000,53.70288632839021
143,1667289600000,53.25410782277739
144,1667318400000,38.157568056677825
145,1667347200000,38.157568056677825
146,1667376000000,31.559467676119
147,1667462400000,44.0
148,1667491200000,36.05551275463989
149,1667635200000,42.37924020083418
150,1667664000000,37.36308338453881
151,1667692800000,31.04834939252005
152,1667750400000,39.7994974842648
153,1667779200000,46.3033476111609
154,1667808000000,28.0
155,1667836800000,44.76605857119878
156,1667894400000,55.71355310873648
157,1668211200000,36.66060555964672
158,1668297600000,48.53864439804639
159,1668326400000,0.0
160,1668355200000,0.0
161,1668384000000,0.0
162,1668441600000,0.0
163,1668470400000,0.0
164,1668499200000,14.0
165,1668528000000,0.0
166,1668556800000,19.595917942265423
167,1668614400000,14.0
168,1668643200000,14.0
169,1668672000000,14.0
170,1668700800000,19.595917942265423
171,1668729600000,14.0
172,1668758400000,19.595917942265423
173,1668787200000,0.0
174,1668816000000,23.748684174075834
175,1668844800000,30.0
176,1668873600000,45.8257569495584
177,1669392000000,23.748684174075834
178,1669420800000,30.0
179,1669478400000,38.41874542459709
180,1669507200000,34.698703145794944
181,1669536000000,46.647615158762406
182,1669564800000,50.0
183,1669593600000,43.86342439892262
184,1669622400000,42.708313008125245
185,1669651200000,42.708313008125245
186,1669680000000,23.748684174075834
187,1669708800000,19.595917942265423
188,1669737600000,40.0
189,1669766400000,32.49615361854384
190,1669795200000,32.49615361854384
191,1669824000000,27.129319932501073
192,1669852800000,58.787753826796276
193,1669881600000,60.03332407921454
194,1669910400000,61.83849933496123
195,1669939200000,64.99230723708769
196,1669968000000,61.83849933496123
197,1670112000000,72.22188034107116
198,1670140800000,50.0
199,1670198400000,58.68560300448484
200,1670227200000,64.99230723708769
201,1670256000000,64.99230723708769
202,1670284800000,51.419840528729765
203,1670313600000,56.60388679233962
204,1670342400000,61.44916598294886
205,1670400000000,76.6550715869472
206,1670428800000,52.49761899362675
207,1670457600000,49.15282290977803
208,1670572800000,49.839743177508446
209,1670601600000,68.38128398911503
210,1670630400000,68.73136110975832
211,1670659200000,50.75431016179808
212,1670688000000,48.98979485566356
213,1670716800000,49.35585071701227
214,1670745600000,54.258639865002145
215,1670832000000,48.53864439804639
216,1670860800000,44.76605857119878
217,1670947200000,68.0
218,1671004800000,66.4529909033446
219,1671062400000,53.51635264103861
220,1671091200000,49.63869458396343
221,1671148800000,44.721359549995796
222,1671264000000,64.62197768561404
223,1671292800000,58.787753826796276
224,1671321600000,50.0
225,1671379200000,52.0
226,1671408000000,53.81449618829484
227,1671436800000,50.75431016179808
228,1671523200000,42.708313008125245
229,1671552000000,47.37087712930804
230,1671580800000,52.91502622129181
231,1671609600000,60.794736614282655
232,1671638400000,60.69596362197407
233,1671667200000,55.71355310873648
234,1671724800000,62.25752966509352
235,1671753600000,46.647615158762406
236,1671782400000,45.8257569495584
237,1671811200000,54.55272678794342
238,1671840000000,55.71355310873648
239,1671868800000,52.49761899362675
240,1671984000000,53.85164807134504
241,1672012800000,52.191953402799555
242,1672041600000,55.89275444992848
243,1672099200000,55.71355310873648
244,1672128000000,70.68238818828917
245,1672156800000,54.0
246,1672185600000,51.419840528729765
247,1672214400000,63.118935352238
248,1672243200000,58.957611891934704
249,1672272000000,52.0
250,1672300800000,69.2820323027551
251,1672387200000,54.0
252,1672416000000,50.0
253,1672444800000,72.22188034107116
254,1672473600000,73.10266752998827
255,1672502400000,73.78346698278686
256,1672531200000,49.35585071701227
257,1672560000000,45.8257569495584
258,1672675200000,46.647615158762406
259,1672704000000,44.8998886412873
260,1672732800000,43.86342439892262
261,1672761600000,47.37087712930804
262,1672848000000,44.8998886412873
263,1672876800000,50.0
264,1672905600000,49.63869458396343
265,1672934400000,49.63869458396343
266,1672963200000,49.63869458396343
267,1672992000000,40.0
268,1673020800000,40.0
269,1673136000000,45.8257569495584
270,1673164800000,46.647615158762406
271,1673481600000,48.53864439804639
272,1673856000000,41.7612260356422
273,1674028800000,36.66060555964672
274,1674057600000,40.049968789001575
275,1674086400000,52.306787322488084
276,1674115200000,51.73006862551025
277,1674144000000,61.61168720299745
278,1674201600000,69.31089380465383
279,1674288000000,58.0
280,1674316800000,56.0
281,1674345600000,45.8257569495584
282,1674432000000,49.35585071701227
283,1674460800000,49.35585071701227
284,1674489600000,33.704599092705436
285,1674518400000,42.708313008125245
286,1674547200000,43.08131845707603
287,1674576000000,44.76605857119878
288,1674604800000,53.85164807134504
289,1674633600000,47.49736834815167
290,1674662400000,52.952809179494906
291,1674691200000,50.950956811427986
292,1674720000000,52.76362383309168
293,1674777600000,44.0
294,1674806400000,53.85164807134504
295,1674864000000,43.86342439892262
296,1674892800000,37.36308338453881
297,1674921600000,40.0
298,1674950400000,38.41874542459709
299,1674979200000,42.708313008125245
300,1675008000000,47.70744176750625
301,1675036800000,48.82622246293481
302,1675065600000,55.89275444992848
303,1675094400000,58.68560300448484
304,1675123200000,60.0
305,1675152000000,54.0
306,1675180800000,46.0
307,1675209600000,44.721359549995796
308,1675238400000,24.413111231467404
309,1675324800000,48.98979485566356
310,1675353600000,42.708313008125245
311,1675382400000,45.8257569495584
312,1675411200000,48.98979485566356
313,1675440000000,49.95998398718719
314,1675468800000,49.35585071701227
315,1675497600000,49.95998398718719
316,1675526400000,44.8998886412873
317,1675555200000,30.0
318,1675584000000,23.748684174075834
319,1675612800000,27.129319932501073
320,1675641600000,14.0
321,1675670400000,30.0
322,1675699200000,27.129319932501073
323,1675728000000,32.49615361854384
324,1675756800000,32.49615361854384
325,1675785600000,40.0
326,1675814400000,45.8257569495584
327,1675843200000,42.708313008125245
328,1675900800000,41.7612260356422
329,1675929600000,36.05551275463989
330,1675987200000,40.049968789001575
331,1676073600000,41.7612260356422
332,1676102400000,31.04834939252005
333,1676131200000,37.36308338453881
334,1676160000000,37.36308338453881
335,1676188800000,31.04834939252005
336,1676217600000,36.66060555964672
337,1676246400000,37.36308338453881
338,1676332800000,36.66060555964672
339,1676390400000,40.0
340,1676419200000,33.704599092705436
341,1676476800000,32.49615361854384
342,1676505600000,32.49615361854384
343,1676534400000,42.708313008125245
344,1676563200000,42.708313008125245
345,1676592000000,32.49615361854384
346,1676678400000,30.0
347,1676707200000,36.05551275463989
348,1676736000000,36.05551275463989
349,1676764800000,32.49615361854384
350,1676793600000,31.04834939252005
351,1676822400000,23.748684174075834
352,1676851200000,30.0
353,1676880000000,34.698703145794944
354,1676908800000,34.40930106817051
355,1676937600000,19.595917942265423
356,1676995200000,49.95998398718719
357,1677024000000,48.53864439804639
358,1677052800000,47.37087712930804
359,1677081600000,49.15282290977803
360,1677110400000,43.86342439892262
361,1677139200000,41.42463035441596
362,1677168000000,46.0
363,1677196800000,30.0
364,1677225600000,34.698703145794944
365,1677254400000,36.05551275463989
366,1677283200000,37.36308338453881
367,1677312000000,28.0
368,1677340800000,31.559467676119
369,1677369600000,24.413111231467404
370,1677542400000,42.708313008125245
371,1677571200000,41.42463035441596
372,1677600000000,38.41874542459709
373,1677657600000,49.35585071701227
374,1677686400000,48.53864439804639
375,1677715200000,45.8257569495584
376,1677744000000,43.86342439892262
377,1677772800000,49.839743177508446
378,1677830400000,48.0
379,1677859200000,46.647615158762406
380,1677888000000,46.647615158762406
381,1677916800000,47.37087712930804
382,1677945600000,43.86342439892262
383,1677974400000,38.41874542459709
384,1678003200000,38.41874542459709
385,1678032000000,38.41874542459709
386,1678147200000,43.86342439892262
387,1678204800000,32.49615361854384
388,1678233600000,32.49615361854384
389,1678262400000,40.0
390,1678320000000,42.708313008125245
391,1678348800000,43.86342439892262
392,1678406400000,19.595917942265423
393,1678435200000,32.49615361854384
394,1678464000000,34.698703145794944
395,1678492800000,42.708313008125245
396,1678521600000,27.129319932501073
397,1678550400000,40.0
398,1678579200000,39.7994974842648
399,1678608000000,43.08131845707603
400,1678694400000,31.04834939252005
401,1678752000000,36.932370625238775
402,1678867200000,34.698703145794944
403,1678896000000,33.704599092705436
404,1678924800000,46.647615158762406
405,1678953600000,43.86342439892262
406,1678982400000,42.708313008125245
407,1679011200000,44.8998886412873
408,1679040000000,42.708313008125245
409,1679068800000,36.66060555964672
410,1679097600000,28.0
