symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,47194.780000,43376.924031,1.0000,1641052799999,1641427199999,take_profit,8.0896,0.1000,0.0400,7.9496,7.9496,49103.707985,43376.924031,1641657599999,0.333333
BTCUSDT,-1,42034.990000,43830.158103,1.0000,1641801599999,1642003199999,stop_loss,-4.2707,0.1000,0.0400,-4.4107,-4.4107,43830.158103,38444.653794,1642406399999,0.333333
BTCUSDT,-1,43170.000000,43275.750000,1.0000,1642089599999,1642694400000,timeout,-0.2450,0.1000,0.0400,-0.3850,-0.3850,44978.817415,39552.365170,1642694399999,0.666667
BTCUSDT,1,36035.000000,38420.650000,1.0000,1643097599999,1643702400000,timeout,6.6204,0.1000,0.0400,6.4804,6.4804,33463.703195,41177.593610,1643702399999,1.000000
BTCUSDT,1,38268.320000,36692.785003,1.0000,1643788799999,1643846399999,stop_loss,-4.1171,0.1000,0.0400,-4.2571,-4.2571,36692.785003,41419.389995,1644393599999,0.666667
BTCUSDT,1,37289.860000,40310.108097,0.3300,1643932799999,1644019199999,take_profit,8.0994,0.1000,0.0400,7.9594,2.6266,35779.735952,40310.108097,1644537599999,0.666667
BTCUSDT,1,42712.800000,42290.410000,0.3300,1644220799999,1644825600000,timeout,-0.9889,0.1000,0.0400,-1.1289,-0.3725,41024.345162,46089.709677,1644825599999,0.666667
BTCUSDT,1,43665.700000,42003.630260,0.3300,1644911999999,1645113599999,stop_loss,-3.8064,0.1000,0.0400,-3.9464,-1.3023,42003.630260,46989.839480,1645516799999,0.666667
BTCUSDT,1,39805.100000,38044.733982,0.3300,1645199999999,1645372799999,stop_loss,-4.4225,0.1000,0.0400,-4.5625,-1.5056,38044.733982,43325.832037,1645804799999,0.666667
BTCUSDT,1,36748.600000,34893.451187,0.3300,1645516799999,1645689599999,stop_loss,-5.0482,0.1000,0.0400,-5.1882,-1.7121,34893.451187,40458.897627,1646121599999,0.666667
BTCUSDT,1,38462.500000,43289.978086,0.3300,1645775999999,1646092799999,take_profit,12.5511,0.1000,0.0400,12.4111,4.0957,36048.760957,43289.978086,1646380799999,0.666667
