symbol,probe_type,probe_seed,n_trials,ood_enabled,bounds_profile,atr_tp,atr_sl,probe_is_monthly_sharpe,full_specialist_is_sharpe,gap_configmatched_minus_full,amendment_works,residual_bias_flag,is_years,last_kline_date,note
TRBUSDT,config_matched,42,30,True,v1_pruned,2.9,1.45,-0.0646,-0.3044,0.2398,False,False,4.55,2026-06-09,"Config-matched: n_trials=30, ood=True, bounds=v1_pruned (v1_specialist incompatible with non-specialist mode — missing max_depth). Original /086 probe: n_trials=10, ood=False, bounds=v1_pruned. Confounds CLOSED: n_trials+OOD. RESIDUAL: inner-seed avg + bounds_depth_search."
