symbol,probe_type,probe_seed,n_trials,ood_enabled,bounds_profile,atr_tp,atr_sl,gate0_avg_corr,gate0_max_corr_sym,gate0_max_corr_val,gate0_corr_DOT,gate0_corr_ETH,gate0_corr_BTC,gate0_corr_AAVE,gate1_sharpe_5d,gate1_sharpe_21d,gate1_sharpe_50d,gate1_min_sharpe,gate1_pass,gate2_primary_sharpe,gate2_primary_pass,gate2_bounds_profile,gate2_tertiary_infold_gap,gate2_tertiary_flag,is_years,last_kline_date,feature_coverage,overall_advance,recommendation,note
BNBUSDT,config_matched,42,30,True,v1_pruned,2.9,1.45,0.6757,ETHUSDT,0.7318,0.6571,0.7318,0.6972,0.6166,0.0998,0.0755,0.1721,0.0755,True,-0.0129,False,v1_pruned,N/A,False,5.12,2026-06-10,48/48,False,REJECT (cheap screen),"CONFIG-MATCHED gate: n_trials=30, ood=True, bounds=v1_pruned (v1_specialist incompatible with non-specialist mode), seed=42. BNBUSDT in V1_EXCLUDED_SYMBOLS — standalone analysis only. Un-reserve only if QR decides to build specialist after this screen."
