symbol,n_bars,n_candidates,ts_pos_share,ts_neg_share,ts_zero_share,ts_weight_mean,ts_weight_std,tb_pos_share,tb_neg_share,tb_zero_share,tb_weight_mean,tb_weight_std,h5_share,h8_share,h13_share,h21_share,sign_agreement_rate
BTCUSDT,5727,5705,0.5530236634531113,0.4469763365468887,0.0,2.5595204576575847,1.3321268142643692,0.5211218229623138,0.47887817703768626,0.0,8.417192107390393,2.1533295167346154,0.1404031551270815,0.14636283961437335,0.2259421560035057,0.48729184925503943,0.7623137598597721
ETHUSDT,5727,5705,0.5530236634531113,0.4469763365468887,0.0,2.1606356323882507,1.0088598162094466,0.5190184049079755,0.48098159509202454,0.0,8.475709440525923,2.0701371734305587,0.13076248904469764,0.15179666958808063,0.22208588957055214,0.4953549517966696,0.7184925503943909
LINKUSDT,5678,5656,0.5226308345120226,0.47736916548797736,0.0,2.3219326462640257,1.0643337670580568,0.4985855728429986,0.5014144271570015,0.0,8.473364831633512,2.004792101536721,0.1242927864214993,0.1646039603960396,0.24062942008486563,0.4704738330975955,0.6435643564356436
LTCUSDT,5687,5665,0.5285083848190645,0.4714916151809356,0.0,2.5465629816306308,1.296679055552015,0.519152691968226,0.48084730803177406,0.0,8.445781391717485,2.020255358132018,0.13892321270962046,0.14898499558693734,0.24342453662842012,0.46866725507502205,0.6849073256840247
DOTUSDT,5025,5003,0.4923046172296622,0.5076953827703378,0.0,1.83821305365521,0.7526247342384563,0.470717569458325,0.529282430541675,0.0,8.46765972379842,2.023570642467097,0.1357185688586848,0.1543074155506696,0.22646412152708376,0.4835098940635619,0.6634019588247052
