symbol,test_month,n_features,xgboost_available,xgboost_version,n_train,n_test,test_accuracy,test_pos_rate,n_train_pos,n_train_neg,fit_seconds,predict_seconds,top3_features,tbr_or_proxy_present,notes
BCHUSDT,2024-12,13,False,,0,0,,,0,0,,,,False,"xgboost not installed in this env (ImportError: No module named 'xgboost'). Smoke skipped — Engineer must add `xgboost>=2.0,<3.0` to pyproject.toml and re-run this script as part of Phase 6 setup before the production runner."
