date,pnl_pct,trade_count
2022-01-05,8.3987,1
2022-01-10,-6.8367,1
2022-01-20,8.4204,1
2022-02-04,-8.5119,1
2022-02-08,-6.1939,1
2022-03-17,-6.0953,1
2022-05-04,-4.6621,1
2022-05-22,-2.9178,1
2022-06-05,0.5675,1
2022-06-11,12.9007,1
2022-07-06,0.9223,1
2022-07-08,-7.7963,1
2022-07-12,13.0043,1
2022-07-14,-2.6002,1
2022-07-28,-3.0225,1
2022-08-09,-1.8688,1
2022-08-13,-1.9905,1
2022-08-19,4.0147,1
2022-08-28,4.7059,1
2022-09-06,-2.0057,1
2022-09-09,-2.3843,1
2022-09-15,3.8672,1
2022-09-24,2.4291,1
2022-10-03,0.1190,1
2022-10-10,-1.4984,1
2022-10-22,-0.1280,1
2022-10-23,-1.0706,1
2022-11-06,0.7160,1
2022-11-26,1.0130,1
2022-12-13,-3.4347,1
2022-12-29,1.8181,1
2023-01-29,1.4251,1
2023-02-09,2.6526,1
2023-02-23,0.9432,1
2023-03-09,-4.6376,1
2023-03-18,-5.9835,1
2023-03-30,3.2618,1
2023-04-05,-4.2586,1
2023-04-13,-0.7842,1
2023-04-19,-1.3107,1
2023-04-30,1.0426,1
2023-06-05,-3.2440,1
2023-06-14,-3.6491,1
2023-06-20,7.7138,1
2023-07-06,4.1141,1
2023-07-10,-2.7379,1
2023-07-13,-0.8309,1
2023-07-22,0.8167,1
2023-07-30,-0.0304,1
2023-08-09,-0.1030,1
2023-08-30,0.8903,1
2023-10-01,-2.3256,1
2023-10-09,6.8539,1
2023-10-12,-3.0135,1
2023-10-16,5.3212,1
2023-10-20,-2.9192,1
2023-10-23,-0.9341,1
2023-11-02,-1.8435,1
2023-11-09,2.4926,1
2023-11-14,-1.5537,1
2023-11-16,-1.5964,1
2023-11-20,-1.7974,1
2023-11-30,-0.1816,1
2023-12-02,-1.1465,1
2023-12-11,2.8678,1
2023-12-21,0.8059,1
2023-12-27,-1.5798,1
2024-01-03,-1.4772,1
2024-01-10,3.6317,1
2024-01-20,1.2533,1
2024-01-22,-1.0774,1
2024-02-02,0.7915,1
2024-02-08,2.0799,1
2024-02-18,-1.4050,1
2024-02-25,-1.6235,1
2024-04-02,-5.0033,1
2024-04-08,9.2974,1
2024-04-30,0.4196,1
2024-05-09,2.0402,1
2024-05-10,-4.2309,1
2024-05-18,2.0518,1
2024-05-20,2.2032,1
2024-06-04,-0.6631,1
2024-06-07,-1.1105,1
2024-06-11,-1.1664,1
2024-06-14,-1.2870,1
2024-06-18,-1.4056,1
2024-06-24,2.7827,1
2024-07-02,-0.0615,1
2024-07-04,-1.1081,1
2024-07-08,-1.8343,1
2024-07-15,3.8097,1
2024-07-25,2.7793,1
2024-08-02,2.8720,1
2024-08-20,0.2977,1
2024-08-23,-1.6273,1
2024-09-01,-1.8431,1
2024-09-04,-1.5673,1
2024-09-12,0.6409,1
2024-09-15,-1.4485,1
2024-09-20,2.7745,1
2024-09-29,1.1921,1
2024-10-01,2.1543,1
2024-10-11,0.3265,1
2024-10-14,2.1832,1
2024-10-20,-1.4448,1
2024-10-23,2.1264,1
2024-10-29,-1.2523,1
2024-10-31,-1.3867,1
2024-11-04,-1.6215,1
2024-11-06,2.9353,1
2024-11-21,-2.0729,1
2024-11-25,-1.8858,1
2024-11-27,-2.1072,1
2024-12-04,-1.9298,1
2024-12-18,-1.6058,1
2025-01-04,4.0684,1
2025-01-07,2.1812,1
2025-01-13,-1.7369,1
2025-01-26,1.8084,1
2025-02-02,-2.0372,1
2025-02-24,-4.8171,1
