symbol,n_is_obs,max_dd_window_50,ema_spread_atr_20,ret_kurt_50,ret_skew_200,range_realized_vol_50,hurst_diff_100_50,ret_kurt_200,hurst_100,btc_ret_14d,ret_skew_50,vwap_dev_20,ret_autocorr_lag1_50,sym_vs_btc_ret_7d,regime_momentum_signed_5d,hurst_200
BCHUSDT,5528,0.022340434486921173,0.10144890423675405,-0.08849163434169469,0.02572818977311959,0.07203915351371251,-0.8807468674111968,0.033046105549168696,-0.11418195702015976,0.044979270574675614,-0.04905155559386527,0.07276490322635663,0.057417016521081686,0.05375638092312989,0.06671748605965386,-0.274527450044176
LDOUSDT,2542,0.027551681355469215,0.06807070929110212,0.04615203823220822,0.0918705702795694,0.05955640874821238,-0.8602095883395368,-0.09433744452562717,-0.09006975401840799,0.04077708471836428,0.19327110620725493,0.12683204298067216,0.05650875107334591,0.05071911970105736,0.11231193189541833,-0.28673624680442744
TRXUSDT,5470,0.04819546282599757,0.01792389627671323,-0.02645198055052246,0.01848741823894108,0.012176551750184271,-0.8528461069728206,0.012657135137038438,-0.1683009930339024,0.10136819944323405,0.0019800043870455775,0.012385843141763622,-0.052466866536672804,-0.07261152751284074,-0.0034859190734558643,-0.32233507306420434
ALGOUSDT,5026,0.0662530136000463,0.08245962656563688,-0.02232858716357965,0.05956128939447387,0.02822453545948612,-0.874116587370903,-0.004148710683599557,-0.07627861574714108,0.061747740669557794,0.06150568456181893,0.07941252046895625,0.0036241754814059592,0.07747639489003583,0.08880977523962005,-0.24131377598248263
