proba_bin,n,realized_WR,mean_net
"[0.0,0.4)",559,0.47227191413237923,-0.0057854113232679374
"[0.4,0.5)",128,0.5625,0.037781369013078894
"[0.5,0.6)",111,0.6936936936936937,0.06409641109451941
"[0.6,0.7)",120,0.6083333333333333,0.03902945467890658
"[0.7,1.0)",417,0.5563549160671463,-0.00020148100373729535
