window,n_trades,n_winners,win_rate,net_sum,pos_sum,top1_share_of_net,top2_share_of_net,top1_share_of_pos,top2_share_of_pos,top_month_share_of_net,pct_timeout_exit,pct_long
IS,82,28,0.34146341463414637,100.8153,336.4603,0.3887852339873016,0.7140443960390934,0.11649368439604911,0.21395273082738145,0.3908751945389242,0.34146341463414637,0.4634146341463415
OOS,32,9,0.28125,11.999499999999994,112.18809999999999,2.426892787199468,4.381557564898539,0.2595774418142388,0.4686459615592028,1.682486770282096,0.34375,0.40625
