measure,H,harvest,n,ic,t,ic_h1,ic_h2,abs_t,stable
A_mom_1b,1,all,4332,-0.03345278749873064,-7.582513751038199,-0.04498020189313461,-0.021936012157759418,7.582513751038199,True
A_mom_1b,1,Asia,1444,-0.07077870736931824,-9.353011930917718,-0.08670143823227361,-0.05485597650636286,9.353011930917718,True
A_mom_1b,1,Euro,1444,-0.02415459595077615,-3.116035438254781,-0.04279080289008021,-0.005569941451138222,3.116035438254781,True
A_mom_1b,1,US,1444,-0.005425059176097511,-0.7228023633537188,-0.005445332148458532,-0.0054047862037364894,0.7228023633537188,True
A_mom_1b,3,all,4330,-0.017890847821141996,-4.068218969182141,-0.027139767496283884,-0.008641928146000103,4.068218969182141,True
A_mom_1b,6,all,4327,-0.009032682375556088,-2.118240430932134,-0.01180929487572678,-0.0062522170365784955,2.118240430932134,True
A_mom_1b,9,all,4324,-0.0019565186425595685,-0.46821716330163293,-0.006501165914278309,0.002600758496519204,0.46821716330163293,False
A_mom_1b,21,all,4312,0.007386093009890984,1.8058435085764877,0.004979752372155933,0.009812607905417945,1.8058435085764877,True
A_mom_2b,1,all,4331,-0.02617403248400343,-5.976500062210526,-0.04000613148003943,-0.012361082679009474,5.976500062210526,True
A_mom_2b,1,Asia,1444,-0.05271388838599802,-7.077958769065761,-0.060739879744107765,-0.04468789702788828,7.077958769065761,True
A_mom_2b,1,Euro,1444,-0.008632437689151496,-1.1136223098907343,-0.030146902517148518,0.012822512713318567,1.1136223098907343,False
A_mom_2b,1,US,1443,-0.017169535575677724,-2.2865343224682633,-0.029102855246456918,-0.005252744048486865,2.2865343224682633,True
A_mom_2b,3,all,4329,-0.01992401826063599,-4.4983817609945405,-0.026159413025478428,-0.013691503585754222,4.4983817609945405,True
A_mom_2b,6,all,4326,-0.014914593670836855,-3.4453197729795995,-0.014024539578840884,-0.01580547112462006,3.4453197729795995,True
A_mom_2b,9,all,4323,-0.007209408565820468,-1.7142071692938616,-0.011720547925713904,-0.00268782191699722,1.7142071692938616,True
A_mom_2b,21,all,4311,0.004421881721851004,1.0755269880234226,0.0010261676708603433,0.00784448312210428,1.0755269880234226,True
A_mom_3b,1,all,4330,-0.030945998917937995,-6.938780061368143,-0.03880885054818498,-0.023097661088577463,6.938780061368143,True
A_mom_3b,1,Asia,1443,-0.04838483542936983,-6.3617375390024,-0.053878481544734555,-0.042898798242142745,6.3617375390024,True
A_mom_3b,1,Euro,1444,-0.027337748270099924,-3.5014547136360297,-0.042101813800477936,-0.012614523861521018,3.5014547136360297,True
A_mom_3b,1,US,1443,-0.017117913574543675,-2.21103945331873,-0.020446256299342474,-0.013794180742715514,2.21103945331873,True
A_mom_3b,3,all,4328,-0.025031545870658683,-5.642729833181671,-0.02658782379058615,-0.023476705620865096,5.642729833181671,True
A_mom_3b,6,all,4325,-0.020784989461424448,-4.720153818986806,-0.01701495612452726,-0.02455676656952279,4.720153818986806,True
A_mom_3b,9,all,4322,-0.010331516807335418,-2.415110828990665,-0.012238726081129974,-0.008420774028633416,2.415110828990665,True
A_mom_3b,21,all,4310,0.0009751931249349379,0.23456593427777284,-0.0035400221948544914,0.005524056998574685,0.23456593427777284,False
A_mom_6b,1,all,4328,-0.0301008501692597,-6.699256750817676,-0.033932952851227834,-0.02627935783158866,6.699256750817676,True
A_mom_6b,1,Asia,1443,-0.056422441037825656,-7.271662565243672,-0.0580828471477424,-0.05476433465936309,7.271662565243672,True
A_mom_6b,1,Euro,1443,-0.02749264814042142,-3.5506740327439847,-0.04367336610757663,-0.011379070081843618,3.5506740327439847,True
A_mom_6b,1,US,1442,-0.006371016538381036,-0.8174233810981544,-9.10377850820031e-06,-0.012715306271218212,0.8174233810981544,True
A_mom_6b,3,all,4326,-0.03427405224161644,-7.66382825451188,-0.03260064836883494,-0.035944364375141084,7.66382825451188,True
A_mom_6b,6,all,4323,-0.02440831458284831,-5.567765269323032,-0.023274452248993202,-0.025541652466040222,5.567765269323032,True
A_mom_6b,9,all,4320,-0.01856792252719683,-4.3445312879881905,-0.018424307763483954,-0.018711670329134553,4.3445312879881905,True
A_mom_6b,21,all,4308,-0.0067510698559644505,-1.62854076572035,-0.006690441938787788,-0.00681209311121306,1.62854076572035,True
A_mom_9b,1,all,4325,-0.027659263908697614,-6.100017237010495,-0.032425247834184344,-0.02291307410196002,6.100017237010495,True
A_mom_9b,1,Asia,1442,-0.049153623951054416,-6.2250119885001896,-0.050016467450677976,-0.048293170599629266,6.2250119885001896,True
A_mom_9b,1,Euro,1442,-0.024556456755887367,-3.172424352874763,-0.04630057008360207,-0.0029326428103453655,3.172424352874763,True
A_mom_9b,1,US,1441,-0.00925494797065033,-1.1725789384355956,-0.000934239737930167,-0.017541082623456144,1.1725789384355956,True
A_mom_9b,3,all,4323,-0.030066805638562084,-6.634508775328086,-0.032109167159588094,-0.028031047595895052,6.634508775328086,True
A_mom_9b,6,all,4320,-0.026325717402396316,-5.964912866695626,-0.025018654806806737,-0.027630361750815517,5.964912866695626,True
A_mom_9b,9,all,4317,-0.022126568338934727,-5.105342639382476,-0.02141990496648631,-0.02283290440088178,5.105342639382476,True
A_mom_9b,21,all,4305,-0.013800081250823899,-3.3622858130574502,-0.017041132214379737,-0.010542424995885147,3.3622858130574502,True
A_mom_21b,1,all,4313,-0.022420807748194306,-4.9163183220225095,-0.02634390797983642,-0.01853572556217493,4.9163183220225095,True
A_mom_21b,1,Asia,1438,-0.03256575428085567,-4.131976560001354,-0.03432321133732484,-0.030822902130672944,4.131976560001354,True
A_mom_21b,1,Euro,1438,-0.023237120832465243,-2.9385185756458463,-0.042914898866315866,-0.0037770775486433935,2.9385185756458463,True
A_mom_21b,1,US,1437,-0.01145192025400597,-1.4489796736682876,-0.0017824538710329175,-0.021027638347947426,1.4489796736682876,True
A_mom_21b,3,all,4311,-0.03039571100106012,-6.666657977215688,-0.03088164042457319,-0.02991404608518988,6.666657977215688,True
A_mom_21b,6,all,4308,-0.030873770238428938,-6.8569761004003515,-0.02920824506825498,-0.03252696959790781,6.8569761004003515,True
A_mom_21b,9,all,4305,-0.029489915648529978,-6.662158497581165,-0.03353920759482782,-0.025465005728773072,6.662158497581165,True
A_mom_21b,21,all,4293,-0.02592630018266018,-6.05363273548833,-0.03442149299971726,-0.017435064139155527,6.05363273548833,True
A_mom_63b,1,all,4271,-0.01171921475069877,-2.5987911377086514,-0.015194895167926404,-0.00834458087998029,2.5987911377086514,True
A_mom_63b,1,Asia,1424,-0.014375475204866098,-1.8138973731675074,-0.02279630700683332,-0.006187907441734532,1.8138973731675074,True
A_mom_63b,1,Euro,1424,-0.020192916929315508,-2.6188673146983006,-0.029221165500165423,-0.0114393868488649,2.6188673146983006,True
A_mom_63b,1,US,1423,-0.0005814306403090896,-0.07462782670451862,0.006443630672033953,-0.007402161914481492,0.07462782670451862,False
A_mom_63b,3,all,4269,-0.01372849673218257,-2.971427577479979,-0.01604864593437642,-0.011473718939380782,2.971427577479979,True
A_mom_63b,6,all,4266,-0.007389489161108369,-1.6037302831902325,-0.0068935417723896605,-0.0078721317632657,1.6037302831902325,True
A_mom_63b,9,all,4263,-0.005009251286943211,-1.0920673654333994,-0.003085209287786152,-0.006884278784037445,1.0920673654333994,True
A_mom_63b,21,all,4251,0.004693702438373781,1.072930702475652,0.0054923652967319115,0.003911035156591994,1.072930702475652,True
A_mom_126b,1,all,4208,-0.00984919809554345,-2.158757770992537,-0.02080228106870887,0.000467018954862929,2.158757770992537,False
A_mom_126b,1,Asia,1403,-0.010846047076680678,-1.3600438740202025,-0.030347471525305977,0.007547955761981132,1.3600438740202025,False
A_mom_126b,1,Euro,1403,-0.0172480930930869,-2.1957971103466525,-0.033059231789881946,-0.0023773125760459244,2.1957971103466525,True
A_mom_126b,1,US,1402,-0.0014474657117424562,-0.18376597574162906,0.001013897153850412,-0.00376564680399058,0.18376597574162906,False
A_mom_126b,3,all,4206,-0.006039887418200692,-1.3047149893737096,-0.017895182377673603,0.005136397575925959,1.3047149893737096,False
A_mom_126b,6,all,4203,0.002880629510945611,0.6220374372398594,-0.006360331195495772,0.011604404164898833,0.6220374372398594,False
A_mom_126b,9,all,4200,0.0013000772033416534,0.2836660607696903,-0.009178667667011793,0.011206106976566006,0.2836660607696903,False
A_mom_126b,21,all,4188,0.005530132830656627,1.2329828936365121,-0.014304847958184052,0.02438583650556293,1.2329828936365121,False
B_slot0ret_9b,1,all,4325,-0.012177085058561115,-2.8822727664275325,-0.022941611743018866,-0.0014572656838219226,2.8822727664275325,True
B_slot0ret_9b,1,Asia,1442,-0.006589596256725241,-0.8981786580240532,-0.019638599704389175,0.006423260366983944,0.8981786580240532,False
B_slot0ret_9b,1,Euro,1442,-0.022768606676191173,-3.090917794858048,-0.03368609283988831,-0.011911521542445321,3.090917794858048,True
B_slot0ret_9b,1,US,1441,-0.00716957963151377,-0.9894052010640357,-0.0155047365819121,0.0011309437027471742,0.9894052010640357,False
B_slot0ret_9b,3,all,4323,-0.015355457912478283,-3.6643431977683925,-0.026964394510026,-0.0037840559829134014,3.6643431977683925,True
B_slot0ret_9b,6,all,4320,-0.01292256934469496,-3.139597077665406,-0.02057457630181084,-0.005284719662245343,3.139597077665406,True
B_slot0ret_9b,9,all,4317,-0.008852313412819302,-2.1987639317118264,-0.012466475925974843,-0.005239824898048734,2.1987639317118264,True
B_slot0ret_9b,21,all,4305,-0.001126837455450916,-0.27762536378757335,-0.0006354661712677906,-0.001620726245049045,0.27762536378757335,True
B_slot0tilt_9b,1,all,4325,0.002732855183362589,0.650216364196653,-0.006787799121820725,0.012213968238547451,0.650216364196653,False
B_slot0tilt_9b,1,Asia,1442,0.026277645998063544,3.6276452475091587,0.012949922884133408,0.039568450211401075,3.6276452475091587,True
B_slot0tilt_9b,1,Euro,1442,-0.009877395398236337,-1.3532079405252384,-0.009396364560700992,-0.010355764930999697,1.3532079405252384,True
B_slot0tilt_9b,1,US,1441,-0.008209273210900512,-1.130502819193159,-0.0239444073189446,0.007460479453481342,1.130502819193159,False
B_slot0tilt_9b,3,all,4323,0.00010789581900371879,0.026183933142048175,-0.010119939542326995,0.010302661966695027,0.026183933142048175,False
B_slot0tilt_9b,6,all,4320,-0.0019750729209486017,-0.4917543896837704,-0.008554976055036436,0.0045926564793111364,0.4917543896837704,False
B_slot0tilt_9b,9,all,4317,-0.0022429353739070543,-0.5630069875451529,-0.003996341701860708,-0.0004903411841321681,0.5630069875451529,True
B_slot0tilt_9b,21,all,4305,0.0014260523348752668,0.3678417195368617,0.0058572322434371025,-0.0030278304050764993,0.3678417195368617,False
B_slot1ret_9b,1,all,4325,-0.01313223544261818,-3.040478284641109,-0.01242723397632186,-0.013834308891749445,3.040478284641109,True
B_slot1ret_9b,1,Asia,1442,-0.01944655461335511,-2.561065217675858,-0.01752899877899878,-0.0213587986586966,2.561065217675858,True
B_slot1ret_9b,1,Euro,1442,-0.015356098022716022,-2.0679906995761277,-0.026365823620782998,-0.004407283769589951,2.0679906995761277,True
B_slot1ret_9b,1,US,1441,-0.004588128513607944,-0.6181386832861571,0.006620216110319222,-0.01574990106846062,0.6181386832861571,False
B_slot1ret_9b,3,all,4323,-0.01936426263513698,-4.585595112859661,-0.01982919676543906,-0.018900831756064523,4.585595112859661,True
B_slot1ret_9b,6,all,4320,-0.015852523654080124,-3.7709240832310145,-0.01833369100701804,-0.013375946805032934,3.7709240832310145,True
B_slot1ret_9b,9,all,4317,-0.012293794969279754,-2.9606557394770707,-0.014915013251467291,-0.009673790776152984,2.9606557394770707,True
B_slot1ret_9b,21,all,4305,-0.010622139501048705,-2.6598879187545927,-0.01285047176589975,-0.008382390536191433,2.6598879187545927,True
B_slot1tilt_9b,1,all,4325,-0.0004790089818747385,-0.11303650931781334,0.004241124329827478,-0.005179538601927061,0.11303650931781334,False
B_slot1tilt_9b,1,Asia,1442,0.013059788594499157,1.8113745012832714,0.020493782533256216,0.005646387436735886,1.8113745012832714,True
B_slot1tilt_9b,1,Euro,1442,-0.011220880003272881,-1.52263117083366,-0.012410801262276266,-0.010037541987749454,1.52263117083366,True
B_slot1tilt_9b,1,US,1441,-0.0032778764990676864,-0.4412176343711556,0.0046177871869260865,-0.01114073271822215,0.4412176343711556,False
B_slot1tilt_9b,3,all,4323,-0.006800460367419373,-1.628444586583428,-0.005337669564519767,-0.008258521592665264,1.628444586583428,True
B_slot1tilt_9b,6,all,4320,-0.0046820541228625055,-1.1385066008445,-0.006244716344261537,-0.0031222830434087094,1.1385066008445,True
B_slot1tilt_9b,9,all,4317,-0.005400726194334171,-1.3212509038111413,-0.009573353050600673,-0.0012300320045133685,1.3212509038111413,True
B_slot1tilt_9b,21,all,4305,-0.009014822428149539,-2.2640864631738453,-0.01274980246111145,-0.005260706493761186,2.2640864631738453,True
B_slot2ret_9b,1,all,4325,-0.01299313724894936,-2.963337167550997,-0.011059311998811537,-0.014918930922136905,2.963337167550997,True
B_slot2ret_9b,1,Asia,1442,-0.056957995650600945,-7.638730583178294,-0.0572258370284686,-0.05669089621560827,7.638730583178294,True
B_slot2ret_9b,1,Euro,1442,0.013141610561130234,1.7301748548968767,0.0011186895236379145,0.025098014746409596,1.7301748548968767,True
B_slot2ret_9b,1,US,1441,0.004849346771208043,0.6379745736727316,0.02299342086170575,-0.013219336429716953,0.6379745736727316,False
B_slot2ret_9b,3,all,4323,-0.010865235379485562,-2.4933325424626895,-0.0033394359458202073,-0.018366701974335375,2.4933325424626895,True
B_slot2ret_9b,6,all,4320,-0.006332216966252901,-1.5123239167389413,0.004285370817694374,-0.016930160739499076,1.5123239167389413,False
B_slot2ret_9b,9,all,4317,-0.0012065332059353602,-0.2926717388177011,0.008045794588232447,-0.0104545755309998,0.2926717388177011,False
B_slot2ret_9b,21,all,4305,0.006421045224156976,1.6059659164241182,0.005605530597007253,0.007240738081813759,1.6059659164241182,True
B_slot2tilt_9b,1,all,4325,0.002070983437722283,0.49171556530036853,0.0047610271553436435,-0.0006078879709657162,0.49171556530036853,False
B_slot2tilt_9b,1,Asia,1442,-0.03162551369354786,-4.361922490663533,-0.028737789987789992,-0.03450523816466374,4.361922490663533,True
B_slot2tilt_9b,1,Euro,1442,0.02713733817099026,3.7153546703806315,0.02220880649253389,0.03203860273089362,3.7153546703806315,True
B_slot2tilt_9b,1,US,1441,0.010707114831142906,1.4773130962200396,0.0208586558057142,0.0005977547747485044,1.4773130962200396,True
B_slot2tilt_9b,3,all,4323,0.013033866089029863,3.0890464512630396,0.018380074186912558,0.007704943652433624,3.0890464512630396,True
B_slot2tilt_9b,6,all,4320,0.014316649751328044,3.508667397046683,0.02152290230136174,0.0071237297684544395,3.508667397046683,True
B_slot2tilt_9b,9,all,4317,0.015471736192640502,3.880001003137066,0.01992330521891846,0.01102222903251645,3.880001003137066,True
B_slot2tilt_9b,21,all,4305,0.01730915117050121,4.402257448863861,0.014386803918756665,0.0202464708580954,4.402257448863861,True
B_slot0ret_21b,1,all,4313,-0.010874266060748452,-2.570460289836117,-0.02010452867780264,-0.0017334522277081708,2.570460289836117,True
B_slot0ret_21b,1,Asia,1438,-0.0040238876854058764,-0.5512291164309853,-0.010345535088257819,0.0022452252514943865,0.5512291164309853,False
B_slot0ret_21b,1,Euro,1438,-0.029021092369309925,-3.915897033596745,-0.04470266575529733,-0.01351303570128641,3.915897033596745,True
B_slot0ret_21b,1,US,1437,0.0004300430053397636,0.059304956851207215,-0.0052790341319360525,0.00608376897923479,0.059304956851207215,False
B_slot0ret_21b,3,all,4311,-0.016805378556617512,-3.9945729480884316,-0.021810054955741707,-0.011844623105106877,3.9945729480884316,True
B_slot0ret_21b,6,all,4308,-0.017724352488613808,-4.2094203380262964,-0.024491152973134568,-0.01100763008353446,4.2094203380262964,True
B_slot0ret_21b,9,all,4305,-0.01368716075022688,-3.318240217513549,-0.022062340829778274,-0.0053624101940817764,3.318240217513549,True
B_slot0ret_21b,21,all,4293,-0.014617166160490785,-3.714539796745678,-0.016724063463023575,-0.01251125017947757,3.714539796745678,True
B_slot0tilt_21b,1,all,4313,-0.002075314675657986,-0.506767022759888,-0.007454542748120352,0.0032517842830426316,0.506767022759888,False
B_slot0tilt_21b,1,Asia,1438,0.016967488261683414,2.412743589120197,0.013467677573822825,0.02043821465019891,2.412743589120197,True
B_slot0tilt_21b,1,Euro,1438,-0.020354968945848092,-2.823021762271189,-0.02236678301455629,-0.018365415613723103,2.823021762271189,True
B_slot0tilt_21b,1,US,1437,-0.002838994413558865,-0.40526106983343907,-0.013493784650231702,0.0077124945327307175,0.40526106983343907,False
B_slot0tilt_21b,3,all,4311,-0.005113419519844352,-1.2450742705059357,-0.0041064178018082815,-0.006111583809408048,1.2450742705059357,True
B_slot0tilt_21b,6,all,4308,-0.00636581117830765,-1.569803292077241,-0.004727034160311772,-0.0079924603367809,1.569803292077241,True
B_slot0tilt_21b,9,all,4305,-0.004234138690610815,-1.0519975295794062,0.001788536044014107,-0.0102205490567549,1.0519975295794062,False
B_slot0tilt_21b,21,all,4293,-0.00813447589257346,-2.0780539760760144,0.007214914385544093,-0.023476716943733336,2.0780539760760144,False
B_slot1ret_21b,1,all,4313,-0.015700983383745273,-3.704084106991652,-0.01096055398550343,-0.020395474149147667,3.704084106991652,True
B_slot1ret_21b,1,Asia,1438,-0.005333503331453701,-0.7289867130149283,-0.0021448927432461662,-0.008495615770728762,0.7289867130149283,True
B_slot1ret_21b,1,Euro,1438,-0.017344111857690657,-2.3316142184288937,-0.023049905560027017,-0.011701452802129805,2.3316142184288937,True
B_slot1ret_21b,1,US,1437,-0.024431406187963658,-3.3625656509048634,-0.007699193249380127,-0.04100139545539749,3.3625656509048634,True
B_slot1ret_21b,3,all,4311,-0.026079741591988767,-6.035066375975798,-0.021046881690739403,-0.03106843320773064,6.035066375975798,True
B_slot1ret_21b,6,all,4308,-0.026105012754009404,-6.155907491740727,-0.024366481888277003,-0.027830677526378387,6.155907491740727,True
B_slot1ret_21b,9,all,4305,-0.026981215854702322,-6.391116501846871,-0.02936430027485175,-0.024612480715452367,6.391116501846871,True
B_slot1ret_21b,21,all,4293,-0.020041808604276613,-4.981185654499362,-0.02625640785435822,-0.013830103904381354,4.981185654499362,True
B_slot1tilt_21b,1,all,4313,-0.002981673905333418,-0.7235689497822578,0.005820324504262156,-0.011698373760890458,0.7235689497822578,False
B_slot1tilt_21b,1,Asia,1438,0.017713616447237703,2.5469035565384686,0.02157978745747049,0.013879574281965295,2.5469035565384686,True
B_slot1tilt_21b,1,Euro,1438,-0.006312105287290122,-0.8753886354633651,0.0014131617370483735,-0.013951892178579227,0.8753886354633651,False
B_slot1tilt_21b,1,US,1437,-0.02035861698100742,-2.822691616488193,-0.005554016888659963,-0.03501968216941245,2.822691616488193,True
B_slot1tilt_21b,3,all,4311,-0.013880390373736626,-3.3265772681127213,-0.005728097968091551,-0.02196113841184948,3.3265772681127213,True
B_slot1tilt_21b,6,all,4308,-0.013450183561472259,-3.243828594306458,-0.008310166051599378,-0.01855216208884839,3.243828594306458,True
B_slot1tilt_21b,9,all,4305,-0.01564794596698734,-3.7598554703147467,-0.013919466125430447,-0.017366018102226377,3.7598554703147467,True
B_slot1tilt_21b,21,all,4293,-0.012014006312703947,-3.012685955316096,-0.012420468121696112,-0.011607733819878063,3.012685955316096,True
B_slot2ret_21b,1,all,4313,-0.007674474399326105,-1.7897923267918063,-0.00842939504590122,-0.006926869550433535,1.7897923267918063,True
B_slot2ret_21b,1,Asia,1438,-0.052317538255610134,-7.1644570199582835,-0.05100115996911057,-0.05362297711036594,7.1644570199582835,True
B_slot2ret_21b,1,Euro,1438,0.016722385293500147,2.2235617269455106,0.003152879509154815,0.030141744402500024,2.2235617269455106,True
B_slot2ret_21b,1,US,1437,0.012585818980668528,1.7194031079421344,0.022619636252214616,0.0026492824859933773,1.7194031079421344,True
B_slot2ret_21b,3,all,4311,-0.0025837014529112167,-0.6022209453357986,-0.0031455577999479106,-0.002026775946795398,0.6022209453357986,True
B_slot2ret_21b,6,all,4308,0.00048311001359910467,0.11440465651679063,0.0012907547731110078,-0.00031855772641594776,0.11440465651679063,False
B_slot2ret_21b,9,all,4305,0.0015732688791727381,0.37614545718933073,-0.0007035341295799919,0.003836362559943165,0.37614545718933073,False
B_slot2ret_21b,21,all,4293,0.0064702206160233925,1.5826110080719382,-0.007946606749012812,0.020880333110372577,1.5826110080719382,False
