config,sharpe_1x,sharpe_2x,sharpe_3x,ret_1x,ret_2x,vol_1x,dd_1x,dd_2x,calmar_2x,turnover,gross_edge,cost_share,trades,long_gross,short_gross,top5,quantity,W,variant,power,cadence,phase,weekday,slot,F1,F2,F3,F4,worst,median_fold,npos
trades|W252|neut_rv126|p1.0|c21|ph8,1.0191427067109764,0.9418926295213691,0.9418926295213691,0.12083543723362244,0.11060220646447272,0.1188979135882853,0.14402667384167167,0.1452326900032771,0.7615517309634424,12.251544546399861,105.96209522874008,0.007262107295452162,4447,0.7246506616255202,-0.2107059953950276,0.037759883384914844,trades,252,neut_rv126,1.0,21,8,2,2,-0.3469388924260085,1.5269024576312502,0.9928023605364289,1.777137629432824,-0.3469388924260085,1.2598524090838397,3
trades|W252|neut_rv126|p1.0|c21|ph9,0.8445232291054035,0.7661141124094254,0.7661141124094254,0.09870522464208831,0.08848599291864723,0.12003144619711276,0.15494288056188432,0.15611608371719998,0.5667961353612815,12.480473667465947,88.11895197560408,0.007488139549199525,4400,0.6835971069865296,-0.24821019046081932,0.041766997849893565,trades,252,neut_rv126,1.0,21,9,3,0,-0.6707326912726749,1.480043199914659,0.776269975403769,1.6987684409049704,-0.6707326912726749,1.128156587659214,3
trades|W252|neut_rv126|p1.0|c21|ph10,0.7460549827861164,0.6691752592657908,0.6691752592657908,0.08547209252396937,0.07561380155629571,0.11954102217672943,0.1433356959869284,0.1445688697843358,0.5230296236602975,12.16966526655832,80.26215526767325,0.007360748488808378,4416,0.6636587616341623,-0.27696743319710354,0.03795772766126808,trades,252,neut_rv126,1.0,21,10,3,1,-0.4202059690596643,1.1002677254062698,0.5274206806269613,1.5995561941717842,-0.4202059690596643,0.8138442030166155,3
trades|W252|neut_rv126|p1.0|c21|ph11,0.7596448880637944,0.6815671234152331,0.6815671234152331,0.08854176443722261,0.07834134463902909,0.12142149902111317,0.14904621493292114,0.1502606810062419,0.521369556655841,12.570197301480828,80.19309686475638,0.007590431039226054,4555,0.6888680058913121,-0.2897934286390503,0.039220630564949524,trades,252,neut_rv126,1.0,21,11,3,2,-0.6671487926288135,1.3672372342366146,0.8704654158712006,1.4193273978442122,-0.6671487926288135,1.1188513250539076,3
trades|W252|neut_rv126|p1.0|c21|ph12,0.8185401625729064,0.7386094898249812,0.7386094898249812,0.09678486373306527,0.08619991143508776,0.12199029387413593,0.1444655909185223,0.14660156163785942,0.5879876753838541,12.952547406089309,83.88910180374356,0.007772168727960094,4645,0.7139903478035873,-0.2838247078823095,0.03982182241610217,trades,252,neut_rv126,1.0,21,12,4,0,-0.7261919919954756,1.1801646084558035,1.102251061873792,1.6861752751641257,-0.7261919919954756,1.1412078351647978,3
trades|W252|neut_rv126|p1.0|c21|ph13,0.7398066978846558,0.6601729984849084,0.6601729984849084,0.08543733501094786,0.07511988271883863,0.12069735201579485,0.1456825549077121,0.1500949581499409,0.5004823855828379,12.75304639035773,76.94727819256043,0.007709109434777777,4592,0.6603678173352948,-0.27187572387224124,0.039058738802457214,trades,252,neut_rv126,1.0,21,13,4,1,-0.8177093665529752,1.2806525922666259,1.355238556061716,1.2350898259659082,-0.8177093665529752,1.2578712091162672,3
trades|W252|neut_rv126|p1.0|c21|ph14,0.891687093625398,0.8112160848020809,0.8112160848020809,0.10682094791499508,0.09604933232675816,0.12224327638825536,0.14557931423132386,0.14604260476463304,0.6576802192863812,13.062212898864827,90.21321858890248,0.007848365145188177,4719,0.6880238457908567,-0.22151281386274507,0.039008190272639666,trades,252,neut_rv126,1.0,21,14,4,2,-0.7008777450290282,1.0572742861064277,1.582050780681301,1.7036638878056565,-0.7008777450290282,1.3196625333938643,3
trades|W252|neut_rv126|p1.0|c21|ph15,0.7056947309713603,0.6195973683689999,0.6195973683689999,0.08059151740769543,0.069566673650574,0.12010384130560388,0.1685903872255049,0.17233175017139746,0.4036787973277384,13.664594831017146,68.96350475724518,0.00839408324737307,4825,0.6424013025783312,-0.26933066787501303,0.03729653978210945,trades,252,neut_rv126,1.0,21,15,5,0,-0.8902207941370593,0.7006125481951995,0.9828365467315597,1.9088410149081985,-0.8902207941370593,0.8417245474633797,3
trades|W252|neut_rv126|p1.0|c21|ph16,1.0060854403645585,0.9208771943613013,0.9208771943613013,0.1165530284146461,0.10567239935260986,0.11633939404049724,0.14130601606604787,0.14283406926401188,0.7398262886236682,13.082685800574314,96.54281869913565,0.007884803220297583,4500,0.7759178515188709,-0.2758926789078958,0.0337061441126107,trades,252,neut_rv126,1.0,21,16,5,1,-0.6560419418898276,0.9928617316343678,1.8720824213619653,1.9015301367153294,-0.6560419418898276,1.4324720764981667,3
trades|W252|neut_rv126|p1.0|c21|ph17,0.8823743577501713,0.802668098229435,0.802668098229435,0.10286406982787599,0.09258885524799543,0.1190383375821098,0.17228779672198924,0.17592114861722108,0.5263088376568945,12.501765418391331,91.0048872661367,0.007603108140399271,4432,0.7449019801008772,-0.29448884793552854,0.035139568961788555,trades,252,neut_rv126,1.0,21,17,5,2,-0.9177490165885215,1.3092363352592666,1.3928075303036243,1.8543268413427219,-0.9177490165885215,1.3510219327814454,3
