config,sharpe_1x,sharpe_2x,sharpe_3x,ret_1x,ret_2x,vol_1x,dd_1x,dd_2x,calmar_2x,turnover,gross_edge,cost_share,trades,long_gross,short_gross,top5,tag,aw,vw,phase,power,cadence,F1,F2,F3,F4,worst,median_fold,npos
a252|v252|ph0|p1.0,0.8048413565192121,0.7142799878200436,0.6236300535230347,0.09321200584421008,0.0814595123484636,0.11964672417396917,0.11017506864904336,0.11224410912714256,0.725735301228074,14.405277576041525,74.12792623182894,0.00808308571603221,6595,0.5752007186469787,-0.15245573349193253,0.03233289717734061,surface,252,252,0,1.0,21,-0.35047924227042687,1.618105977693453,1.5111333643212612,0.6147530750375065,-0.35047924227042687,1.0629432196793838,3
a252|v252|ph1|p1.0,0.8780023507575527,0.7842481303128026,0.6903723290742568,0.10413827865071879,0.09168785991259787,0.12121264239508324,0.10102456609293864,0.10658451064155439,0.8602362515970616,15.119293047286389,77.67956567497362,0.008402146459339333,6614,0.5963605299436452,-0.13140303148025884,0.032479161956046824,surface,252,252,1,1.0,21,-0.08809749163057737,1.8081234157742456,1.4238465738977732,0.49361523589319184,-0.08809749163057737,0.9587309048954825,3
a252|v252|ph2|p1.0,0.971402405725265,0.8800424980035974,0.7885256003077309,0.11475711455309612,0.10270317318419697,0.11916279037748224,0.09797657360179957,0.09914299187827835,1.0359095609126825,14.512480017643966,87.13703266314815,0.008074880993543065,7016,0.5664282992878471,-0.06579540244169649,0.03195419364420739,surface,252,252,2,1.0,21,-0.13214673331542137,1.820995485551956,1.298316856745836,0.9374846390976688,-0.13214673331542137,1.1179007479217524,3
a252|v252|ph3|p1.0,0.9463600848468247,0.8579983840628017,0.7694166611246657,0.11004025973285247,0.09853170688054247,0.11763972819107456,0.09578442106013008,0.09633603313499184,1.0227918222714643,13.902788703106351,87.48570465189786,0.007731759904174922,7034,0.5696126647231898,-0.08809303189330409,0.02910386941167053,surface,252,252,3,1.0,21,0.2894163742582896,1.7034848622353596,0.9713209771955271,0.6826332672487488,0.2894163742582896,0.826977122222138,4
a252|v252|ph4|p1.0,0.9145152161093684,0.823316890870671,0.731879904545041,0.10565199359093613,0.09384447069125268,0.11736648973222016,0.10149895421678623,0.10298056304443548,0.9112833326688976,14.330744385864802,82.30799059040169,0.007961446588505354,7095,0.5167510064396892,-0.04978449999469425,0.02676150233710935,surface,252,252,4,1.0,21,0.28542809589635737,1.6573832797538586,1.1240459531352456,0.4671464900791424,0.28542809589635737,0.795596221607194,4
a252|v252|ph5|p1.0,0.9464680538590324,0.8575942098187315,0.7685071797431076,0.11089533887180036,0.09922661995455795,0.11855165542683072,0.08760219086434573,0.08827083409393965,1.1241155810191952,14.093831729725713,86.94807760383252,0.007776098056601666,7657,0.5886600824375698,-0.10352347262006617,0.02820568558705172,surface,252,252,5,1.0,21,0.6964078214491748,1.436780123138289,0.8565107527223919,0.548379989340991,0.548379989340991,0.7764592870857834,4
a252|v252|ph6|p1.0,0.8891688987251153,0.8011590523909918,0.7130060784251324,0.10477196805650113,0.09315312922346797,0.12019476310828732,0.10785340953161748,0.11128510607394082,0.8370673534837134,14.105911177144883,82.97694872727357,0.00777328568286725,7271,0.5672281519989436,-0.10385209666229131,0.028361701674205504,surface,252,252,6,1.0,21,0.6046635964332031,1.4545584772300735,0.8317508281755783,0.4538079827742995,0.4538079827742995,0.7182072123043908,4
a252|v252|ph7|p1.0,0.833793037345754,0.7450135031923673,0.656108458784565,0.0963962320463212,0.08489777533929432,0.1188568950386122,0.09251704230784896,0.09406358814661586,0.902557270162447,14.072311316250357,77.68577184091608,0.00781738795253592,7315,0.5963470726702437,-0.16355240441203056,0.027030296584979442,surface,252,252,7,1.0,21,0.49887422944612964,1.5916289276572009,0.6973748797251674,0.3140248875623556,0.3140248875623556,0.5981245545856485,4
a252|v252|ph8|p1.0,0.937720251042619,0.8507377611057603,0.7635997942250091,0.11219530122186305,0.10052983476080368,0.12124640097991769,0.09777407152872031,0.0984216456594802,1.0214199741042476,14.075489850882366,87.84262912764369,0.007737616482571046,7795,0.5958844720744453,-0.10639446927181365,0.027427058570005016,surface,252,252,8,1.0,21,0.4686253825555789,1.6105873597290095,1.0571725560148142,0.4899470804073615,0.4686253825555789,0.7735598182110879,4
a252|v252|ph9|p1.0,0.8422847730310079,0.7513930481292445,0.6603944162249139,0.09755972786848077,0.08578227383484927,0.11892433315905536,0.10011661575943243,0.10420778400375486,0.8231848959743576,14.402786762785311,76.75170684442946,0.007970738537574504,7616,0.5819591252122596,-0.14432663607927768,0.028086536377003823,surface,252,252,9,1.0,21,0.40870717280434893,1.594656244096092,0.8730207205175767,0.3369534478752296,0.3369534478752296,0.6408639466609628,4
a252|v252|ph10|p1.0,0.761077188837931,0.6727371165798058,0.5843788515616196,0.08772872621096539,0.07631212865556214,0.11995584596896876,0.10166236946186757,0.10257715048222837,0.7439486113311689,14.07535503418535,72.03576640378452,0.007813169682192048,7493,0.6004957403653064,-0.19909097690277144,0.026053790312610847,surface,252,252,10,1.0,21,0.38493321224896493,1.7516361477031868,0.492330605059512,0.1903775106711424,0.1903775106711424,0.43863190865423846,4
a252|v252|ph11|p1.0,0.5988125407037207,0.5104298538827157,0.4220934341384272,0.06733506028206415,0.05601923047339241,0.12107921662576021,0.11487700594006145,0.11887775922464816,0.47123390311833335,14.220608181844941,58.069246142843845,0.007973881902858007,7535,0.5508809824851573,-0.22396260018541678,0.02803904771421095,surface,252,252,11,1.0,21,0.12497103137714984,1.3652466190974855,0.6840179951256915,0.08361066789413817,0.08361066789413817,0.40449451325142066,4
a252|v252|ph12|p1.0,0.5664180505662517,0.4754287030050775,0.38444724990587625,0.06324912244780712,0.05161166113217042,0.1212679744453067,0.11713267148649154,0.1209587235523486,0.42668820913800304,14.673407833848332,53.85380683650331,0.008205514306802004,7394,0.5257105552157048,-0.2128704815815946,0.028975012728525103,surface,252,252,12,1.0,21,-0.29503446294483165,1.343119482986102,0.897479029058601,0.2820905593369915,-0.29503446294483165,0.5897847941977963,3
a252|v252|ph13|p1.0,0.5292862356303193,0.44014660262659977,0.3510834284948288,0.05848169960474947,0.04714023515172916,0.12129464425504384,0.12278113879285324,0.12656315168819854,0.37246413764935327,14.373467667659103,51.693112529178485,0.008054656329223102,7433,0.5421944957016007,-0.2480442458710852,0.028672023768981876,surface,252,252,13,1.0,21,-0.4314995964398152,1.2945203093324216,1.2855595128074295,0.1075130698249867,-0.4314995964398152,0.6965362913162081,3
