config,sharpe_1x,sharpe_2x,sharpe_3x,ret_1x,ret_2x,vol_1x,dd_1x,dd_2x,calmar_2x,turnover,gross_edge,cost_share,trades,long_gross,short_gross,top5,pass,aw,vw,power,cadence,phase,weekday,slot,F1,F2,F3,F4,worst,median_fold,npos
a378|v252|p1.0|c21|ph4,0.49913477251175614,0.43013541541702943,0.43013541541702943,0.05260589974076302,0.04419021832800074,0.11631751115367278,0.16575965584512664,0.1686229463161525,0.26206527221478004,10.703533541601601,61.62085501240361,0.006618014041296059,3890,0.4916554055570024,-0.23054157436129338,0.03486703786106902,windows,378,252,1.0,21,4,1,1,0.37309524696913654,-0.22230377561688772,1.6829096027080825,0.15834698684013637,-0.22230377561688772,0.26572111690463646,3
a378|v315|p1.0|c21|ph4,0.35026316990469153,0.28227175685354566,0.28227175685354566,0.034609182115820314,0.026432577463947116,0.1166486981411252,0.1770858880920595,0.17996291740888037,0.14687791154158508,10.583331964667401,46.006879800444466,0.006592591837017133,3954,0.4637238577995561,-0.27096240906182567,0.0379361924707468,windows,378,315,1.0,21,4,1,1,0.1692882777376379,-0.18726206090213274,1.623342522389479,-0.13932490510209625,-0.18726206090213274,0.014981686317770831,2
a378|v378|p1.0|c21|ph4,0.4433855018593094,0.37767562979629143,0.37767562979629143,0.04598542797787175,0.037983457673990584,0.11685394391191571,0.1695779234845023,0.17240147388289306,0.22031979668452,10.242442265275654,57.92984439761381,0.006337479913186796,3965,0.47831081402927034,-0.24341197560431163,0.03645787639855585,windows,378,378,1.0,21,4,1,1,0.1862544546965607,-0.09074353720592276,1.6418089341951567,0.0878685650595859,-0.09074353720592276,0.1370615098780733,3
a378|v441|p1.0|c21|ph4,0.1748762315458018,0.11116890719858791,0.11116890719858791,0.013634934319766145,0.006156402887028234,0.11623712590145902,0.20191835982333395,0.2048569524777175,0.030052203806448168,9.871805992962525,28.022140296136328,0.006311799848496993,3747,0.3052604042745302,-0.19574558332153136,0.04057368235746117,windows,378,441,1.0,21,4,1,1,-0.6812740761493843,-0.09514988812154852,1.5058664599388836,0.08783693730399383,-0.6812740761493843,-0.0036564754087773446,2
a378|v504|p1.0|c21|ph4,0.14924476511820786,0.08581769646287674,0.08581769646287674,0.010684527804092125,0.0031130130690544267,0.11854661326738047,0.21033320205984363,0.21362227839647752,0.014572511314932956,10.034123464508347,24.69887709662358,0.006492821536355966,4214,0.3223939792226137,-0.2242798322880564,0.04085346663640976,windows,378,504,1.0,21,4,1,1,-1.1095788507755644,0.160568440199551,1.840895605971436,0.029984455002533706,-1.1095788507755644,0.09527644760104235,3
a252|v378|p0.6|c21|ph0,0.9947273619350518,0.9182703123629166,0.9182703123629166,0.1132992325776152,0.10354035368853465,0.11448691956598779,0.15159844563342884,0.15318771168377654,0.6759050876239453,11.743477181014631,104.53114144761717,0.00709956468182971,4976,0.7201300280094476,-0.23415116161026803,0.038356074557534994,phase,252,378,0.6,21,0,0,0,0.12968809228637926,1.03591634749983,1.4346636641301715,1.2709329167491972,0.12968809228637926,1.1534246321245136,4
a252|v378|p0.6|c21|ph1,0.9097551624362143,0.8291265204799023,0.8291265204799023,0.10185164968574933,0.09176118833000224,0.11372336268569476,0.15341707796703552,0.1552258343403513,0.5911463689014859,12.276358775750476,91.99162347357411,0.007456259856665905,4918,0.6886513902334523,-0.2415635706139665,0.038409478641005065,phase,252,378,0.6,21,1,0,1,0.04947709251701155,0.9861196208013291,1.146781004113581,1.262670632671987,0.04947709251701155,1.0664503124574551,4
a252|v378|p0.6|c21|ph2,1.0030897427269236,0.9246104777822319,0.9246104777822319,0.11237984401995327,0.102590871750744,0.11248140800710152,0.13810218156712795,0.13974159251474072,0.7341470059454356,11.79506359222242,103.48372188436281,0.00712713997479264,5147,0.7406796326732632,-0.2574569529040436,0.03754822839859034,phase,252,378,0.6,21,2,0,2,0.1500375608090768,1.2500049920609186,1.2347020656588277,1.1966357110880865,0.1500375608090768,1.215668888373457,4
a252|v378|p0.6|c21|ph3,1.081333507360091,1.0046863823249745,1.0046863823249745,0.12281262604502752,0.11309383486982783,0.11303827657029203,0.1177838367991938,0.11929620445514344,0.9480086595072874,11.588853385757503,113.24853379769421,0.006989016018035851,5095,0.7295676832479492,-0.2099929310529134,0.03724249346898079,phase,252,378,0.6,21,3,1,0,0.5916470813331625,1.5212221695259214,0.9822516521008144,1.014162609421,0.5916470813331625,0.9982071307609072,4
a252|v378|p0.6|c21|ph4,0.9901677275452223,0.9071906299611675,0.9071906299611675,0.1092907713599045,0.09911039542474187,0.11098842368334204,0.13026766149174795,0.1318441190309274,0.7517240522612388,12.295074116564827,97.1616119014845,0.0074311874737051364,5335,0.6650750520646493,-0.19214071717650222,0.0339696713806469,phase,252,378,0.6,21,4,1,1,0.3064780952084356,1.4375970359001606,1.0217721682919527,0.9805073017946436,0.3064780952084356,1.0011397350432982,4
