symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
LTCUSDT,90,41,45.6,111.4191,1.2380,-86.14
LINKUSDT,102,37,36.3,17.2463,0.1691,-13.33
DOTUSDT,69,28,40.6,-61.5720,-0.8923,47.60
BTCUSDT,100,28,28.0,-95.3794,-0.9538,73.74
ETHUSDT,104,32,30.8,-101.0646,-0.9718,78.13
