symbol,feature,n_obs,mean,std,min,p25,p50,p75,max
BCHUSDT,max_dd_window_50,5705,-0.2182021093923926,0.10929512579372909,-0.6625328435581436,-0.2751789038615907,-0.1942746863943391,-0.13564461929350058,-0.04387546087668992
BCHUSDT,ema_spread_atr_20,5727,-0.08842003982135317,1.4107879921238726,-3.9620894240164204,-1.0659153119707807,-0.2544934056423688,0.9654621354510153,4.089620079666225
BCHUSDT,ret_kurt_50,5702,2.7500790887752222,2.891567324097212,-0.9785355514200424,0.8516063886603666,1.8317471861381125,3.603114637712789,20.82872302424042
BCHUSDT,ret_skew_200,5627,0.015863604818660254,0.9581711094774028,-2.4554954724421285,-0.44921385907538713,-0.09572784119398803,0.441144708808431,3.3713163898859073
BCHUSDT,range_realized_vol_50,5703,0.029912358262369976,0.014328555823073835,0.008841986451755776,0.021165258602477505,0.02569264635579214,0.03544955966249119,0.11827769690824232
BCHUSDT,hurst_diff_100_50,5628,0.003090007858978685,0.09906975997284377,-0.3312431891753499,-0.062433109207771176,-0.009825207167286854,0.05492021558549659,0.49583733478143854
BCHUSDT,ret_kurt_200,5627,5.2311138824880326,3.8566513337345336,0.3216151584639218,2.2777708237480185,4.3345747914054575,6.810439889787177,36.64728647954747
BCHUSDT,hurst_100,5628,1.0105810345776371,0.04860588266486891,0.7670764560011155,0.983603826064247,1.0205058655184573,1.044238840662775,1.1171853235363882
BCHUSDT,btc_ret_14d,5685,0.017523555991926308,0.12809507936224143,-0.616704406242107,-0.04836023286885016,0.011763652145944548,0.08425312589072931,0.5311867322037731
BCHUSDT,ret_skew_50,5702,-0.04032593945293002,0.964645383212073,-3.5901146990830513,-0.5664620751717595,-0.05722051768708805,0.5422708941036566,3.8634820730995227
BCHUSDT,vwap_dev_20,5718,-0.026689854726543238,1.296223503509198,-5.203261201019914,-0.8915910440507027,-0.08766117737073119,0.793231465406854,6.202161685951495
BCHUSDT,ret_autocorr_lag1_50,5701,-0.020483812706791366,0.14328990521305582,-0.5251789698868116,-0.10960317664872446,-0.022375183029169857,0.06487936467010955,0.5773369167205744
BCHUSDT,sym_vs_btc_ret_7d,5706,-0.007436626328190651,0.09151285774899734,-0.4598201547999494,-0.05464748543127396,-0.017213092187038814,0.023669195083080297,0.7220647283175889
BCHUSDT,regime_momentum_signed_5d,5628,-0.0003928037385484346,0.11243281305489423,-0.8412748342890985,-0.054340645304963076,-0.003176872113190843,0.05270880286080226,0.6876996231791468
