split,atr_regime,n_trades,win_rate,weighted_pnl,avg_per_trade
IS,high,46,0.2391304347826087,-5.4152,-0.11772173913043478
IS,mid,33,0.2727272727272727,-1.935200000000001,-0.058642424242424274
OOS,high,28,0.35714285714285715,2.4818999999999996,0.0886392857142857
OOS,mid,20,0.45,1.6822000000000004,0.08411000000000002
