split,symbol,n_trades,unweighted_net_pnl_pct,weighted_pnl,weight_attrition_pct,avg_weight_on_wins,avg_weight_on_losses,win_weight_minus_loss_weight,n_killed_weight0
IS,BCHUSDT,83,109.2321,76.6059,-29.868692444803308,0.5748780487804879,0.47619047619047616,0.09868757259001171,17
IS,LDOUSDT,9,0.8863999999999965,8.9253,906.9156137184156,0.7066666666666667,0.48500000000000004,0.22166666666666662,1
IS,TRXUSDT,79,3.953099999999999,-7.3504000000000005,-285.94014823809164,0.5455555555555556,0.6063461538461538,-0.060790598290598186,15
OOS,BCHUSDT,34,26.579900000000002,24.750300000000003,-6.883396852508847,0.7221428571428571,0.6499999999999999,0.07214285714285718,1
OOS,LDOUSDT,12,-14.464799999999999,-6.1783,57.28734583264199,0.9,0.7111111111111111,0.18888888888888888,0
OOS,TRXUSDT,48,6.4651999999999985,4.164099999999997,-35.59209305203245,0.6500000000000001,0.6639285714285714,-0.01392857142857129,3
