split,n_trades,total_weighted_pnl,mean_per_trade,std_per_trade,median_per_trade,p25_per_trade,p75_per_trade,max_per_trade,min_per_trade,n_killed_weight0,killed_pct,top1_share_pct,top3_share_pct,top5_share_pct,top10_share_pct
IS,79,-7.3504,-0.09304303797468354,1.9691794729891772,-0.5428,-1.4246,0.2301,6.8988,-3.5392,15,18.9873417721519,-93.85611667392251,-232.25810840226382,-332.82542446669567,-522.9334457988681
OOS,48,4.1640999999999995,0.08675208333333333,1.6680865243630274,-0.43779999999999997,-1.154475,1.375975,3.8094,-2.2401,3,6.25,91.48195288297593,265.35625945582484,389.67604044091166,627.8259407795202
