symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,88106.700000,83895.225350,1.0000,1742975999999,1743206399999,take_profit,4.7800,0.1000,0.0400,4.6400,4.6400,90212.437325,83895.225350,1743580799999,0.333333
BTCUSDT,1,82604.700000,86812.218758,1.0000,1743292799999,1743609599999,take_profit,5.0936,0.1000,0.0400,4.9536,4.9536,80500.940621,86812.218758,1743897599999,0.333333
BTCUSDT,-1,83181.500000,77207.429355,0.3300,1743724799999,1743983999999,take_profit,7.1820,0.1000,0.0400,7.0420,2.3239,86168.535323,77207.429355,1744329599999,0.333333
BTCUSDT,1,81561.600000,84629.000000,0.3300,1744271999999,1744876800000,timeout,3.7608,0.1000,0.0400,3.6208,1.1949,77458.254016,89768.291968,1744876799999,0.333333
BTCUSDT,-1,87400.600000,89286.806556,0.3300,1745222399999,1745337599999,stop_loss,-2.1581,0.1000,0.0400,-2.2981,-0.7584,89286.806556,83628.186888,1745827199999,0.333333
BTCUSDT,-1,92166.000000,94800.784081,0.3300,1745481599999,1745596799999,stop_loss,-2.8587,0.1000,0.0400,-2.9987,-0.9896,94800.784081,86896.431837,1746086399999,0.333333
BTCUSDT,-1,94325.000000,96641.036020,0.3300,1745683199999,1746115199999,stop_loss,-2.4554,0.1000,0.0400,-2.5954,-0.8565,96641.036020,89692.927960,1746287999999,0.333333
BTCUSDT,-1,97270.100000,99424.081555,0.3300,1746201599999,1746719999999,stop_loss,-2.2144,0.1000,0.0400,-2.3544,-0.7770,99424.081555,92962.136889,1746806399999,1.000000
BTCUSDT,-1,102941.900000,105412.286460,0.3300,1746835199999,1747036799999,stop_loss,-2.3998,0.1000,0.0400,-2.5398,-0.8381,105412.286460,98001.127079,1747439999999,1.000000
BTCUSDT,-1,102624.000000,105177.826117,0.3300,1747123199999,1747583999999,stop_loss,-2.4885,0.1000,0.0400,-2.6285,-0.8674,105177.826117,97516.347766,1747727999999,1.000000
BTCUSDT,-1,105531.600000,108322.299833,0.3300,1747699199999,1747843199999,stop_loss,-2.6444,0.1000,0.0400,-2.7844,-0.9189,108322.299833,99950.200334,1748303999999,1.000000
BTCUSDT,-1,110685.200000,104673.399798,0.3300,1747987199999,1748591999999,take_profit,5.4314,0.1000,0.0400,5.2914,1.7462,113691.100101,104673.399798,1748591999999,1.000000
BTCUSDT,-1,103700.600000,106278.251760,0.3300,1748678399999,1748937599999,stop_loss,-2.4857,0.1000,0.0400,-2.6257,-0.8665,106278.251760,98545.296479,1749283199999,1.000000
BTCUSDT,-1,105254.700000,100750.608669,0.3300,1749052799999,1749167999999,take_profit,4.2792,0.1000,0.0400,4.1392,1.3659,107506.745665,100750.608669,1749657599999,0.333333
BTCUSDT,1,105609.500000,103229.312941,0.3300,1749772799999,1749801599999,stop_loss,-2.2538,0.1000,0.0400,-2.3938,-0.7899,103229.312941,110369.874118,1750377599999,0.333333
BTCUSDT,1,105025.100000,102541.575528,0.3300,1749887999999,1750463999999,stop_loss,-2.3647,0.1000,0.0400,-2.5047,-0.8265,102541.575528,109992.148944,1750492799999,0.333333
BTCUSDT,-1,107134.900000,108849.954106,0.3300,1751356799999,1751500799999,stop_loss,-1.6008,0.1000,0.0400,-1.7408,-0.5745,108849.954106,103704.791788,1751961599999,1.000000
BTCUSDT,-1,109545.200000,111425.576329,0.3300,1751587199999,1752105599999,stop_loss,-1.7165,0.1000,0.0400,-1.8565,-0.6127,111425.576329,105784.447342,1752191999999,0.666667
BTCUSDT,-1,117075.600000,119510.922424,0.3300,1752335999999,1752422399999,stop_loss,-2.0801,0.1000,0.0400,-2.2201,-0.7326,119510.922424,112204.955152,1752940799999,0.666667
BTCUSDT,-1,119816.500000,117330.200000,0.3300,1752537599999,1753142400000,timeout,2.0751,0.1000,0.0400,1.9351,0.6386,122529.580042,114390.339916,1753142399999,1.000000
BTCUSDT,-1,119993.700000,117897.100000,0.9010,1753228799999,1753833600000,timeout,1.7473,0.1000,0.0400,1.6073,1.4481,122717.652418,114545.795165,1753833599999,1.000000
BTCUSDT,-1,117771.000000,113508.681555,0.3300,1753919999999,1754092799999,take_profit,3.6192,0.1000,0.0400,3.4792,1.1481,119902.159222,113508.681555,1754524799999,1.000000
BTCUSDT,1,115366.300000,119754.609090,0.3300,1754495999999,1754899199999,take_profit,3.8038,0.1000,0.0400,3.6638,1.2091,113172.145455,119754.609090,1755100799999,0.333333
BTCUSDT,1,113297.000000,110913.786249,0.3300,1755705599999,1756079999999,stop_loss,-2.1035,0.1000,0.0400,-2.2435,-0.7404,110913.786249,118063.427502,1756310399999,0.333333
BTCUSDT,1,110244.200000,107338.340867,0.3300,1756195199999,1756540799999,stop_loss,-2.6358,0.1000,0.0400,-2.7758,-0.9160,107338.340867,116055.918267,1756799999999,0.666667
BTCUSDT,1,108656.900000,110710.800000,0.3300,1756627199999,1757232000000,timeout,1.8903,0.1000,0.0400,1.7503,0.5776,106259.037757,113452.624485,1757231999999,0.333333
BTCUSDT,-1,112012.600000,113928.492263,0.3300,1757375999999,1757519999999,stop_loss,-1.7104,0.1000,0.0400,-1.8504,-0.6106,113928.492263,108180.815474,1757980799999,0.666667
BTCUSDT,-1,114122.300000,116173.934875,0.3300,1757606399999,1757663999999,stop_loss,-1.7978,0.1000,0.0400,-1.9378,-0.6395,116173.934875,110019.030249,1758211199999,0.333333
BTCUSDT,-1,118444.100000,120566.365952,0.3300,1759391999999,1759449599999,stop_loss,-1.7918,0.1000,0.0400,-1.9318,-0.6375,120566.365952,114199.568097,1759996799999,0.666667
BTCUSDT,-1,122182.700000,124619.957792,0.3300,1759535999999,1759651199999,stop_loss,-1.9948,0.1000,0.0400,-2.1348,-0.7045,124619.957792,117308.184415,1760140799999,0.666667
BTCUSDT,-1,123332.300000,125785.642198,0.3300,1759737599999,1759795199999,stop_loss,-1.9892,0.1000,0.0400,-2.1292,-0.7026,125785.642198,118425.615605,1760342399999,1.000000
BTCUSDT,-1,121286.500000,124042.863460,0.3300,1759881599999,1759967999999,stop_loss,-2.2726,0.1000,0.0400,-2.4126,-0.7962,124042.863460,115773.773080,1760486399999,1.000000
BTCUSDT,-1,121579.300000,115796.723607,0.3300,1760054399999,1760140799999,take_profit,4.7562,0.1000,0.0400,4.6162,1.5234,124470.588196,115796.723607,1760659199999,0.333333
BTCUSDT,-1,111665.200000,108019.900000,0.3300,1760428799999,1761033600000,timeout,3.2645,0.1000,0.0400,3.1245,1.0311,115888.587855,103218.424291,1761033599999,1.000000
BTCUSDT,-1,107532.000000,111344.637517,0.3300,1761177599999,1761292799999,stop_loss,-3.5456,0.1000,0.0400,-3.6856,-1.2162,111344.637517,99906.724965,1761782399999,0.666667
BTCUSDT,-1,111445.400000,114643.831367,0.3300,1761379199999,1761523199999,stop_loss,-2.8700,0.1000,0.0400,-3.0100,-0.9933,114643.831367,105048.537267,1761983999999,0.666667
BTCUSDT,-1,114064.100000,108591.090667,0.3300,1761609599999,1761811199999,take_profit,4.7982,0.1000,0.0400,4.6582,1.5372,116800.604667,108591.090667,1762214399999,0.666667
BTCUSDT,-1,109400.100000,102666.443976,0.3300,1761897599999,1762300799999,take_profit,6.1551,0.1000,0.0400,6.0151,1.9850,112766.928012,102666.443976,1762502399999,1.000000
BTCUSDT,1,103837.000000,100397.685259,0.3300,1762387199999,1762473599999,stop_loss,-3.3122,0.1000,0.0400,-3.4522,-1.1392,100397.685259,110715.629481,1762991999999,0.333333
BTCUSDT,1,103305.200000,99839.437545,0.3300,1762559999999,1763078399999,stop_loss,-3.3549,0.1000,0.0400,-3.4949,-1.1533,99839.437545,110236.724911,1763164799999,0.333333
BTCUSDT,1,96289.400000,92566.066680,0.3300,1763193599999,1763423999999,stop_loss,-3.8668,0.1000,0.0400,-4.0068,-1.3222,92566.066680,103736.066639,1763798399999,0.333333
BTCUSDT,1,92916.900000,89503.042807,0.3300,1763510399999,1763596799999,stop_loss,-3.6741,0.1000,0.0400,-3.8141,-1.2587,89503.042807,99744.614386,1764115199999,0.333333
BTCUSDT,1,87004.600000,86487.300000,0.3300,1763971199999,1764576000000,timeout,-0.5946,0.1000,0.0400,-0.7346,-0.2424,83496.885243,94020.029514,1764575999999,1.000000
