window,pair,half_life,n_trades,gross_pnl,net_pnl
23,CRVUSDT-VETUSDT,49.9,1,-0.04297,-0.04497
23,ADAUSDT-MANAUSDT,34.15,1,-0.29565,-0.29765
23,GALAUSDT-SANDUSDT,55.51,0,0.0,0.0
23,FILUSDT-SANDUSDT,60.45,0,0.0,0.0
23,AAVEUSDT-THETAUSDT,56.35,1,0.10788,0.10588
23,AVAXUSDT-THETAUSDT,42.45,1,-0.26202,-0.26402
23,GALAUSDT-ICPUSDT,32.53,0,0.0,0.0
23,FILUSDT-ICPUSDT,40.41,0,0.0,0.0
23,AVAXUSDT-GALAUSDT,46.56,1,-0.54171,-0.54371
23,FILUSDT-VETUSDT,14.86,1,-0.12702,-0.12902
23,GALAUSDT-VETUSDT,48.59,1,-0.00506,-0.00706
23,AAVEUSDT-HBARUSDT,46.22,1,0.1236,0.1216
23,AVAXUSDT-HBARUSDT,59.17,1,-0.25863,-0.26063
23,FILUSDT-MANAUSDT,59.27,0,0.0,0.0
23,FILUSDT-AAVEUSDT,45.15,1,0.09346,0.09146
23,THETAUSDT-VETUSDT,37.08,0,0.0,0.0
23,ADAUSDT-CRVUSDT,49.36,1,-0.28534,-0.28734
23,AVAXUSDT-FILUSDT,46.07,1,-0.47927,-0.48127
23,ICPUSDT-THETAUSDT,29.3,1,0.17274,0.17074
23,CRVUSDT-THETAUSDT,49.98,1,0.05922,0.05722
23,ADAUSDT-AVAXUSDT,54.29,1,0.26648,0.26448
23,SANDUSDT-ICPUSDT,45.79,1,0.14962,0.14762
23,ICPUSDT-HBARUSDT,47.99,0,0.0,0.0
23,ADAUSDT-THETAUSDT,33.58,1,-0.06037,-0.06237
23,ADAUSDT-GALAUSDT,34.38,1,-0.25579,-0.25779
23,GALAUSDT-CRVUSDT,48.49,0,0.0,0.0
24,FILUSDT-CRVUSDT,45.14,1,-0.16478,-0.16678
24,GALAUSDT-THETAUSDT,42.71,1,-0.02247,-0.02447
24,AXSUSDT-MANAUSDT,39.02,0,0.0,0.0
24,EOSUSDT-ALGOUSDT,75.7,0,0.0,0.0
24,AXSUSDT-ICPUSDT,44.31,1,-1.01803,-1.02003
24,FILUSDT-THETAUSDT,26.31,2,0.43963,0.43563
24,FILUSDT-GALAUSDT,49.22,1,0.03701,0.03501
24,FILUSDT-HBARUSDT,40.42,1,0.2423,0.2403
24,AAVEUSDT-GRTUSDT,64.05,0,0.0,0.0
24,VETUSDT-HBARUSDT,46.37,1,0.08563,0.08363
24,AAVEUSDT-ICPUSDT,55.03,1,0.03709,0.03509
24,GALAUSDT-AXSUSDT,39.67,0,0.0,0.0
24,AAVEUSDT-VETUSDT,35.76,0,0.0,0.0
24,AVAXUSDT-VETUSDT,55.15,1,0.22806,0.22606
24,FILUSDT-AXSUSDT,63.61,1,0.12895,0.12695
24,AXSUSDT-THETAUSDT,46.41,1,0.11072,0.10872
24,SANDUSDT-AXSUSDT,29.9,1,0.11043,0.10843
24,ICPUSDT-VETUSDT,39.44,3,0.37355,0.36755
24,CRVUSDT-ICPUSDT,42.8,1,-0.97055,-0.97255
24,ADAUSDT-ICPUSDT,37.42,2,0.26804,0.26404
24,ADAUSDT-VETUSDT,54.6,1,0.20002,0.19802
24,GALAUSDT-SANDUSDT,67.27,0,0.0,0.0
24,AAVEUSDT-THETAUSDT,60.53,2,0.33351,0.32951
24,GALAUSDT-ICPUSDT,35.9,1,-1.32799,-1.32999
24,FILUSDT-ICPUSDT,32.62,1,-0.6435,-0.6455
24,AAVEUSDT-HBARUSDT,49.3,0,0.0,0.0
24,FILUSDT-VETUSDT,17.66,1,-0.0373,-0.0393
24,FILUSDT-MANAUSDT,59.61,1,0.07124,0.06924
24,FILUSDT-AAVEUSDT,47.79,1,0.10494,0.10294
24,THETAUSDT-VETUSDT,34.88,1,-0.06007,-0.06207
24,ICPUSDT-THETAUSDT,29.58,1,-0.60161,-0.60361
24,ADAUSDT-AVAXUSDT,53.02,1,0.20228,0.20028
24,ICPUSDT-HBARUSDT,45.98,1,-0.27728,-0.27928
24,ADAUSDT-THETAUSDT,38.72,1,0.05104,0.04904
24,GALAUSDT-CRVUSDT,55.1,0,0.0,0.0
24,MANAUSDT-ICPUSDT,50.83,1,-0.9602,-0.9622
25,GALAUSDT-THETAUSDT,53.0,1,-0.03396,-0.03596
25,AXSUSDT-MANAUSDT,37.47,0,0.0,0.0
25,FILUSDT-THETAUSDT,27.54,0,0.0,0.0
25,FILUSDT-GALAUSDT,50.47,1,-0.00078,-0.00278
25,FILUSDT-HBARUSDT,44.33,0,0.0,0.0
25,AAVEUSDT-GRTUSDT,60.84,0,0.0,0.0
25,VETUSDT-HBARUSDT,48.43,0,0.0,0.0
25,AAVEUSDT-ICPUSDT,51.85,1,-0.04117,-0.04317
25,GALAUSDT-AXSUSDT,40.3,0,0.0,0.0
25,AAVEUSDT-VETUSDT,34.92,0,0.0,0.0
25,AVAXUSDT-VETUSDT,39.2,1,-0.0265,-0.0285
25,FILUSDT-AXSUSDT,60.01,0,0.0,0.0
25,AVAXUSDT-AAVEUSDT,53.46,1,0.01593,0.01393
25,SANDUSDT-AXSUSDT,32.12,0,0.0,0.0
25,CRVUSDT-MANAUSDT,51.83,1,-0.04593,-0.04793
25,ICPUSDT-VETUSDT,44.71,1,-0.00177,-0.00377
25,ADAUSDT-ICPUSDT,38.74,1,0.07497,0.07297
25,ADAUSDT-VETUSDT,46.82,0,0.0,0.0
25,GALAUSDT-SANDUSDT,70.37,0,0.0,0.0
25,AAVEUSDT-THETAUSDT,62.09,0,0.0,0.0
25,GALAUSDT-MANAUSDT,35.54,0,0.0,0.0
25,AAVEUSDT-HBARUSDT,48.37,0,0.0,0.0
25,FILUSDT-MANAUSDT,54.96,1,0.1498,0.1478
25,FILUSDT-AAVEUSDT,61.59,0,0.0,0.0
25,ADAUSDT-AVAXUSDT,49.0,1,0.07958,0.07758
25,GALAUSDT-CRVUSDT,51.18,0,0.0,0.0
26,AXSUSDT-MANAUSDT,39.63,0,0.0,0.0
26,FILUSDT-THETAUSDT,28.83,2,-0.1294,-0.1334
26,FILUSDT-GALAUSDT,63.95,1,-0.09323,-0.09523
26,FILUSDT-HBARUSDT,47.48,0,0.0,0.0
26,AAVEUSDT-GRTUSDT,64.81,1,0.25634,0.25434
26,VETUSDT-HBARUSDT,47.6,1,0.01166,0.00966
26,AAVEUSDT-ICPUSDT,61.48,1,0.29024,0.28824
26,AAVEUSDT-VETUSDT,36.07,1,0.19638,0.19438
26,AVAXUSDT-ICPUSDT,48.47,1,0.03395,0.03195
26,AVAXUSDT-VETUSDT,48.04,2,0.29435,0.29035
26,FILUSDT-AXSUSDT,63.46,1,-0.2033,-0.2053
26,AVAXUSDT-AAVEUSDT,60.84,1,0.41313,0.41113
26,SANDUSDT-AXSUSDT,34.97,0,0.0,0.0
26,ADAUSDT-VETUSDT,47.61,1,0.08816,0.08616
26,EOSUSDT-CRVUSDT,53.08,2,0.25931,0.25531
26,AAVEUSDT-THETAUSDT,66.22,1,0.12911,0.12711
26,AAVEUSDT-HBARUSDT,49.52,0,0.0,0.0
26,FILUSDT-AAVEUSDT,63.32,0,0.0,0.0
26,ADAUSDT-AVAXUSDT,52.89,0,0.0,0.0
26,AAVEUSDT-RUNEUSDT,60.68,0,0.0,0.0
26,GALAUSDT-CRVUSDT,57.82,2,0.46841,0.46441
27,AAVEUSDT-ICPUSDT,59.81,0,0.0,0.0
27,AAVEUSDT-HBARUSDT,41.85,0,0.0,0.0
27,AAVEUSDT-VETUSDT,40.78,0,0.0,0.0
27,FILUSDT-AAVEUSDT,57.53,0,0.0,0.0
27,AVAXUSDT-ICPUSDT,47.26,2,0.35088,0.34688
27,AVAXUSDT-VETUSDT,48.87,1,0.28936,0.28736
27,AXSUSDT-MANAUSDT,39.69,0,0.0,0.0
27,ADAUSDT-VETUSDT,53.12,1,0.01145,0.00945
27,ADAUSDT-AVAXUSDT,49.27,1,0.06013,0.05813
27,EOSUSDT-CRVUSDT,54.51,1,-0.03397,-0.03597
27,FILUSDT-THETAUSDT,35.58,1,-0.12387,-0.12587
27,AVAXUSDT-AAVEUSDT,56.82,1,0.39456,0.39256
27,FILUSDT-HBARUSDT,46.02,0,0.0,0.0
27,SANDUSDT-AXSUSDT,36.42,0,0.0,0.0
27,GALAUSDT-CRVUSDT,55.5,1,-0.25067,-0.25267
27,AAVEUSDT-RUNEUSDT,62.19,0,0.0,0.0
27,VETUSDT-HBARUSDT,37.16,1,0.00668,0.00468
28,ICPUSDT-VETUSDT,54.68,0,0.0,0.0
28,FILUSDT-VETUSDT,52.64,1,-0.03387,-0.03587
28,AAVEUSDT-ICPUSDT,48.69,1,0.09537,0.09337
28,AAVEUSDT-HBARUSDT,44.93,1,0.18741,0.18541
28,AAVEUSDT-VETUSDT,42.47,1,0.05145,0.04945
28,FILUSDT-AAVEUSDT,63.48,0,0.0,0.0
28,THETAUSDT-VETUSDT,84.89,1,0.25539,0.25339
28,AVAXUSDT-ICPUSDT,48.28,1,0.16923,0.16723
28,AVAXUSDT-VETUSDT,52.4,1,0.27256,0.27056
28,AXSUSDT-MANAUSDT,39.13,0,0.0,0.0
28,ADAUSDT-AVAXUSDT,56.52,1,0.01336,0.01136
28,BCHUSDT-TRXUSDT,83.91,1,0.41243,0.41043
28,FILUSDT-THETAUSDT,46.42,1,-0.18661,-0.18861
28,AVAXUSDT-AAVEUSDT,60.89,1,0.07194,0.06994
28,FILUSDT-HBARUSDT,47.33,1,0.29261,0.29061
28,AAVEUSDT-RUNEUSDT,45.37,0,0.0,0.0
28,VETUSDT-HBARUSDT,40.15,1,0.24089,0.23889
29,ICPUSDT-VETUSDT,52.73,0,0.0,0.0
29,FILUSDT-VETUSDT,57.0,0,0.0,0.0
29,AAVEUSDT-ICPUSDT,53.85,0,0.0,0.0
29,AAVEUSDT-HBARUSDT,43.99,1,0.24965,0.24765
29,AAVEUSDT-VETUSDT,48.24,0,0.0,0.0
29,FILUSDT-AAVEUSDT,62.05,0,0.0,0.0
29,THETAUSDT-VETUSDT,84.25,1,0.06716,0.06516
29,AVAXUSDT-ICPUSDT,50.19,0,0.0,0.0
29,AVAXUSDT-VETUSDT,57.11,0,0.0,0.0
29,AXSUSDT-MANAUSDT,50.44,0,0.0,0.0
29,FILUSDT-THETAUSDT,54.77,1,0.10609,0.10409
29,FILUSDT-GALAUSDT,64.54,0,0.0,0.0
29,FILUSDT-HBARUSDT,52.41,1,0.19883,0.19683
29,FILUSDT-ICPUSDT,78.96,0,0.0,0.0
29,AAVEUSDT-RUNEUSDT,48.34,0,0.0,0.0
29,VETUSDT-HBARUSDT,28.79,0,0.0,0.0
30,ICPUSDT-VETUSDT,53.73,0,0.0,0.0
30,FILUSDT-VETUSDT,57.15,1,0.02511,0.02311
30,AVAXUSDT-HBARUSDT,54.45,0,0.0,0.0
30,AAVEUSDT-ICPUSDT,43.82,0,0.0,0.0
30,AAVEUSDT-HBARUSDT,38.21,0,0.0,0.0
30,AAVEUSDT-VETUSDT,38.84,0,0.0,0.0
30,FILUSDT-AAVEUSDT,54.9,1,0.00351,0.00151
30,THETAUSDT-VETUSDT,86.27,0,0.0,0.0
30,AVAXUSDT-ICPUSDT,49.0,0,0.0,0.0
30,AVAXUSDT-VETUSDT,55.61,1,-0.06036,-0.06236
30,AXSUSDT-MANAUSDT,52.34,0,0.0,0.0
30,FILUSDT-THETAUSDT,59.13,1,-0.12478,-0.12678
30,ICPUSDT-HBARUSDT,52.77,0,0.0,0.0
30,FILUSDT-GALAUSDT,59.28,0,0.0,0.0
30,FILUSDT-HBARUSDT,59.43,1,-0.00025,-0.00225
30,AAVEUSDT-RUNEUSDT,41.18,0,0.0,0.0
30,VETUSDT-HBARUSDT,31.42,0,0.0,0.0
31,EOSUSDT-ATOMUSDT,57.1,0,0.0,0.0
31,ICPUSDT-VETUSDT,59.85,1,0.03618,0.03418
31,FILUSDT-VETUSDT,64.3,1,-0.02136,-0.02336
31,AVAXUSDT-HBARUSDT,56.97,0,0.0,0.0
31,AAVEUSDT-ICPUSDT,56.17,0,0.0,0.0
31,AAVEUSDT-HBARUSDT,43.63,1,-0.11589,-0.11789
31,AAVEUSDT-VETUSDT,45.18,1,-0.06733,-0.06933
31,THETAUSDT-VETUSDT,89.83,0,0.0,0.0
31,AVAXUSDT-ICPUSDT,58.84,0,0.0,0.0
31,EOSUSDT-SANDUSDT,42.48,0,0.0,0.0
31,AVAXUSDT-VETUSDT,63.42,1,0.24596,0.24396
31,AXSUSDT-MANAUSDT,55.41,0,0.0,0.0
31,SANDUSDT-ATOMUSDT,57.89,0,0.0,0.0
31,ICPUSDT-HBARUSDT,54.94,1,-0.05193,-0.05393
31,ADAUSDT-AAVEUSDT,62.02,1,-0.15868,-0.16068
31,FILUSDT-GALAUSDT,55.88,0,0.0,0.0
31,AAVEUSDT-RUNEUSDT,47.78,0,0.0,0.0
31,VETUSDT-HBARUSDT,32.37,0,0.0,0.0
32,EOSUSDT-ATOMUSDT,53.06,1,-0.08364,-0.08564
32,FILUSDT-VETUSDT,62.81,1,0.03535,0.03335
32,ICPUSDT-VETUSDT,55.63,1,-0.04542,-0.04742
32,AVAXUSDT-HBARUSDT,61.83,1,-0.0722,-0.0742
32,THETAUSDT-VETUSDT,87.65,0,0.0,0.0
32,AVAXUSDT-ICPUSDT,53.92,0,0.0,0.0
32,EOSUSDT-SANDUSDT,34.23,0,0.0,0.0
32,AVAXUSDT-VETUSDT,57.82,1,0.0059,0.0039
32,AXSUSDT-MANAUSDT,56.73,0,0.0,0.0
32,AXSUSDT-ALGOUSDT,52.83,0,0.0,0.0
32,SANDUSDT-ATOMUSDT,33.98,1,-0.21708,-0.21908
32,FILUSDT-GALAUSDT,60.7,0,0.0,0.0
32,AAVEUSDT-RUNEUSDT,44.61,1,-0.11749,-0.11949
32,VETUSDT-HBARUSDT,33.28,0,0.0,0.0
33,ICPUSDT-VETUSDT,68.25,1,0.0108,0.0088
33,THETAUSDT-VETUSDT,94.16,1,0.1402,0.1382
33,AVAXUSDT-ICPUSDT,56.18,0,0.0,0.0
33,EOSUSDT-SANDUSDT,38.56,0,0.0,0.0
33,AVAXUSDT-VETUSDT,65.47,1,-0.00371,-0.00571
33,AXSUSDT-ALGOUSDT,53.11,1,0.03613,0.03413
33,ADAUSDT-AVAXUSDT,58.62,1,0.00165,-0.00035
33,FILUSDT-GALAUSDT,60.69,0,0.0,0.0
33,FILUSDT-HBARUSDT,60.04,0,0.0,0.0
33,VETUSDT-HBARUSDT,37.6,0,0.0,0.0
34,ICPUSDT-VETUSDT,76.7,1,-0.01793,-0.01993
34,AVAXUSDT-ICPUSDT,55.29,0,0.0,0.0
34,EOSUSDT-SANDUSDT,36.39,0,0.0,0.0
34,AXSUSDT-ALGOUSDT,63.14,0,0.0,0.0
34,ADAUSDT-VETUSDT,64.69,0,0.0,0.0
34,FILUSDT-GALAUSDT,60.21,0,0.0,0.0
34,FILUSDT-HBARUSDT,58.82,0,0.0,0.0
34,VETUSDT-HBARUSDT,40.36,0,0.0,0.0
35,AVAXUSDT-ICPUSDT,55.85,0,0.0,0.0
35,EOSUSDT-SANDUSDT,35.41,1,0.33993,0.33793
35,AXSUSDT-ALGOUSDT,48.29,1,-0.21697,-0.21897
35,ADAUSDT-VETUSDT,66.22,1,-0.07481,-0.07681
35,SANDUSDT-ATOMUSDT,50.86,2,-0.16066,-0.16466
35,FILUSDT-GALAUSDT,63.58,0,0.0,0.0
35,FILUSDT-HBARUSDT,55.47,1,-0.35589,-0.35789
35,VETUSDT-HBARUSDT,44.74,2,0.16236,0.15836
36,GRTUSDT-THETAUSDT,55.0,1,0.06078,0.05878
36,AVAXUSDT-ICPUSDT,57.87,0,0.0,0.0
36,EOSUSDT-SANDUSDT,25.94,1,0.05,0.048
36,FILUSDT-GALAUSDT,61.85,0,0.0,0.0
37,AVAXUSDT-ICPUSDT,60.92,0,0.0,0.0
37,FILUSDT-AXSUSDT,46.7,0,0.0,0.0
37,SANDUSDT-MANAUSDT,54.88,1,-0.00146,-0.00346
37,GRTUSDT-THETAUSDT,39.17,1,-0.05887,-0.06087
37,FILUSDT-GALAUSDT,53.85,0,0.0,0.0
38,AVAXUSDT-ICPUSDT,64.92,0,0.0,0.0
38,FILUSDT-GALAUSDT,47.91,1,0.0873,0.0853
