symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
LTCUSDT,149,67,45.0,89.0822,0.5979,-60.14
DOTUSDT,119,56,47.1,56.1224,0.4716,-37.89
BTCUSDT,140,52,37.1,-16.1784,-0.1156,10.92
LINKUSDT,164,57,34.8,-114.7755,-0.6999,77.49
ETHUSDT,175,60,34.3,-162.3765,-0.9279,109.62
