symbol,n_is,sigma_per_candle_p10,sigma_per_candle_p25,sigma_per_candle_p50,sigma_per_candle_p75,sigma_per_candle_p90,natr21_p10,natr21_p25,natr21_p50,natr21_p75,natr21_p90,cur_tp_dist_pct_p10,cur_tp_dist_pct_p50,cur_tp_dist_pct_p90,cur_sl_dist_pct_p10,cur_sl_dist_pct_p50,cur_sl_dist_pct_p90,ewma_tp_dist_pct_p10,ewma_tp_dist_pct_p50,ewma_tp_dist_pct_p90,ewma_sl_dist_pct_p10,ewma_sl_dist_pct_p50,ewma_sl_dist_pct_p90,suggested_k_tp_local,suggested_k_sl_local,cur_tp_over_sigma_p50,ewma_tp_over_sigma_p50,median_ratio_ewma_to_atr
BTCUSDT,5707,0.0113271503135688,0.012929851219056291,0.016071593691313724,0.020611261942471024,0.025847217667739068,1.510750470930702,1.892683785879802,2.458414832177023,3.2170476869891553,4.184801904079568,4.3811763656990355,7.129403013313367,12.135925521830748,2.1905881828495177,3.5647015066566836,6.067962760915374,5.502197514327611,7.806825230676107,12.555364135439907,2.7510987571638057,3.9034126153380533,6.277682067719954,0.968020542386048,0.484010271193024,0.936565056367528,1.06,1.1317953758719284
ETHUSDT,5707,0.013588695727514387,0.016594174583148318,0.020695389667999803,0.026592489063462395,0.03396173354268698,1.8904039873899163,2.4263589990049788,3.1366023464155446,4.183525598840367,5.5101042085019545,5.482171563430757,9.096146804605079,15.979302204655665,2.7410857817153786,4.548073402302539,7.989651102327833,6.600750037308116,10.052848107162907,16.497014757276087,3.300375018654058,5.0264240535814535,8.248507378638044,0.9591227789477169,0.47956138947385846,0.9558717681667337,1.06,1.1089353564997255
LINKUSDT,5658,0.019820585717893836,0.023182459930854257,0.029296497908675882,0.036652506863181764,0.04316452527963644,2.7780488384005517,3.445849371604119,4.397684904118744,5.809589212909426,7.57411229539043,9.723170934401931,15.391897164415605,26.509393033866505,4.861585467200966,7.695948582207802,13.254696516933253,9.62790944328457,14.230862441944005,20.9672986696615,4.813954721642285,7.1154312209720025,10.48364933483075,1.1464808307184913,0.5732404153592456,1.1492843690712193,1.06,0.9223130745769572
LTCUSDT,5667,0.015182929917852814,0.019290436752635504,0.024959430375572907,0.030999599198567263,0.03765924866749499,2.1770596154118724,2.759792632573032,3.694536039869945,4.981159369047558,6.587102591913168,7.6197086539415535,12.930876139544807,23.05485907169609,3.8098543269707768,6.465438069772404,11.527429535848045,7.375154115695638,12.12411877389855,18.29309390919983,3.687577057847819,6.062059386949275,9.146546954599915,1.1305340176496848,0.5652670088248424,1.1477680460077087,1.06,0.9235315477608973
DOTUSDT,5005,0.01630659215192295,0.020672053018755694,0.028389005726530903,0.03662296755881931,0.04501623557249057,2.2847028376026066,2.991244243816657,4.150537350870338,5.497546653721382,7.394367324496305,7.996459931609123,14.526880728046184,25.880285635737067,3.9982299658045615,7.263440364023092,12.940142817868534,7.9209764434737355,13.790045370514441,21.86677254336759,3.9604882217368678,6.895022685257221,10.933386271683794,1.1166383545520204,0.5583191772760102,1.127541157296029,1.06,0.940098721134047
