symbol,n_is_valid,ratio_tp_p10,ratio_tp_p25,ratio_tp_p50,ratio_tp_p75,ratio_tp_p90
BTCUSDT,5707,0.8188189364380473,0.974033665383303,1.1317953758719284,1.2869251737187883,1.4710677243389603
ETHUSDT,5707,0.8125380898013775,0.9518260676450117,1.1089353564997255,1.301596700661665,1.4560657195038296
LINKUSDT,5658,0.6698309709214295,0.7874486326134825,0.9223130745769572,1.0528732283616218,1.17649935298998
LTCUSDT,5667,0.6570205366093256,0.7811835757496353,0.9235315477608973,1.0668744118803084,1.2116441142382153
DOTUSDT,5005,0.6944599993770201,0.8096683007605905,0.940098721134047,1.0712341917383172,1.2021690326206
