symbol,C_logistic,L_lgbm,M_mlp,T_temporal_mlp
BCHUSDT,0.44841658815571284,0.4965395073516099,0.4841821732234704,0.47647909133585814
LDOUSDT,0.4772367806580014,0.5102430163270921,0.49245774198386494,0.49115800729271064
TRXUSDT,0.4666282438263071,0.4910472977922269,0.49060701113158384,0.483240015873126
