capacity,mean_auc,std_auc,min_auc,max_auc,n_folds,lgbm_reference_auc,beats_lgbm
mlp_deep_64_32_16,0.4934911731773412,0.04560037899030618,0.42601712250928103,0.5847938452543882,24,0.5000333549420883,False
mlp_base_64_32,0.4876183790397633,0.05400350781237237,0.38944923779047,0.582427925989673,24,0.5000333549420883,False
mlp_wide_128_64,0.4863609042772194,0.050888768378874724,0.3661846315874752,0.573260340955899,24,0.5000333549420883,False
mlp_tiny_16,0.4842827667294536,0.04854351303023582,0.4006364118493825,0.5689088397790055,24,0.5000333549420883,False
mlp_base_strong_reg,0.4841385743553433,0.051800060646713476,0.39859035119698627,0.5907731965612086,24,0.5000333549420883,False
