symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,47704.350000,43265.331632,1.0000,1641081599999,1641427199999,take_profit,9.3053,0.1000,9.2053,9.2053,49923.859184,43265.331632,1641686399999,0.717861
BTCUSDT,1,41851.220000,43060.660000,1.0000,1641772799999,1642377600000,timeout,2.8899,0.1000,2.7899,2.7899,39581.351587,46390.956826,1642377599999,0.728868
BTCUSDT,1,42040.000000,40465.344926,1.0000,1642492799999,1642751999999,stop_loss,-3.7456,0.1000,-3.8456,-3.8456,40465.344926,45189.310147,1643097599999,0.821937
BTCUSDT,-1,37321.950000,38269.000000,1.0000,1643183999999,1643788800000,timeout,-2.5375,0.1000,-2.6375,-2.6375,40208.761204,31548.327592,1643788799999,0.726556
BTCUSDT,-1,36995.500000,38827.486593,1.0000,1643875199999,1643990399999,stop_loss,-4.9519,0.1000,-5.0519,-5.0519,38827.486593,33331.526814,1644479999999,0.973375
BTCUSDT,-1,42712.800000,44750.590322,0.3300,1644220799999,1644307199999,stop_loss,-4.7709,0.1000,-4.8709,-1.6074,44750.590322,38637.219356,1644825599999,0.975271
BTCUSDT,-1,43798.900000,44165.600000,0.3300,1644393599999,1644998400000,timeout,-0.8372,0.1000,-0.9372,-0.3093,46202.069727,38992.560546,1644998399999,0.796918
BTCUSDT,-1,43902.400000,40207.456509,0.3300,1645084799999,1645142399999,take_profit,8.4163,0.1000,8.3163,2.7444,45749.871745,40207.456509,1645689599999,0.925889
BTCUSDT,-1,39266.200000,35460.638207,0.3300,1645430399999,1645689599999,take_profit,9.6917,0.1000,9.5917,3.1653,41168.980896,35460.638207,1646035199999,0.742572
BTCUSDT,-1,39388.500000,42315.339389,0.3300,1645804799999,1646092799999,stop_loss,-7.4307,0.1000,-7.5307,-2.4851,42315.339389,33534.821223,1646409599999,0.844500
BTCUSDT,-1,37878.200000,40118.916553,0.3300,1646639999999,1646812799999,stop_loss,-5.9156,0.1000,-6.0156,-1.9851,40118.916553,33396.766893,1647244799999,0.776679
BTCUSDT,-1,39407.200000,40898.000000,0.3300,1646956799999,1647561600000,timeout,-3.7831,0.1000,-3.8831,-1.2814,42090.408434,34040.783132,1647561599999,0.840606
BTCUSDT,-1,41751.500000,43946.629490,0.3300,1647647999999,1648137599999,stop_loss,-5.2576,0.1000,-5.3576,-1.7680,43946.629490,37361.241021,1648252799999,0.719496
BTCUSDT,-1,44320.200000,46103.979865,0.3300,1648223999999,1648425599999,stop_loss,-4.0248,0.1000,-4.1248,-1.3612,46103.979865,40752.640270,1648828799999,0.882731
BTCUSDT,-1,47330.100000,46705.400000,0.3300,1648540799999,1649145600000,timeout,1.3199,0.1000,1.2199,0.4026,49052.886041,43884.527918,1649145599999,0.858245
BTCUSDT,-1,38692.100000,35471.898839,1.0000,1651507199999,1651795199999,take_profit,8.3226,0.1000,8.2226,8.2226,40302.200580,35471.898839,1652111999999,0.784347
BTCUSDT,1,30172.300000,30251.600000,1.0000,1652428799999,1653033600000,timeout,0.2628,0.1000,0.1628,0.1628,26650.532953,37215.834094,1653033599999,0.714890
BTCUSDT,1,29411.100000,28871.000000,1.0000,1653119999999,1653724800000,timeout,-1.8364,0.1000,-1.9364,-1.9364,27441.557196,33350.185608,1653724799999,0.814006
BTCUSDT,-1,31479.600000,30547.900000,1.0000,1654070399999,1654675200000,timeout,2.9597,0.1000,2.8597,2.8597,32894.551205,28649.697591,1654675199999,0.728060
BTCUSDT,-1,27629.400000,24587.561376,1.0000,1655020799999,1655107199999,take_profit,11.0094,0.1000,10.9094,10.9094,29150.319312,24587.561376,1655625599999,0.710118
BTCUSDT,-1,19305.900000,20412.491448,1.0000,1656892799999,1657007999999,stop_loss,-5.7319,0.1000,-5.8319,-5.8319,20412.491448,17092.717105,1657497599999,0.725970
BTCUSDT,-1,20150.900000,21365.262271,1.0000,1657094399999,1657238399999,stop_loss,-6.0263,0.1000,-6.1263,-6.1263,21365.262271,17722.175458,1657699199999,0.799965
BTCUSDT,-1,21587.900000,19119.622724,0.3300,1657324799999,1657727999999,take_profit,11.4336,0.1000,11.3336,3.7401,22822.038638,19119.622724,1657929599999,0.703911
BTCUSDT,1,20785.100000,23153.293954,0.3300,1657900799999,1658246399999,take_profit,11.3937,0.1000,11.2937,3.7269,19601.003023,23153.293954,1658505599999,0.720110
