symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,88106.700000,83895.225350,0.5844,1742975999999,1743206399999,take_profit,4.7800,0.1000,0.0400,4.6400,2.7116,90212.437325,83895.225350,1743580799999,0.333333
BTCUSDT,1,82604.700000,86812.218758,0.7200,1743292799999,1743609599999,take_profit,5.0936,0.1000,0.0400,4.9536,3.5665,80500.940621,86812.218758,1743897599999,0.333333
BTCUSDT,-1,83181.500000,77207.429355,0.2964,1743724799999,1743983999999,take_profit,7.1820,0.1000,0.0400,7.0420,2.0875,86168.535323,77207.429355,1744329599999,0.333333
BTCUSDT,1,81561.600000,84629.000000,0.3300,1744271999999,1744876800000,timeout,3.7608,0.1000,0.0400,3.6208,1.1949,77458.254016,89768.291968,1744876799999,0.333333
BTCUSDT,-1,87400.600000,89286.806556,0.3300,1745222399999,1745337599999,stop_loss,-2.1581,0.1000,0.0400,-2.2981,-0.7584,89286.806556,83628.186888,1745827199999,0.333333
BTCUSDT,-1,92166.000000,94800.784081,0.3300,1745481599999,1745596799999,stop_loss,-2.8587,0.1000,0.0400,-2.9987,-0.9896,94800.784081,86896.431837,1746086399999,0.333333
BTCUSDT,-1,94325.000000,96641.036020,0.3218,1745683199999,1746115199999,stop_loss,-2.4554,0.1000,0.0400,-2.5954,-0.8351,96641.036020,89692.927960,1746287999999,0.333333
BTCUSDT,-1,97270.100000,99424.081555,0.3080,1746201599999,1746719999999,stop_loss,-2.2144,0.1000,0.0400,-2.3544,-0.7251,99424.081555,92962.136889,1746806399999,1.000000
BTCUSDT,-1,102941.900000,105412.286460,0.2960,1746835199999,1747036799999,stop_loss,-2.3998,0.1000,0.0400,-2.5398,-0.7518,105412.286460,98001.127079,1747439999999,1.000000
BTCUSDT,-1,102624.000000,105177.826117,0.2836,1747123199999,1747583999999,stop_loss,-2.4885,0.1000,0.0400,-2.6285,-0.7455,105177.826117,97516.347766,1747727999999,1.000000
BTCUSDT,-1,105531.600000,108322.299833,0.2713,1747699199999,1747843199999,stop_loss,-2.6444,0.1000,0.0400,-2.7844,-0.7554,108322.299833,99950.200334,1748303999999,1.000000
BTCUSDT,-1,110685.200000,104673.399798,0.2588,1747987199999,1748591999999,take_profit,5.4314,0.1000,0.0400,5.2914,1.3697,113691.100101,104673.399798,1748591999999,1.000000
BTCUSDT,-1,103700.600000,106278.251760,0.2814,1748678399999,1748937599999,stop_loss,-2.4857,0.1000,0.0400,-2.6257,-0.7390,106278.251760,98545.296479,1749283199999,1.000000
BTCUSDT,-1,105254.700000,100750.608669,0.2693,1749052799999,1749167999999,take_profit,4.2792,0.1000,0.0400,4.1392,1.1145,107506.745665,100750.608669,1749657599999,0.333333
