month,pnl_pct,trade_count
2025-03,2.7116,1
2025-04,5.1010,5
2025-05,-2.4433,6
2025-06,-1.0050,4
2025-07,0.0605,5
2025-08,0.4892,4
2025-09,-0.5715,3
2025-10,-0.9425,9
2025-11,-2.1898,5
2025-12,-1.0601,7
2026-01,1.1577,7
2026-02,1.5567,5
2026-03,3.3710,2
2026-04,-4.3296,5
2026-05,-0.9596,3
2026-06,0.2106,2
