symbol,n_obs,min,q25,median,q75,max,mean,std,skew,kurt,adf_p_value_063,stationary_at_p05
BCHUSDT,5700,7.5269953365875155,19.259959512958773,25.647403785636378,34.24461650824597,75.47349925778798,27.45634114874357,10.674755624247185,0.7894388180289766,0.5674366879370294,1.05e-25,True
LDOUSDT,2714,9.6952985667311,18.535984091439353,23.19180104687746,31.696255375529766,68.98900757780096,25.949829135684435,10.205672875351238,1.2817636343711336,2.0971818893260736,9.54e-16,True
TRXUSDT,5642,7.424046075182227,17.5863221024958,23.350229515733353,31.29511921165009,72.57812692199067,25.706364366729186,11.082732088554236,1.1517427170614076,1.430370763870339,8.46e-22,True
