feature_name,mean_gain,importance_rank
vol_atr_14,4043.3447,1
btc_funding_spread_30_90,3898.8228,2
trend_aroon_osc_50,3535.1645,3
stat_kurtosis_20,2900.1868,4
stat_skew_20,2677.0539,5
trend_adx_14,2458.9144,6
oi_delta_30_z90,2134.7873,7
stat_autocorr_lag5,2115.7081,8
interact_natr_x_adx,2090.2929,9
vol_bb_bandwidth_20,1687.7585,10
mom_macd_line_12_26_9,1658.5164,11
vol_natr_14,1562.2569,12
eth_vs_btc_ret_ratio_30,1275.8871,13
mom_macd_hist_12_26_9,1055.2519,14
vol_cmf_14,953.9268,15
long_short_zscore_30,838.7398,16
mr_pct_from_high_20,802.8569,17
mr_pct_from_low_20,776.3618,18
vol_mfi_14,699.7999,19
trend_minus_di_14,692.3776,20
trend_plus_di_14,657.2808,21
funding_rate_zscore_30,554.7924,22
interact_rsi_x_adx,501.4165,23
trend_aroon_osc_14,495.1467,24
funding_rate_zscore_90,416.2307,25
trend_supertrend_14_3,380.0744,26
interact_rsi_x_natr,344.0213,27
mom_rsi_14,310.9185,28
interact_stoch_x_adx,308.4975,29
regime_momentum_signed_5d,293.4531,30
mom_willr_14,264.7433,31
trend_ema_cross_5_12,243.8818,32
mom_roc_10,183.6763,33
mom_stoch_d_14,178.5373,34
cal_dow_norm,154.8387,35
mom_stoch_k_14,141.9,36
stat_return_5,125.9571,37
vol_range_spike_72,106.8077,38
vol_volume_rel_20,70.2467,39
vol_taker_buy_ratio,67.1662,40
interact_ret1_x_ret3,66.7927,41
interact_ret1_x_natr,65.0388,42
vol_range_spike_24,60.4174,43
vol_volume_pctchg_5,48.7023,44
stat_log_return_1,28.5774,45
cal_hour_norm,9.2997,46
mr_rsi_extreme_14,3.1356,47
dot_vs_btc_ret_ratio_30,0.0,48
