symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
LDOUSDT,17,8,47.1,51.9035,3.0531,-84.82
BCHUSDT,67,30,44.8,34.9474,0.5216,-57.11
TRXUSDT,68,28,41.2,25.5953,0.3764,-41.83
MKRUSDT,73,17,23.3,-173.6411,-2.3786,283.75
