symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,1,36480.200000,35224.169488,0.3300,1699603199999,1700006399999,stop_loss,-3.4430,0.1000,0.0400,-3.5830,-1.1824,35224.169488,38992.261025,1700207999999,0.100000
BTCUSDT,-1,37460.700000,37378.500000,0.3300,1700121599999,1700726400000,timeout,0.2194,0.1000,0.0400,0.0794,0.0262,38665.398771,35051.302457,1700726399999,0.650000
BTCUSDT,-1,37531.100000,38234.900000,0.3300,1700812799999,1701417600000,timeout,-1.8752,0.1000,0.0400,-2.0152,-0.6650,38627.326302,35338.647395,1701417599999,0.400000
BTCUSDT,-1,38683.900000,39491.505837,0.3300,1701503999999,1701561599999,stop_loss,-2.0877,0.1000,0.0400,-2.2277,-0.7351,39491.505837,37068.688326,1702108799999,0.800000
BTCUSDT,1,43184.500000,41992.797042,0.3300,1702022399999,1702281599999,stop_loss,-2.7596,0.1000,0.0400,-2.8996,-0.9569,41992.797042,45567.905915,1702627199999,0.200000
BTCUSDT,1,41930.100000,43062.100000,0.3300,1702367999999,1702972800000,timeout,2.6997,0.1000,0.0400,2.5597,0.8447,40490.161645,44809.976711,1702972799999,0.750000
BTCUSDT,1,42950.000000,42496.000000,0.3300,1703059199999,1703664000000,timeout,-1.0570,0.1000,0.0400,-1.1970,-0.3950,41555.382927,45739.234146,1703663999999,0.500000
BTCUSDT,-1,43087.200000,44229.887881,0.3300,1703750399999,1704153599999,stop_loss,-2.6520,0.1000,0.0400,-2.7920,-0.9214,44229.887881,40801.824238,1704355199999,0.300000
BTCUSDT,-1,44979.800000,42447.944898,0.3300,1704239999999,1704297599999,take_profit,5.6289,0.1000,0.0400,5.4889,1.8113,46245.727551,42447.944898,1704844799999,0.650000
BTCUSDT,-1,44143.800000,45960.065574,0.3300,1704412799999,1704758399999,stop_loss,-4.1144,0.1000,0.0400,-4.2544,-1.4040,45960.065574,40511.268853,1705017599999,0.150000
BTCUSDT,1,42788.100000,41099.676504,0.3300,1705391999999,1705622399999,stop_loss,-3.9460,0.1000,0.0400,-4.0860,-1.3484,41099.676504,46164.946992,1705996799999,0.100000
BTCUSDT,1,41652.400000,40209.186708,0.3300,1705737599999,1705967999999,stop_loss,-3.4649,0.1000,0.0400,-3.6049,-1.1896,40209.186708,44538.826583,1706342399999,0.050000
BTCUSDT,1,39890.000000,42420.522509,0.3300,1706054399999,1706428799999,take_profit,6.3438,0.1000,0.0400,6.2038,2.0472,38624.738745,42420.522509,1706659199999,0.150000
BTCUSDT,-1,42040.000000,43083.462661,0.3300,1706515199999,1706572799999,stop_loss,-2.4821,0.1000,0.0400,-2.6221,-0.8653,43083.462661,39953.074679,1707119999999,0.350000
BTCUSDT,-1,42918.300000,43079.100000,0.3300,1706659199999,1707264000000,timeout,-0.3747,0.1000,0.0400,-0.5147,-0.1698,44041.189887,40672.520227,1707263999999,0.550000
BTCUSDT,-1,44500.800000,45461.722799,0.3300,1707379199999,1707436799999,stop_loss,-2.1593,0.1000,0.0400,-2.2993,-0.7588,45461.722799,42578.954402,1707983999999,0.800000
BTCUSDT,-1,47332.000000,48474.410306,0.3300,1707580799999,1707638399999,stop_loss,-2.4136,0.1000,0.0400,-2.5536,-0.8427,48474.410306,45047.179387,1708185599999,0.900000
BTCUSDT,-1,48753.100000,50224.431530,0.3300,1707839999999,1707926399999,stop_loss,-3.0179,0.1000,0.0400,-3.1579,-1.0421,50224.431530,45810.436940,1708444799999,0.900000
BTCUSDT,-1,51813.800000,53027.546101,0.3300,1708387199999,1708444799999,stop_loss,-2.3425,0.1000,0.0400,-2.4825,-0.8192,53027.546101,49386.307797,1708991999999,0.800000
BTCUSDT,-1,51877.800000,53383.791315,0.3300,1708559999999,1708991999999,stop_loss,-2.9030,0.1000,0.0400,-3.0430,-1.0042,53383.791315,48865.817369,1709164799999,0.800000
BTCUSDT,1,69637.000000,67589.198656,1.0000,1711958399999,1712044799999,stop_loss,-2.9407,0.1000,0.0400,-3.0807,-3.0807,67589.198656,73732.602688,1712563199999,0.900000
BTCUSDT,-1,70444.000000,66000.595373,1.0000,1712649599999,1712966399999,take_profit,6.3077,0.1000,0.0400,6.1677,6.1677,72665.702314,66000.595373,1713254399999,0.450000
BTCUSDT,1,64478.800000,62279.660206,1.0000,1714089599999,1714377599999,stop_loss,-3.4106,0.1000,0.0400,-3.5506,-3.5506,62279.660206,68877.079589,1714694399999,0.650000
BTCUSDT,1,63123.800000,61191.306040,1.0000,1714463999999,1714492799999,stop_loss,-3.0614,0.1000,0.0400,-3.2014,-3.2014,61191.306040,66988.787921,1715068799999,0.850000
