feature_name,mean_gain,importance_rank
vol_ad,4857.7882,1
vol_vwap,4719.771,2
trend_sma_50,3822.2302,3
trend_sma_100,3038.3845,4
trend_ema_100,2469.0896,5
trend_ema_5,2285.6081,6
mr_dist_vwap,2226.2092,7
vol_taker_buy_ratio_sma_50,2226.1138,8
stat_kurtosis_50,1977.2468,9
stat_autocorr_lag1,1965.0491,10
vol_obv,1957.032,11
vol_garman_klass_50,1845.8144,12
trend_aroon_osc_50,1782.0566,13
stat_autocorr_lag10,1679.0245,14
stat_skew_50,1592.1186,15
trend_ema_50,1485.8558,16
vol_hist_50,1383.9686,17
mr_pct_from_low_100,1377.3916,18
trend_adx_14,1255.4745,19
stat_skew_20,1225.3771,20
trend_sma_20,1198.6593,21
vol_bb_bandwidth_30,1157.9209,22
vol_hist_20,1133.5099,23
trend_adx_21,1111.4176,24
vol_parkinson_50,1109.92,25
stat_autocorr_lag5,1090.9962,26
trend_ema_21,1020.5531,27
trend_sma_cross_20_100,972.2382,28
trend_sma_cross_20_50,964.6317,29
mr_pct_from_low_50,945.9589,30
trend_aroon_up_50,872.2037,31
vol_parkinson_20,851.1469,32
vol_hist_10,826.8858,33
vol_hist_30,821.9361,34
vol_garman_klass_30,819.7533,35
mr_pct_from_high_100,760.6277,36
vol_atr_21,746.2573,37
trend_aroon_down_50,725.4086,38
trend_aroon_osc_25,725.1934,39
stat_kurtosis_30,708.8113,40
trend_ema_9,695.3361,41
interact_natr_x_adx,670.5393,42
stat_kurtosis_20,654.7618,43
stat_skew_30,641.4164,44
vol_garman_klass_20,636.8354,45
vol_bb_bandwidth_20,636.1539,46
mr_pct_from_high_50,623.9681,47
trend_adx_7,546.7585,48
trend_plus_di_21,528.5783,49
vol_taker_buy_ratio_sma_20,507.5048,50
vol_cmf_20,485.2129,51
mr_zscore_100,462.7977,52
mr_pct_from_low_20,462.7051,53
trend_ema_12,444.1011,54
trend_ema_cross_12_50,429.6696,55
vol_cmf_14,428.815,56
vol_mfi_21,408.1553,57
mom_macd_hist_12_26_9,389.0036,58
trend_psar_af,375.7607,59
vol_parkinson_30,357.7857,60
trend_minus_di_21,351.3806,61
trend_sma_10,350.1119,62
mom_macd_line_8_21_5,345.2982,63
mom_macd_signal_12_26_9,325.5353,64
vol_atr_14,314.9723,65
vol_taker_buy_ratio_sma_10,305.0824,66
mom_roc_30,299.8399,67
trend_plus_di_14,296.4635,68
mom_macd_signal_8_21_5,264.9951,69
mom_macd_signal_5_13_3,262.7323,70
interact_rsi_x_adx,229.5873,71
mr_dist_sma_50,223.5345,72
trend_sma_cross_10_50,211.3692,73
