feature_name,mean_gain,importance_rank
trend_minus_di_14,204.8913,74
stat_skew_10,198.766,75
mom_macd_hist_8_21_5,191.8984,76
trend_ema_cross_9_21,187.2032,77
vol_cmf_10,186.9673,78
vol_bb_bandwidth_10,183.1508,79
trend_aroon_up_25,177.9525,80
mr_zscore_50,177.807,81
mom_macd_line_12_26_9,174.8404,82
mom_rsi_30,174.7883,83
mom_mom_20,172.4271,84
mom_willr_21,158.4399,85
mom_roc_20,158.4119,86
stat_kurtosis_10,153.6384,87
mr_bb_pctb_30,149.5537,88
trend_aroon_osc_14,147.3311,89
vol_bb_bandwidth_15,146.4999,90
mr_pct_from_high_10,143.8,91
vol_atr_10,140.3136,92
vol_parkinson_10,139.2824,93
trend_supertrend_7_3,139.1695,94
mr_pct_from_high_20,136.6722,95
trend_minus_di_7,134.7777,96
vol_hist_5,130.4115,97
mom_rsi_21,128.1389,98
mr_dist_sma_20,124.0065,99
vol_garman_klass_10,120.2724,100
vol_mfi_14,113.1316,101
interact_stoch_x_adx,112.452,102
mom_roc_15,111.6928,103
vol_natr_7,108.2325,104
vol_taker_buy_ratio_sma_5,105.7305,105
stat_return_30,92.5362,106
mr_bb_pctb_10,92.4904,107
mr_pct_from_low_10,92.2797,108
mom_macd_hist_5_13_3,92.2495,109
interact_rsi_x_natr,86.5144,110
vol_natr_14,83.8168,111
trend_plus_di_7,82.3952,112
vol_atr_5,82.0655,113
mom_stoch_k_21,80.4939,114
trend_aroon_down_25,78.7314,115
mom_stoch_d_21,78.4428,116
mr_pct_from_low_5,77.4733,117
mom_willr_14,77.3382,118
mom_mom_15,77.1193,119
vol_atr_7,76.0789,120
mom_rsi_14,75.5382,121
vol_natr_21,75.0945,122
trend_supertrend_10_2,74.5619,123
vol_mfi_7,72.5428,124
mom_macd_line_5_13_3,72.0619,125
vol_mfi_10,67.4444,126
mom_stoch_d_14,66.1645,127
mr_bb_pctb_20,65.6556,128
mr_bb_pctb_15,65.4613,129
mr_zscore_30,64.0799,130
trend_ema_cross_5_12,60.198,131
mr_pct_from_high_5,53.7032,132
mom_mom_5,52.3523,133
mom_willr_7,50.1406,134
mom_rsi_5,49.8235,135
mom_mom_10,48.4445,136
vol_volume_pctchg_15,48.1739,137
cal_dow_norm,46.9314,138
mom_rsi_9,46.6864,139
mr_dist_sma_10,45.3632,140
mom_roc_10,44.6812,141
mom_stoch_d_9,44.4533,142
stat_log_return_20,44.1899,143
mom_stoch_d_5,43.4894,144
vol_volume_pctchg_30,41.4022,145
mom_roc_3,41.2665,146
vol_volume_pctchg_20,39.559,147
mom_stoch_k_9,36.5631,148
mom_stoch_k_5,33.0311,149
mom_rsi_7,32.7613,150
mr_zscore_10,30.6765,151
stat_return_15,29.8972,152
mom_stoch_k_14,29.5105,153
vol_taker_buy_ratio,27.8486,154
stat_return_2,27.6267,155
vol_volume_pctchg_10,27.234,156
interact_ret1_x_natr,26.6158,157
mom_roc_5,26.3054,158
mr_zscore_20,24.6519,159
trend_aroon_down_14,24.5265,160
vol_volume_pctchg_5,23.2574,161
vol_volume_rel_10,22.817,162
vol_bb_pctb_30,21.6084,163
vol_volume_rel_5,20.0949,164
vol_volume_pctchg_3,20.0726,165
vol_bb_pctb_15,19.8957,166
interact_ret1_x_ret3,17.3925,167
trend_aroon_up_14,16.5033,168
stat_log_return_1,15.7598,169
stat_return_20,15.4804,170
stat_log_return_10,13.1895,171
vol_bb_pctb_10,12.7387,172
vol_range_spike_96,12.51,173
vol_volume_rel_20,12.4657,174
stat_log_return_3,10.4845,175
vol_range_spike_12,10.4374,176
vol_volume_rel_50,10.3779,177
vol_range_spike_72,10.2358,178
vol_bb_pctb_20,9.5355,179
stat_log_return_5,9.1619,180
vol_range_spike_24,9.0739,181
trend_supertrend_14_3,8.3583,182
vol_range_spike_36,8.1246,183
vol_range_spike_48,7.5964,184
trend_psar_dir,7.4584,185
stat_return_1,5.2795,186
stat_return_10,4.3954,187
stat_return_3,4.3316,188
stat_return_5,3.4807,189
mr_rsi_extreme_14,2.1427,190
cal_hour_norm,1.1124,191
mr_rsi_extreme_7,0.3124,192
mr_rsi_extreme_21,0.0308,193
