metric,n_windows,min,p10,p25,median,mean,p75,p90,max,frac_lt_0.45_mean_revert,frac_gt_0.55_trending
hurst_100_bar_IS_distribution,4760,-0.1061,-0.0377,-0.0185,0.0013,0.0013,0.0245,0.0388,0.0927,1.0,0.0
